plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,DOY,cGDD
HR_01_NC_C,HR_01,HR,TN,Edge,35.5714,83.17954,1615,North_Carolina,C,4,58,5,4,2,122,750.9
HR_01_VT_E,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Vermont,E,5,45,4,5,3,141,554.55
HR_01_NC_A,HR_01,HR,TN,Edge,35.5714,83.17954,1615,North_Carolina,A,5,57,5,5,1,118,725.5
HR_02_VT_D,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,D,2,60,5,2,4,146,591.2
HR_02_NC_D,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,D,5,14,1,5,14,122,750.9
HR_02_MD_E,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,E,5,9,1,5,9,140,669.6
HR_02_VT_B,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,B,3,57,5,3,1,143,568.5
HR_02_VT_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,C,5,9,1,5,9,146,591.2
HR_02_VT_E,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,E,4,28,2,4,14,141,554.55
HR_02_MD_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,C,4,42,3,4,14,149,715.1
HR_02_NC_E,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,E,5,9,1,5,9,122,750.9
HR_02_VT_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,A,6,57,5,6,1,146,591.2
HR_02_NC_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,C,2,14,1,2,14,122,750.9
HR_02_MD_D,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,D,2,14,1,2,14,149,715.1
HR_02_MD_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,A,5,14,1,5,14,144,687.4
SS_HR_02_NC_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,A,7,54,NA,NA,NA,125,777.7
HR_02_MD_B,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,B,6,11,1,6,11,149,715.1
HR_03_MD_C,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,C,4,14,1,4,14,149,715.1
HR_03_MD_E,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,E,5,36,3,5,8,151,729
HR_03_NC_E,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,E,5,50,4,5,8,122,750.9
HR_03_VT_E,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,E,4,57,5,4,1,146,591.2
HR_03_NC_B,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,B,4,14,1,4,14,118,725.5
HR_03_MD_B,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,B,5,22,2,5,8,141,674.8
HR_03_VT_C,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,C,5,22,2,5,8,146,591.2
HR_03_VT_D,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,D,5,22,2,5,8,146,591.2
HR_03_NC_A,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,A,5,50,4,5,8,122,750.9
HR_03_MD_A,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,A,2,50,4,2,8,147,703.95
HR_03_VT_B,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,B,2,22,2,2,8,146,591.2
HR_03_NC_D,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,D,2,50,4,2,8,122,750.9
HR_03_MD_D,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,D,3,3,1,3,3,138,662.4
HR_03_VT_A,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,A,5,68,5,5,12,146,591.2
HR_03_NC_C,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,C,3,3,1,3,3,122,750.9
HR_05_NC_D,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,D,2,34,3,2,6,118,725.5
HR_05_MD_B,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,B,5,58,5,5,2,137,657.5
HR_05_NC_A,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,A,3,13,1,3,13,111,684.95
HR_05_VT_A,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,A,3,48,4,3,6,148,601.1
HR_05_MD_A,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,A,2,20,2,2,6,137,657.5
HR_05_VT_E,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,E,5,34,3,5,6,141,554.55
HR_05_MD_D,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,D,3,34,3,3,6,149,715.1
HR_05_NC_C,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,C,3,48,4,3,6,122,750.9
HR_05_VT_B,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,B,2,34,3,2,6,146,591.2
HR_05_VT_C,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,C,5,32,3,5,4,146,591.2
HR_05_NC_B,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,B,5,20,2,5,6,122,750.9
HR_05_NC_E,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,E,5,18,2,5,4,122,750.9
HR_05_MD_C,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,C,5,20,2,5,6,141,674.8
HR_05_VT_D,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,D,3,13,1,3,13,146,591.2
HR_05_MD_E,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,E,5,46,4,5,4,140,669.6
HR_06_MD_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,C,5,47,4,5,5,141,674.8
HR_06_MD_B,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,B,4,44,4,4,2,143,683.5
HR_06_VT_E,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,E,5,47,4,5,5,146,591.2
HR_06_MD_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,A,4,41,3,4,13,144,687.4
HR_06_VT_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,C,3,26,2,3,12,146,591.2
HR_06_NC_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,D,4,27,2,4,13,118,725.5
HR_06_NC_E,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,E,3,54,4,3,12,123,758
HR_06_VT_B,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,B,4,55,4,4,13,146,591.2
HR_06_VT_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,A,4,19,2,4,5,146,591.2
HR_06_NC_B,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,B,5,33,3,5,5,122,750.9
HR_06_MD_E,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,E,3,40,3,3,12,147,703.95
HR_06_MD_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,D,4,47,4,4,5,143,683.5
SS_HR_06_NC_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,D,7,10,NA,NA,NA,122,750.9
HR_06_VT_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,D,4,44,4,4,2,141,554.55
HR_06_NC_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,A,4,16,2,4,2,122,750.9
HR_06_NC_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,C,4,33,3,4,5,122,750.9
HR_07_MD_A,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,A,2,33,3,2,5,141,674.8
HR_07_VT_B,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,B,2,47,4,2,5,143,568.5
HR_07_MD_D,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,D,4,8,1,4,8,138,662.4
HR_07_VT_A,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,A,4,63,5,4,7,143,568.5
HR_07_NC_C,HR_07,HR,TN,Edge,35.56706,83.16762,1595,North_Carolina,C,4,8,1,4,8,118,725.5
HR_07_MD_C,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,C,3,45,4,3,3,141,674.8
HR_07_MD_B,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,B,3,30,3,3,2,143,683.5
HR_07_VT_D,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,D,3,30,3,3,2,143,568.5
HR_07_NC_D,HR_07,HR,TN,Edge,35.56706,83.16762,1595,North_Carolina,D,2,19,2,2,5,122,750.9
HR_07_VT_C,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,C,6,8,1,6,8,134,512.05
HR_07_NC_A,HR_07,HR,TN,Edge,35.56706,83.16762,1595,North_Carolina,A,3,30,3,3,2,111,684.95
HR_07_VT_E,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,E,3,45,4,3,3,136,523.95
HR_07_MD_E,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,E,6,8,1,6,8,140,669.6
HR_10_VT_D,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,D,5,20,2,5,6,141,554.55
HR_10_MD_D,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,D,3,43,4,3,1,141,674.8
HR_10_VT_A,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,A,3,15,2,3,1,146,591.2
HR_10_VT_E,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,E,5,12,1,5,12,143,568.5
HR_10_MD_E,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,E,2,19,2,2,5,142,679.3
HR_10_MD_C,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,C,3,59,5,3,3,143,683.5
HR_10_NC_A,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,A,5,48,4,5,6,104,626.35
HR_10_NC_C,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,C,3,29,3,3,1,111,684.95
HR_10_NC_E,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,E,2,33,3,2,5,111,684.95
HR_10_MD_B,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,B,5,20,2,5,6,139,665.65
HR_10_MD_A,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,A,6,29,3,6,1,141,674.8
HR_10_NC_D,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,D,6,15,2,6,1,118,725.5
HR_10_VT_B,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,B,6,43,4,6,1,146,591.2
HR_10_NC_B,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,B,3,59,5,3,3,111,684.95
HR_10_VT_C,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,C,2,47,4,2,5,139,538.3
HUN_01_MD_D,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,D,4,51,4,4,9,135,642.5
HUN_01_MD_C,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,C,3,67,5,3,11,127,595.9
HUN_01_VT_E,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,E,5,4,1,5,4,141,554.55
HUN_01_NC_D,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,North_Carolina,D,2,36,3,2,8,105,634.4
HUN_01_VT_C,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,C,4,38,3,4,10,146,591.2
HUN_01_MD_E,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,E,4,52,4,4,10,138,662.4
HUN_01_VT_B,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,B,2,36,3,2,8,143,568.5
HUN_01_NC_A,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,North_Carolina,A,2,42,3,2,14,101,604.35
HUN_01_NC_B,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,North_Carolina,B,3,67,5,3,11,100,595.95
HUN_01_NC_E,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,North_Carolina,E,4,24,2,4,10,100,595.95
HUN_01_MD_A,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,A,2,22,2,2,8,135,642.5
HUN_01_MD_B,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,B,2,42,3,2,14,NA,NA
HUN_02_MD_B,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,B,6,23,2,6,9,137,657.5
HUN_02_VT_A,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,A,3,54,4,3,12,146,591.2
HUN_02_NC_A,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,A,6,51,4,6,9,104,626.35
HUN_02_MD_E,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,E,6,50,4,6,8,138,662.4
HUN_02_MD_A,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,A,2,42,3,2,14,141,674.8
HUN_02_NC_E,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,E,6,22,2,6,8,111,684.95
HUN_02_NC_B,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,B,4,38,3,4,10,118,725.5
HUN_02_MD_D,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,D,3,40,3,3,12,141,674.8
HUN_02_MD_C,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,C,4,52,4,4,10,124,579.6
HUN_02_NC_C,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,C,3,54,4,3,12,105,634.4
HUN_02_VT_E,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,E,4,52,4,4,10,143,568.5
HUN_02_VT_B,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,B,2,56,4,2,14,141,554.55
HUN_02_VT_C,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,C,6,36,3,6,8,141,554.55
HUN_02_VT_D,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,D,6,23,2,6,9,143,568.5
HUN_02_NC_D,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,D,2,28,2,2,14,111,684.95
HUN_03_MD_A,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,A,2,30,3,2,2,130,613.55
HUN_03_VT_D,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,D,6,50,4,6,8,146,591.2
HUN_03_NC_D,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,North_Carolina,D,2,16,2,2,2,105,634.4
HUN_03_VT_B,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,B,2,44,4,2,2,136,523.95
HUN_03_VT_A,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,A,4,34,3,4,6,136,523.95
HUN_03_MD_C,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,C,4,26,2,4,12,143,683.5
HUN_03_MD_D,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,D,4,20,2,4,6,138,662.4
HUN_03_MD_B,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,B,6,50,4,6,8,NA,NA
HUN_03_NC_A,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,North_Carolina,A,6,22,2,6,8,101,604.35
HUN_03_VT_E,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,E,4,40,3,4,12,136,523.95
HUN_03_NC_B,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,North_Carolina,B,4,26,2,4,12,100,595.95
HUN_04_NC_B,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,B,3,48,4,3,6,104,626.35
HUN_04_VT_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,E,3,20,2,3,6,141,554.55
HUN_04_MD_C,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,C,3,34,3,3,6,135,642.5
HUN_04_NC_D,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,D,4,7,1,4,7,105,634.4
HUN_04_VT_B,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,B,4,64,5,4,8,141,554.55
HUN_04_NC_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,E,4,37,3,4,9,122,750.9
HUN_04_NC_C,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,C,4,62,5,4,6,105,634.4
HUN_04_MD_D,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,D,4,62,5,4,6,138,662.4
HUN_04_VT_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,E,3,20,2,3,6,143,568.5
HUN_04_NC_A,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,A,5,32,3,5,4,111,684.95
HUN_04_VT_A,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,A,4,9,1,4,9,139,538.3
HUN_04_VT_C,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,C,4,51,4,4,9,146,591.2
HUN_04_MD_A,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,A,4,7,1,4,7,135,642.5
HUN_04_MD_B,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,B,5,32,3,5,4,130,613.55
HUN_04_VT_D,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,D,5,32,3,5,4,136,523.95
HUN_04_MD_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,E,4,23,2,4,9,135,642.5
HUN_05_VT_A,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,A,3,36,3,3,8,143,568.5
HUN_05_VT_C,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,C,4,32,3,4,4,139,538.3
HUN_05_NC_A,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,A,5,12,1,5,12,104,626.35
HUN_05_MD_C,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,C,2,29,3,2,1,135,642.5
HUN_05_VT_B,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,B,2,25,2,2,11,143,568.5
HUN_05_VT_D,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,D,5,12,1,5,12,141,554.55
HUN_05_MD_E,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,E,4,46,4,4,4,138,662.4
HUN_05_MD_A,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,A,2,53,4,2,11,141,674.8
HUN_05_VT_E,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,E,2,15,2,2,1,141,554.55
HUN_05_MD_D,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,D,3,22,2,3,8,141,674.8
HUN_05_NC_E,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,E,4,18,2,4,4,105,634.4
HUN_05_MD_B,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,B,3,59,5,3,3,124,579.6
HUN_05_NC_B,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,B,2,43,4,2,1,104,626.35
HUN_05_NC_D,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,D,2,53,4,2,11,111,684.95
HUN_05_NC_C,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,C,3,22,2,3,8,122,750.9
HUN_06_MD_A,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,A,6,42,3,6,14,137,657.5
HUN_06_NC_B,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,B,2,53,4,2,11,111,684.95
HUN_06_VT_B,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,B,6,56,4,6,14,139,538.3
HUN_06_NC_A,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,A,2,9,1,2,9,118,725.5
HUN_06_MD_C,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,C,2,39,3,2,11,143,683.5
HUN_06_VT_E,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,E,2,25,2,2,11,143,568.5
HUN_06_VT_D,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,D,2,9,1,2,9,139,538.3
HUN_06_NC_D,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,D,6,28,2,6,14,105,634.4
HUN_06_NC_E,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,E,2,12,1,2,12,122,750.9
HUN_06_MD_E,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,E,2,12,1,2,12,135,642.5
HUN_06_MD_B,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,B,6,62,5,6,6,135,642.5
HUN_06_NC_C,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,C,6,43,4,6,1,122,750.9
HUN_06_MD_D,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,D,6,29,3,6,1,138,662.4
HUN_06_VT_A,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,A,6,43,4,6,1,136,523.95
HUN_06_VT_C,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,C,2,12,1,2,12,146,591.2
HUN_07_VT_A,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,A,4,44,4,4,2,143,568.5
HUN_07_VT_C,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,C,5,44,4,5,2,146,591.2
HUN_07_NC_E,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,E,5,30,3,5,2,111,684.95
HUN_07_MD_A,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,A,2,9,1,2,9,137,657.5
HUN_07_VT_D,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,D,6,14,1,6,14,141,554.55
HUN_07_NC_D,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,D,2,9,1,2,9,122,750.9
HUN_07_VT_E,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,E,3,54,4,3,12,141,554.55
HUN_07_MD_C,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,C,3,54,4,3,12,139,665.65
HUN_07_NC_A,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,A,6,14,1,6,14,122,750.9
HUN_07_MD_B,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,B,2,57,5,2,1,139,665.65
HUN_07_MD_D,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,D,4,30,3,4,2,143,683.5
HUN_07_NC_C,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,C,4,44,4,4,2,111,684.95
HUN_07_VT_B,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,B,6,62,5,6,6,148,601.1
HUN_07_MD_E,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,E,5,16,2,5,2,138,662.4
HUN_07_NC_B,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,B,3,40,3,3,12,111,684.95
IND_01_VT_E,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,E,6,22,2,6,8,141,554.55
IND_01_VT_D,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,D,4,35,3,4,7,146,591.2
IND_01_NC_C,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,C,4,40,3,4,12,105,634.4
IND_01_NC_A,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,A,4,35,3,4,7,104,626.35
IND_01_MD_E,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,E,5,56,4,5,14,138,662.4
IND_01_NC_E,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,E,5,28,2,5,14,111,684.95
IND_01_VT_B,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,B,4,37,3,4,9,143,568.5
IND_01_VT_A,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,A,4,26,2,4,12,143,568.5
IND_01_MD_C,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,C,6,36,3,6,8,139,665.65
IND_01_MD_D,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,D,4,54,4,4,12,138,662.4
IND_01_NC_B,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,B,6,50,4,6,8,105,634.4
IND_01_MD_B,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,B,4,35,3,4,7,135,642.5
IND_01_MD_A,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,A,4,23,2,4,9,125,585.4
IND_01_VT_C,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,C,5,42,3,5,14,146,591.2
IND_01_NC_D,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,D,4,37,3,4,9,111,684.95
IND_02_NC_D,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,D,6,39,3,6,11,105,634.4
IND_02_VT_B,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,B,6,39,3,6,11,136,523.95
IND_02_MD_E,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,E,5,24,2,5,10,135,642.5
IND_02_MD_C,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,C,2,25,2,2,11,139,665.65
IND_02_VT_A,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,A,2,54,4,2,12,150,610.9
IND_02_MD_D,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,D,2,40,3,2,12,127,595.9
IND_02_MD_A,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,A,6,25,2,6,11,137,657.5
IND_02_VT_E,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,E,2,39,3,2,11,146,591.2
IND_02_NC_C,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,C,2,54,4,2,12,105,634.4
IND_02_MD_B,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,B,3,38,3,3,10,124,579.6
IND_02_VT_D,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,D,3,38,3,3,10,143,568.5
IND_02_NC_A,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,A,3,38,3,3,10,125,777.7
IND_02_NC_E,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,E,5,38,3,5,10,105,634.4
IND_02_VT_D,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,D,3,38,3,3,10,141,554.55
IND_02_VT_C,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,C,5,52,4,5,10,139,538.3
IND_02_NC_B,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,B,2,25,2,2,11,111,684.95
IND_03_MD_D,IND_03,IND,NY,Core,42.16714,74.2009,633,Maryland,D,6,34,3,6,6,138,662.4
IND_03_VT_B,IND_03,IND,NY,Core,42.16714,74.2009,633,Vermont,B,6,48,4,6,6,143,568.5
