plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,DOY,cGDD
ASC_01_NC_C,ASC_01,ASC,VT,Core,43.43787,72.45218,883,North_Carolina,C,5,29,3,5,1,105,634.4
ASC_01_VT_B,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Vermont,B,6,57,5,6,1,146,591.2
ASC_01_NC_A,ASC_01,ASC,VT,Core,43.43787,72.45218,883,North_Carolina,A,2,69,5,2,13,100,595.95
ASC_01_NC_B,ASC_01,ASC,VT,Core,43.43787,72.45218,883,North_Carolina,B,3,64,5,3,8,122,750.9
ASC_01_VT_C,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Vermont,C,5,36,3,5,8,141,554.55
ASC_01_VT_E,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Vermont,E,5,7,1,5,7,146,591.2
ASC_01_NC_E,ASC_01,ASC,VT,Core,43.43787,72.45218,883,North_Carolina,E,5,22,2,5,8,122,750.9
ASC_01_MD_A,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Maryland,A,2,14,1,2,14,130,613.55
ASC_01_MD_E,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Maryland,E,5,50,4,5,8,130,613.55
ASC_01_VT_A,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Vermont,A,5,15,2,5,1,139,538.3
ASC_01_VT_D,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Vermont,D,2,69,5,2,13,141,554.55
ASC_01_MD_B,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Maryland,B,6,2,1,6,2,149,715.1
ASC_01_NC_D,ASC_01,ASC,VT,Core,43.43787,72.45218,883,North_Carolina,D,2,14,1,2,14,122,750.9
ASC_01_MD_C,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Maryland,C,3,64,5,3,8,124,579.6
ASC_01_MD_D,ASC_01,ASC,VT,Core,43.43787,72.45218,883,Maryland,D,5,43,4,5,1,149,715.1
ASC_02_NC_B,ASC_02,ASC,VT,Core,43.43983,72.45328,847,North_Carolina,B,2,6,1,2,6,118,725.5
ASC_02_VT_A,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Vermont,A,3,26,2,3,12,143,568.5
ASC_02_NC_E,ASC_02,ASC,VT,Core,43.43983,72.45328,847,North_Carolina,E,2,46,4,2,4,111,684.95
ASC_02_MD_E,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Maryland,E,2,32,3,2,4,138,662.4
ASC_02_MD_A,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Maryland,A,3,57,5,3,1,141,674.8
ASC_02_NC_A,ASC_02,ASC,VT,Core,43.43983,72.45328,847,North_Carolina,A,2,19,2,2,5,111,684.95
ASC_02_MD_B,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Maryland,B,2,47,4,2,5,135,642.5
ASC_02_VT_D,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Vermont,D,2,47,4,2,5,146,591.2
ASC_02_VT_B,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Vermont,B,5,14,1,5,14,146,591.2
ASC_02_VT_E,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Vermont,E,6,65,5,6,9,141,554.55
ASC_02_NC_D,ASC_02,ASC,VT,Core,43.43983,72.45328,847,North_Carolina,D,3,57,5,3,1,105,634.4
ASC_02_NC_C,ASC_02,ASC,VT,Core,43.43983,72.45328,847,North_Carolina,C,3,40,3,3,12,122,750.9
ASC_02_VT_C,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Vermont,C,2,18,2,2,4,146,591.2
ASC_02_MD_D,ASC_02,ASC,VT,Core,43.43983,72.45328,847,Maryland,D,3,54,4,3,12,146,696.9
ASC_03_VT_C,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Vermont,C,5,57,5,5,1,146,591.2
ASC_03_MD_D,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Maryland,D,5,16,2,5,2,141,674.8
ASC_03_NC_C,ASC_03,ASC,VT,Core,43.44192,72.45589,861,North_Carolina,C,5,16,2,5,2,111,684.95
ASC_03_MD_E,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Maryland,E,5,57,5,5,1,135,642.5
ASC_03_VT_E,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Vermont,E,6,8,1,6,8,136,523.95
ASC_03_VT_D,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Vermont,D,5,69,5,5,13,155,641
ASC_03_NC_B,ASC_03,ASC,VT,Core,43.44192,72.45589,861,North_Carolina,B,2,63,5,2,7,111,684.95
ASC_03_VT_B,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Vermont,B,2,55,4,2,13,139,538.3
ASC_03_MD_A,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Maryland,A,2,41,3,2,13,135,642.5
ASC_03_MD_C,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Maryland,C,2,63,5,2,7,135,642.5
ASC_03_VT_A,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Vermont,A,5,30,3,5,2,136,523.95
ASC_03_NC_E,ASC_03,ASC,VT,Core,43.44192,72.45589,861,North_Carolina,E,5,57,5,5,1,111,684.95
ASC_03_NC_A,ASC_03,ASC,VT,Core,43.44192,72.45589,861,North_Carolina,A,5,69,5,5,13,118,725.5
ASC_03_MD_B,ASC_03,ASC,VT,Core,43.44192,72.45589,861,Maryland,B,3,2,1,3,2,NA,NA
ASC_03_NC_D,ASC_03,ASC,VT,Core,43.44192,72.45589,861,North_Carolina,D,2,27,2,2,13,100,595.95
ASC_04_VT_C,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Vermont,C,6,45,4,6,3,141,554.55
ASC_04_NC_A,ASC_04,ASC,VT,Core,43.4426,72.45713,870,North_Carolina,A,6,48,4,6,6,104,626.35
ASC_04_MD_E,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Maryland,E,6,17,2,6,3,133,629.9
ASC_04_VT_D,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Vermont,D,6,20,2,6,6,146,591.2
ASC_04_VT_E,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Vermont,E,5,50,4,5,8,146,591.2
ASC_04_NC_E,ASC_04,ASC,VT,Core,43.4426,72.45713,870,North_Carolina,E,6,31,3,6,3,105,634.4
ASC_04_VT_A,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Vermont,A,6,2,1,6,2,146,591.2
ASC_04_MD_C,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Maryland,C,5,50,4,5,8,130,613.55
ASC_04_MD_D,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Maryland,D,2,69,5,2,13,138,662.4
ASC_04_VT_B,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Vermont,B,2,29,3,2,1,136,523.95
ASC_04_NC_C,ASC_04,ASC,VT,Core,43.4426,72.45713,870,North_Carolina,C,2,69,5,2,13,118,725.5
ASC_04_MD_A,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Maryland,A,2,15,2,2,1,137,657.5
ASC_04_MD_B,ASC_04,ASC,VT,Core,43.4426,72.45713,870,Maryland,B,6,20,2,6,6,135,642.5
ASC_04_NC_B,ASC_04,ASC,VT,Core,43.4426,72.45713,870,North_Carolina,B,5,36,3,5,8,118,725.5
ASC_05_VT_A,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Vermont,A,6,18,2,6,4,143,568.5
ASC_05_MD_B,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Maryland,B,2,51,4,2,9,137,657.5
ASC_05_VT_C,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Vermont,C,5,25,2,5,11,139,538.3
ASC_05_VT_B,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Vermont,B,2,38,3,2,10,143,568.5
ASC_05_MD_D,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Maryland,D,6,46,4,6,4,143,683.5
ASC_05_VT_D,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Vermont,D,2,51,4,2,9,143,568.5
ASC_05_NC_E,ASC_05,ASC,VT,Core,43.44376,72.45867,879,North_Carolina,E,5,53,4,5,11,122,750.9
ASC_05_MD_C,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Maryland,C,2,4,1,2,4,139,665.65
ASC_05_NC_C,ASC_05,ASC,VT,Core,43.44376,72.45867,879,North_Carolina,C,6,32,3,6,4,105,634.4
ASC_05_VT_E,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Vermont,E,6,67,5,6,11,141,554.55
ASC_05_MD_E,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Maryland,E,5,39,3,5,11,140,669.6
ASC_05_MD_A,ASC_05,ASC,VT,Core,43.44376,72.45867,879,Maryland,A,2,24,2,2,10,137,657.5
ASC_05_NC_B,ASC_05,ASC,VT,Core,43.44376,72.45867,879,North_Carolina,B,2,4,1,2,4,122,750.9
ASC_05_NC_A,ASC_05,ASC,VT,Core,43.44376,72.45867,879,North_Carolina,A,2,23,2,2,9,125,777.7
ASC_05_NC_D,ASC_05,ASC,VT,Core,43.44376,72.45867,879,North_Carolina,D,2,38,3,2,10,111,684.95
ASC_06_MD_D,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Maryland,D,2,15,2,2,1,135,642.5
ASC_06_VT_A,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Vermont,A,2,29,3,2,1,141,554.55
ASC_06_VT_E,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Vermont,E,3,16,2,3,2,139,538.3
ASC_06_NC_C,ASC_06,ASC,VT,Core,43.44379,72.45434,967,North_Carolina,C,2,15,2,2,1,97,570.9
ASC_06_MD_B,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Maryland,B,4,47,4,4,5,137,657.5
ASC_06_MD_C,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Maryland,C,3,30,3,3,2,135,642.5
ASC_06_NC_E,ASC_06,ASC,VT,Core,43.44379,72.45434,967,North_Carolina,E,5,11,1,5,11,105,634.4
ASC_06_NC_D,ASC_06,ASC,VT,Core,43.44379,72.45434,967,North_Carolina,D,2,62,5,2,6,105,634.4
ASC_06_VT_B,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Vermont,B,6,9,1,6,9,141,554.55
ASC_06_VT_C,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Vermont,C,5,11,1,5,11,146,591.2
ASC_06_NC_A,ASC_06,ASC,VT,Core,43.44379,72.45434,967,North_Carolina,A,4,19,2,4,5,111,684.95
ASC_06_MD_A,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Maryland,A,2,62,5,2,6,135,642.5
ASC_06_MD_E,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Maryland,E,5,11,1,5,11,135,642.5
ASC_06_NC_B,ASC_06,ASC,VT,Core,43.44379,72.45434,967,North_Carolina,B,3,44,4,3,2,104,626.35
ASC_06_VT_D,ASC_06,ASC,VT,Core,43.44379,72.45434,967,Vermont,D,4,47,4,4,5,146,591.2
B_02_VT_C,B_02,B,VT,Core,44.10929,73.0714,311,Vermont,C,6,29,3,6,1,143,568.5
B_02_NC_C,B_02,B,VT,Core,44.10929,73.0714,311,North_Carolina,C,4,29,3,4,1,111,684.95
B_02_MD_B,B_02,B,VT,Core,44.10929,73.0714,311,Maryland,B,6,47,4,6,5,135,642.5
B_02_MD_C,B_02,B,VT,Core,44.10929,73.0714,311,Maryland,C,5,54,4,5,12,139,665.65
B_02_NC_B,B_02,B,VT,Core,44.10929,73.0714,311,North_Carolina,B,5,40,3,5,12,122,750.9
B_02_MD_D,B_02,B,VT,Core,44.10929,73.0714,311,Maryland,D,4,43,4,4,1,138,662.4
B_02_NC_D,B_02,B,VT,Core,44.10929,73.0714,311,North_Carolina,D,6,32,3,6,4,122,750.9
B_02_VT_B,B_02,B,VT,Core,44.10929,73.0714,311,Vermont,B,6,32,3,6,4,136,523.95
B_02_VT_E,B_02,B,VT,Core,44.10929,73.0714,311,Vermont,E,5,54,4,5,12,141,554.55
B_02_MD_E,B_02,B,VT,Core,44.10929,73.0714,311,Maryland,E,6,43,4,6,1,140,669.6
B_02_VT_A,B_02,B,VT,Core,44.10929,73.0714,311,Vermont,A,4,15,2,4,1,139,538.3
B_02_NC_A,B_02,B,VT,Core,44.10929,73.0714,311,North_Carolina,A,6,19,2,6,5,111,684.95
B_02_NC_E,B_02,B,VT,Core,44.10929,73.0714,311,North_Carolina,E,6,15,2,6,1,122,750.9
B_02_MD_A,B_02,B,VT,Core,44.10929,73.0714,311,Maryland,A,6,18,2,6,4,130,613.55
B_02_VT_D,B_02,B,VT,Core,44.10929,73.0714,311,Vermont,D,6,47,4,6,5,141,554.55
B_03_VT_A,B_03,B,VT,Core,44.10897,73.0712,325,Vermont,A,4,59,5,4,3,143,568.5
B_03_VT_D,B_03,B,VT,Core,44.10897,73.0712,325,Vermont,D,4,3,1,4,3,143,568.5
B_03_MD_E,B_03,B,VT,Core,44.10897,73.0712,325,Maryland,E,2,55,4,2,13,135,642.5
B_03_NC_B,B_03,B,VT,Core,44.10897,73.0712,325,North_Carolina,B,4,34,3,4,6,122,750.9
B_03_MD_D,B_03,B,VT,Core,44.10897,73.0712,325,Maryland,D,4,12,1,4,12,NA,NA
B_03_VT_C,B_03,B,VT,Core,44.10897,73.0712,325,Vermont,C,2,41,3,2,13,139,538.3
B_03_MD_B,B_03,B,VT,Core,44.10897,73.0712,325,Maryland,B,4,68,5,4,12,137,657.5
B_03_MD_C,B_03,B,VT,Core,44.10897,73.0712,325,Maryland,C,4,48,4,4,6,135,642.5
B_03_NC_E,B_03,B,VT,Core,44.10897,73.0712,325,North_Carolina,E,2,27,2,2,13,122,750.9
B_03_MD_A,B_03,B,VT,Core,44.10897,73.0712,325,Maryland,A,2,5,1,2,5,141,674.8
B_03_NC_A,B_03,B,VT,Core,44.10897,73.0712,325,North_Carolina,A,4,3,1,4,3,118,725.5
B_03_VT_B,B_03,B,VT,Core,44.10897,73.0712,325,Vermont,B,6,66,5,6,10,146,591.2
B_03_NC_D,B_03,B,VT,Core,44.10897,73.0712,325,North_Carolina,D,2,5,1,2,5,111,684.95
B_04_MD_C,B_04,B,VT,Core,44.10908,73.0713,328,Maryland,C,5,30,3,5,2,139,665.65
B_04_NC_B,B_04,B,VT,Core,44.10908,73.0713,328,North_Carolina,B,5,44,4,5,2,118,725.5
B_04_NC_A,B_04,B,VT,Core,44.10908,73.0713,328,North_Carolina,A,6,15,2,6,1,111,684.95
B_04_VT_D,B_04,B,VT,Core,44.10908,73.0713,328,Vermont,D,6,43,4,6,1,148,601.1
B_04_MD_D,B_04,B,VT,Core,44.10908,73.0713,328,Maryland,D,3,65,5,3,9,149,715.1
B_04_MD_A,B_04,B,VT,Core,44.10908,73.0713,328,Maryland,A,4,19,2,4,5,137,657.5
B_04_VT_A,B_04,B,VT,Core,44.10908,73.0713,328,Vermont,A,5,6,1,5,6,141,554.55
B_04_NC_E,B_04,B,VT,Core,44.10908,73.0713,328,North_Carolina,E,4,28,2,4,14,118,725.5
B_04_VT_B,B_04,B,VT,Core,44.10908,73.0713,328,Vermont,B,4,33,3,4,5,148,601.1
B_04_NC_C,B_04,B,VT,Core,44.10908,73.0713,328,North_Carolina,C,3,65,5,3,9,118,725.5
B_04_MD_E,B_04,B,VT,Core,44.10908,73.0713,328,Maryland,E,4,56,4,4,14,138,662.4
B_04_VT_C,B_04,B,VT,Core,44.10908,73.0713,328,Vermont,C,4,42,3,4,14,136,523.95
B_04_VT_E,B_04,B,VT,Core,44.10908,73.0713,328,Vermont,E,5,16,2,5,2,143,568.5
B_04_MD_B,B_04,B,VT,Core,44.10908,73.0713,328,Maryland,B,6,43,4,6,1,146,696.9
B_05_MD_C,B_05,B,VT,Core,44.10836,73.0715,310,Maryland,C,6,45,4,6,3,139,665.65
B_05_VT_D,B_05,B,VT,Core,44.10836,73.0715,310,Vermont,D,4,51,4,4,9,141,554.55
B_05_NC_D,B_05,B,VT,Core,44.10836,73.0715,310,North_Carolina,D,2,45,4,2,3,105,634.4
B_05_MD_A,B_05,B,VT,Core,44.10836,73.0715,310,Maryland,A,2,45,4,2,3,135,642.5
B_05_MD_E,B_05,B,VT,Core,44.10836,73.0715,310,Maryland,E,4,44,4,4,2,140,669.6
B_05_NC_B,B_05,B,VT,Core,44.10836,73.0715,310,North_Carolina,B,6,31,3,6,3,122,750.9
B_05_NC_C,B_05,B,VT,Core,44.10836,73.0715,310,North_Carolina,C,6,26,2,6,12,111,684.95
B_05_MD_B,B_05,B,VT,Core,44.10836,73.0715,310,Maryland,B,4,51,4,4,9,135,642.5
B_05_NC_E,B_05,B,VT,Core,44.10836,73.0715,310,North_Carolina,E,4,16,2,4,2,111,684.95
B_05_NC_A,B_05,B,VT,Core,44.10836,73.0715,310,North_Carolina,A,4,23,2,4,9,118,725.5
B_05_MD_D,B_05,B,VT,Core,44.10836,73.0715,310,Maryland,D,6,26,2,6,12,138,662.4
B_05_VT_B,B_05,B,VT,Core,44.10836,73.0715,310,Vermont,B,2,17,2,2,3,143,568.5
B_05_VT_A,B_05,B,VT,Core,44.10836,73.0715,310,Vermont,A,6,40,3,6,12,146,591.2
B_05_VT_E,B_05,B,VT,Core,44.10836,73.0715,310,Vermont,E,6,45,4,6,3,150,610.9
B_05_VT_C,B_05,B,VT,Core,44.10836,73.0715,310,Vermont,C,4,30,3,4,2,146,591.2
B_06_NC_B,B_06,B,VT,Core,44.10889,73.0714,321,North_Carolina,B,2,65,5,2,9,111,684.95
B_06_VT_D,B_06,B,VT,Core,44.10889,73.0714,321,Vermont,D,3,48,4,3,6,141,554.55
B_06_MD_A,B_06,B,VT,Core,44.10889,73.0714,321,Maryland,A,3,24,2,3,10,133,629.9
B_06_MD_B,B_06,B,VT,Core,44.10889,73.0714,321,Maryland,B,3,48,4,3,6,137,657.5
B_06_VT_B,B_06,B,VT,Core,44.10889,73.0714,321,Vermont,B,3,38,3,3,10,139,538.3
B_06_MD_D,B_06,B,VT,Core,44.10889,73.0714,321,Maryland,D,4,28,2,4,14,138,662.4
B_06_NC_C,B_06,B,VT,Core,44.10889,73.0714,321,North_Carolina,C,4,28,2,4,14,111,684.95
B_06_NC_A,B_06,B,VT,Core,44.10889,73.0714,321,North_Carolina,A,3,20,2,3,6,111,684.95
B_06_MD_C,B_06,B,VT,Core,44.10889,73.0714,321,Maryland,C,2,65,5,2,9,124,579.6
B_06_VT_E,B_06,B,VT,Core,44.10889,73.0714,321,Vermont,E,6,6,1,6,6,143,568.5
BAL_01_MD_C,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Maryland,C,5,3,1,5,3,139,665.65
BAL_01_MD_D,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Maryland,D,4,16,2,4,2,141,674.8
BAL_01_VT_A,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Vermont,A,4,30,3,4,2,148,601.1
BAL_01_NC_A,BAL_01,BAL,NY,Core,44.1528,73.64591,570,North_Carolina,A,6,5,1,6,5,118,725.5
BAL_01_NC_C,BAL_01,BAL,NY,Core,44.1528,73.64591,570,North_Carolina,C,4,16,2,4,2,118,725.5
BAL_01_MD_A,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Maryland,A,6,22,2,6,8,141,674.8
BAL_01_VT_C,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Vermont,C,6,64,5,6,8,146,591.2
BAL_01_MD_E,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Maryland,E,6,64,5,6,8,140,669.6
BAL_01_MD_B,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Maryland,B,2,66,5,2,10,124,579.6
BAL_01_VT_D,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Vermont,D,6,5,1,6,5,141,554.55
BAL_01_NC_E,BAL_01,BAL,NY,Core,44.1528,73.64591,570,North_Carolina,E,6,64,5,6,8,105,634.4
BAL_01_NC_D,BAL_01,BAL,NY,Core,44.1528,73.64591,570,North_Carolina,D,6,36,3,6,8,111,684.95
BAL_01_VT_B,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Vermont,B,6,36,3,6,8,139,538.3
BAL_01_VT_E,BAL_01,BAL,NY,Core,44.1528,73.64591,570,Vermont,E,3,68,5,3,12,146,591.2
BAL_02_VT_E,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Vermont,E,3,64,5,3,8,136,523.95
BAL_02_NC_B,BAL_02,BAL,NY,Core,44.1517,73.65127,620,North_Carolina,B,5,7,1,5,7,105,634.4
BAL_02_MD_C,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Maryland,C,5,7,1,5,7,139,665.65
BAL_02_NC_D,BAL_02,BAL,NY,Core,44.1517,73.65127,620,North_Carolina,D,3,14,1,3,14,122,750.9
BAL_02_VT_A,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Vermont,A,5,4,1,5,4,139,538.3
BAL_02_MD_A,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Maryland,A,3,14,1,3,14,139,665.65
BAL_02_NC_A,BAL_02,BAL,NY,Core,44.1517,73.65127,620,North_Carolina,A,4,61,5,4,5,111,684.95
BAL_02_VT_D,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Vermont,D,4,61,5,4,5,139,538.3
BAL_02_VT_B,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Vermont,B,5,57,5,5,1,139,538.3
BAL_02_MD_D,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Maryland,D,3,67,5,3,11,146,696.9
BAL_02_MD_B,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Maryland,B,4,10,1,4,10,141,674.8
BAL_02_VT_E,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Vermont,E,3,64,5,3,8,143,568.5
BAL_02_VT_C,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Vermont,C,5,30,3,5,2,146,591.2
BAL_02_MD_E,BAL_02,BAL,NY,Core,44.1517,73.65127,620,Maryland,E,5,44,4,5,2,138,662.4
BAL_02_NC_C,BAL_02,BAL,NY,Core,44.1517,73.65127,620,North_Carolina,C,3,67,5,3,11,105,634.4
BAL_03_MD_E,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Maryland,E,6,44,4,6,2,138,662.4
BAL_03_VT_A,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Vermont,A,4,28,2,4,14,146,591.2
BAL_03_MD_A,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Maryland,A,6,16,2,6,2,141,674.8
BAL_03_VT_D,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Vermont,D,3,55,4,3,13,146,591.2
BAL_03_VT_C,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Vermont,C,6,30,3,6,2,146,591.2
BAL_03_NC_B,BAL_03,BAL,NY,Core,44.15337,73.65371,650,North_Carolina,B,3,4,1,3,4,111,684.95
BAL_03_NC_C,BAL_03,BAL,NY,Core,44.15337,73.65371,650,North_Carolina,C,4,42,3,4,14,105,634.4
BAL_03_MD_C,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Maryland,C,3,4,1,3,4,143,683.5
BAL_03_NC_E,BAL_03,BAL,NY,Core,44.15337,73.65371,650,North_Carolina,E,6,16,2,6,2,105,634.4
BAL_03_NC_D,BAL_03,BAL,NY,Core,44.15337,73.65371,650,North_Carolina,D,6,30,3,6,2,122,750.9
BAL_03_VT_E,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Vermont,E,5,67,5,5,11,141,554.55
BAL_03_NC_A,BAL_03,BAL,NY,Core,44.15337,73.65371,650,North_Carolina,A,3,27,2,3,13,122,750.9
BAL_03_MD_D,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Maryland,D,4,56,4,4,14,143,683.5
BAL_03_MD_B,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Maryland,B,3,55,4,3,13,135,642.5
BAL_03_VT_B,BAL_03,BAL,NY,Core,44.15337,73.65371,650,Vermont,B,6,30,3,6,2,139,538.3
BAL_04_MD_B,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Maryland,B,4,62,5,4,6,NA,NA
BAL_04_VT_A,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Vermont,A,3,46,4,3,4,143,568.5
BAL_04_NC_C,BAL_04,BAL,NY,Core,44.15409,73.65688,670,North_Carolina,C,3,46,4,3,4,118,725.5
BAL_04_VT_B,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Vermont,B,6,14,1,6,14,146,591.2
BAL_04_MD_D,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Maryland,D,3,32,3,3,4,138,662.4
BAL_04_MD_C,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Maryland,C,6,4,1,6,4,143,683.5
BAL_04_NC_B,BAL_04,BAL,NY,Core,44.15409,73.65688,670,North_Carolina,B,6,4,1,6,4,111,684.95
BAL_04_VT_E,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Vermont,E,2,67,5,2,11,143,568.5
BAL_04_MD_A,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Maryland,A,2,57,5,2,1,137,657.5
BAL_04_MD_E,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Maryland,E,5,59,5,5,3,138,662.4
BAL_04_NC_E,BAL_04,BAL,NY,Core,44.15409,73.65688,670,North_Carolina,E,5,59,5,5,3,105,634.4
BAL_04_VT_C,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Vermont,C,5,59,5,5,3,136,523.95
BAL_04_NC_D,BAL_04,BAL,NY,Core,44.15409,73.65688,670,North_Carolina,D,2,57,5,2,1,122,750.9
BAL_04_VT_D,BAL_04,BAL,NY,Core,44.15409,73.65688,670,Vermont,D,4,9,1,4,9,136,523.95
BAL_05_MD_C,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Maryland,C,4,15,2,4,1,141,674.8
BAL_05_MD_A,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Maryland,A,3,11,1,3,11,125,585.4
BAL_05_MD_B,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Maryland,B,5,9,1,5,9,130,613.55
BAL_05_MD_E,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Maryland,E,6,69,5,6,13,138,662.4
BAL_05_MD_D,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Maryland,D,3,18,2,3,4,135,642.5
BAL_05_VT_C,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Vermont,C,6,69,5,6,13,141,554.55
BAL_05_NC_C,BAL_05,BAL,NY,Core,44.15415,73.65799,698,North_Carolina,C,3,18,2,3,4,105,634.4
BAL_05_VT_D,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Vermont,D,3,62,5,3,6,141,554.55
BAL_05_VT_A,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Vermont,A,3,32,3,3,4,143,568.5
BAL_05_VT_E,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Vermont,E,4,29,3,4,1,136,523.95
BAL_05_NC_B,BAL_05,BAL,NY,Core,44.15415,73.65799,698,North_Carolina,B,4,15,2,4,1,104,626.35
BAL_05_NC_A,BAL_05,BAL,NY,Core,44.15415,73.65799,698,North_Carolina,A,3,62,5,3,6,104,626.35
BAL_05_VT_B,BAL_05,BAL,NY,Core,44.15415,73.65799,698,Vermont,B,5,60,5,5,4,143,568.5
BAL_05_NC_E,BAL_05,BAL,NY,Core,44.15415,73.65799,698,North_Carolina,E,6,69,5,6,13,105,634.4
BAL_05_NC_D,BAL_05,BAL,NY,Core,44.15415,73.65799,698,North_Carolina,D,3,11,1,3,11,105,634.4
