plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudSet
MAC_03_VT_C,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Vermont,C,5,39,3,5,11,249
MAC_03_VT_B,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Vermont,B,4,28,2,4,14,288
MAC_03_VT_A,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Vermont,A,2,18,2,2,4,288
MAC_03_VT_D,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Vermont,D,2,36,3,2,8,291
MAC_03_MD_D,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Maryland,D,2,46,4,2,4,274
MAC_03_MD_B,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Maryland,B,2,36,3,2,8,261
MAC_03_MD_C,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Maryland,C,5,68,5,5,12,247
MAC_03_MD_E,MAC_03,MAC,NY,Core,44.05165,73.78802,1036,Maryland,E,5,53,4,5,11,242
MAC_04_VT_A,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Vermont,A,2,57,5,2,1,284
MAC_04_VT_C,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Vermont,C,3,49,4,3,7,288
MAC_04_VT_D,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Vermont,D,4,65,5,4,9,298
MAC_04_VT_B,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Vermont,B,4,24,2,4,10,274
MAC_04_MD_B,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Maryland,B,4,6,1,4,6,204
MAC_04_MD_C,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Maryland,C,5,56,4,5,14,278
MAC_04_MD_D,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Maryland,D,6,14,1,6,14,274
MAC_04_MD_E,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Maryland,E,3,21,2,3,7,267
MAC_04_NC_E,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,North_Carolina,E,3,35,3,3,7,252
MAC_04_VT_E,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Vermont,E,5,56,4,5,14,291
MAC_04_NC_A,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,North_Carolina,A,4,65,5,4,9,266
MAC_04_MD_A,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,Maryland,A,4,52,4,4,10,260
MAC_04_NC_D,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,North_Carolina,D,4,52,4,4,10,210
MAC_04_NC_B,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,North_Carolina,B,5,42,3,5,14,266
MAC_04_NC_C,MAC_04,MAC,NY,Core,44.05131,73.78914,1014,North_Carolina,C,6,14,1,6,14,197
MAC_05_MD_E,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Maryland,E,3,60,5,3,4,267
MAC_05_NC_A,MAC_05,MAC,NY,Core,44.05025,73.78994,969,North_Carolina,A,6,25,2,6,11,203
MAC_05_NC_D,MAC_05,MAC,NY,Core,44.05025,73.78994,969,North_Carolina,D,5,24,2,5,10,213
MAC_05_NC_B,MAC_05,MAC,NY,Core,44.05025,73.78994,969,North_Carolina,B,5,65,5,5,9,290
MAC_05_NC_C,MAC_05,MAC,NY,Core,44.05025,73.78994,969,North_Carolina,C,4,57,5,4,1,213
MAC_05_VT_A,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Vermont,A,4,14,1,4,14,249
MAC_05_VT_C,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Vermont,C,3,60,5,3,4,242
MAC_05_VT_D,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Vermont,D,6,53,4,6,11,249
MAC_05_VT_B,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Vermont,B,5,52,4,5,10,260
MAC_05_MD_A,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Maryland,A,5,38,3,5,10,204
MAC_05_MD_A,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Maryland,A,5,38,3,5,10,218
MAC_05_NC_E,MAC_05,MAC,NY,Core,44.05025,73.78994,969,North_Carolina,E,3,60,5,3,4,260
MAC_05_VT_E,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Vermont,E,3,6,1,3,6,291
MAC_05_MD_C,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Maryland,C,5,65,5,5,9,259
MAC_05_MD_D,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Maryland,D,4,57,5,4,1,277
MAC_05_MD_B,MAC_05,MAC,NY,Core,44.05025,73.78994,969,Maryland,B,6,53,4,6,11,268
MMF_13_VT_A,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Vermont,A,5,23,2,5,9,288
MMF_13_VT_B,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Vermont,B,2,5,1,2,5,294
MMF_13_VT_C,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Vermont,C,5,6,1,5,6,253
MMF_13_VT_D,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Vermont,D,4,39,3,4,11,284
MMF_13_VT_E,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Vermont,E,2,11,1,2,11,291
MMF_13_MD_A,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Maryland,A,6,66,5,6,10,252
MMF_13_MD_E,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Maryland,E,5,6,1,5,6,255
MMF_13_MD_C,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Maryland,C,6,60,5,6,4,226
MMF_13_MD_B,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Maryland,B,4,39,3,4,11,261
MMF_13_MD_D,MMF_13,MMF,VT,Core,44.51382,72.79353,737,Maryland,D,5,51,4,5,9,274
MMF_13_NC_E,MMF_13,MMF,VT,Core,44.51382,72.79353,737,North_Carolina,E,5,6,1,5,6,262
MMF_13_NC_B,MMF_13,MMF,VT,Core,44.51382,72.79353,737,North_Carolina,B,6,60,5,6,4,290
MMF_13_NC_A,MMF_13,MMF,VT,Core,44.51382,72.79353,737,North_Carolina,A,4,39,3,4,11,254
MMF_24_VT_D,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Vermont,D,2,20,2,2,6,253
MMF_24_VT_E,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Vermont,E,2,12,1,2,12,199
MMF_24_VT_C,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Vermont,C,4,45,4,4,3,298
MMF_24_NC_B,MMF_24,MMF,VT,Core,44.51411,72.79349,737,North_Carolina,B,6,59,5,6,3,259
MMF_24_NC_A,MMF_24,MMF,VT,Core,44.51411,72.79349,737,North_Carolina,A,2,48,4,2,6,259
MMF_24_NC_E,MMF_24,MMF,VT,Core,44.51411,72.79349,737,North_Carolina,E,4,31,3,4,3,206
MMF_24_MD_A,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Maryland,A,6,10,1,6,10,204
MMF_24_MD_B,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Maryland,B,2,20,2,2,6,218
MMF_24_MD_C,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Maryland,C,6,59,5,6,3,274
MMF_24_MD_D,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Maryland,D,2,13,1,2,13,274
MMF_24_MD_E,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Maryland,E,4,17,2,4,3,267
MMF_24_NC_C,MMF_24,MMF,VT,Core,44.51411,72.79349,737,North_Carolina,C,2,13,1,2,13,276
MMF_24_NC_D,MMF_24,MMF,VT,Core,44.51411,72.79349,737,North_Carolina,D,6,10,1,6,10,206
MMF_24_VT_B,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Vermont,B,2,61,5,2,5,213
MMF_24_VT_A,MMF_24,MMF,VT,Core,44.51411,72.79349,737,Vermont,A,6,58,5,6,2,284
MPG_01_MD_A,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Maryland,A,3,42,3,3,14,203
MPG_01_MD_B,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Maryland,B,3,54,4,3,12,242
MPG_01_MD_C,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Maryland,C,3,5,1,3,5,247
MPG_01_NC_C,MPG_01,MPG,VT,Core,44.72913,72.03024,826,North_Carolina,C,5,62,5,5,6,290
MPG_01_MD_D,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Maryland,D,5,62,5,5,6,274
MPG_01_MD_E,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Maryland,E,3,32,3,3,4,267
MPG_01_VT_E,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Vermont,E,5,66,5,5,10,288
MPG_01_VT_A,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Vermont,A,3,9,1,3,9,294
MPG_01_VT_B,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Vermont,B,3,56,4,3,14,294
MPG_01_VT_D,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Vermont,D,3,54,4,3,12,298
MPG_01_VT_C,MPG_01,MPG,VT,Core,44.72913,72.03024,826,Vermont,C,3,18,2,3,4,196
MPG_01_NC_E,MPG_01,MPG,VT,Core,44.72913,72.03024,826,North_Carolina,E,3,46,4,3,4,210
MPG_01_NC_D,MPG_01,MPG,VT,Core,44.72913,72.03024,826,North_Carolina,D,3,28,2,3,14,199
MPG_01_NC_A,MPG_01,MPG,VT,Core,44.72913,72.03024,826,North_Carolina,A,3,26,2,3,12,210
MPG_01_NC_B,MPG_01,MPG,VT,Core,44.72913,72.03024,826,North_Carolina,B,3,5,1,3,5,280
MPG_02_VT_A,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Vermont,A,3,51,4,3,9,204
MPG_02_VT_B,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Vermont,B,6,4,1,6,4,294
MPG_02_VT_C,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Vermont,C,4,5,1,4,5,218
MPG_02_VT_D,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Vermont,D,2,50,4,2,8,225
MPG_02_MD_E,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Maryland,E,4,5,1,4,5,255
MPG_02_NC_E,MPG_02,MPG,VT,Core,44.7312,72.03259,820,North_Carolina,E,4,5,1,4,5,199
MPG_02_NC_D,MPG_02,MPG,VT,Core,44.7312,72.03259,820,North_Carolina,D,2,67,5,2,11,217
MPG_02_NC_B,MPG_02,MPG,VT,Core,44.7312,72.03259,820,North_Carolina,B,4,41,3,4,13,206
MPG_02_NC_A,MPG_02,MPG,VT,Core,44.7312,72.03259,820,North_Carolina,A,2,22,2,2,8,203
MPG_02_VT_E,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Vermont,E,4,55,4,4,13,277
MPG_02_MD_A,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Maryland,A,2,67,5,2,11,203
MPG_02_MD_B,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Maryland,B,2,50,4,2,8,234
MPG_02_MD_C,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Maryland,C,4,55,4,4,13,210
MPG_02_NC_C,MPG_02,MPG,VT,Core,44.7312,72.03259,820,North_Carolina,C,3,51,4,3,9,227
MPG_02_MD_D,MPG_02,MPG,VT,Core,44.7312,72.03259,820,Maryland,D,3,37,3,3,9,224
MPG_03_MD_A,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Maryland,A,2,55,4,2,13,242
MPG_03_MD_B,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Maryland,B,5,29,3,5,1,282
MPG_03_MD_C,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Maryland,C,4,60,5,4,4,259
MPG_03_VT_B,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Vermont,B,2,27,2,2,13,284
MPG_03_VT_C,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Vermont,C,3,24,2,3,10,291
MPG_03_VT_D,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Vermont,D,5,29,3,5,1,291
MPG_03_VT_A,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Vermont,A,2,45,4,2,3,213
MPG_03_MD_D,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Maryland,D,2,31,3,2,3,274
MPG_03_MD_E,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Maryland,E,3,38,3,3,10,267
MPG_03_NC_E,MPG_03,MPG,VT,Core,44.73103,72.03169,830,North_Carolina,E,3,52,4,3,10,213
MPG_03_NC_C,MPG_03,MPG,VT,Core,44.73103,72.03169,830,North_Carolina,C,2,45,4,2,3,210
MPG_03_NC_B,MPG_03,MPG,VT,Core,44.73103,72.03169,830,North_Carolina,B,4,60,5,4,4,252
MPG_03_VT_E,MPG_03,MPG,VT,Core,44.73103,72.03169,830,Vermont,E,4,11,1,4,11,270
MPG_04_MD_D,MPG_04,MPG,VT,Core,44.72968,72.02951,820,Maryland,D,5,24,2,5,10,256
MPG_04_MD_E,MPG_04,MPG,VT,Core,44.72968,72.02951,820,Maryland,E,4,62,5,4,6,260
MPG_04_NC_A,MPG_04,MPG,VT,Core,44.72968,72.02951,820,North_Carolina,A,2,44,4,2,2,220
MPG_04_VT_C,MPG_04,MPG,VT,Core,44.72968,72.02951,820,Vermont,C,4,62,5,4,6,249
MPG_04_VT_A,MPG_04,MPG,VT,Core,44.72968,72.02951,820,Vermont,A,5,38,3,5,10,263
MPG_04_NC_D,MPG_04,MPG,VT,Core,44.72968,72.02951,820,North_Carolina,D,3,3,1,3,3,199
MPG_04_NC_E,MPG_04,MPG,VT,Core,44.72968,72.02951,820,North_Carolina,E,4,62,5,4,6,203
MPG_05_VT_C,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Vermont,C,4,26,2,4,12,294
MPG_05_VT_D,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Vermont,D,6,37,3,6,9,291
MPG_05_VT_E,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Vermont,E,5,3,1,5,3,253
MPG_05_VT_E,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Vermont,E,5,3,1,5,3,302
MPG_05_MD_A,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Maryland,A,2,58,5,2,2,267
MPG_05_VT_A,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Vermont,A,2,51,4,2,9,294
MPG_05_VT_B,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Vermont,B,6,13,1,6,13,246
MPG_05_MD_A,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Maryland,A,2,58,5,2,2,267
MPG_05_MD_E,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Maryland,E,4,40,3,4,12,238
MPG_05_MD_D,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Maryland,D,2,37,3,2,9,274
MPG_05_MD_C,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Maryland,C,3,68,5,3,12,274
MPG_05_MD_B,MPG_05,MPG,VT,Core,44.72948,72.02926,824,Maryland,B,6,37,3,6,9,261
MPG_05_NC_D,MPG_05,MPG,VT,Core,44.72948,72.02926,824,North_Carolina,D,2,58,5,2,2,217
MPG_05_NC_B,MPG_05,MPG,VT,Core,44.72948,72.02926,824,North_Carolina,B,3,68,5,3,12,252
MPG_05_NC_E,MPG_05,MPG,VT,Core,44.72948,72.02926,824,North_Carolina,E,4,54,4,4,12,199
MPG_06_VT_A,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Vermont,A,5,35,3,5,7,281
MPG_06_MD_A,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Maryland,A,6,41,3,6,13,231
MPG_06_MD_B,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Maryland,B,6,7,1,6,7,261
MPG_06_MD_C,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Maryland,C,4,67,5,4,11,226
MPG_06_MD_D,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Maryland,D,5,21,2,5,7,256
MPG_06_MD_E,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Maryland,E,3,9,1,3,9,267
MPG_06_NC_A,MPG_06,MPG,VT,Core,44.72881,72.0307,822,North_Carolina,A,2,64,5,2,8,288
MPG_06_NC_E,MPG_06,MPG,VT,Core,44.72881,72.0307,822,North_Carolina,E,3,9,1,3,9,217
MPG_06_NC_D,MPG_06,MPG,VT,Core,44.72881,72.0307,822,North_Carolina,D,6,27,2,6,13,210
MPG_06_NC_C,MPG_06,MPG,VT,Core,44.72881,72.0307,822,North_Carolina,C,5,21,2,5,7,197
MPG_06_NC_B,MPG_06,MPG,VT,Core,44.72881,72.0307,822,North_Carolina,B,4,67,5,4,11,206
MPG_06_VT_B,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Vermont,B,6,55,4,6,13,246
MPG_06_VT_C,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Vermont,C,3,9,1,3,9,256
MPG_06_VT_E,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Vermont,E,4,4,1,4,4,291
MPG_06_VT_D,MPG_06,MPG,VT,Core,44.72881,72.0307,822,Vermont,D,2,64,5,2,8,291
MRC_02_VT_A,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Vermont,A,4,3,1,4,3,298
MRC_02_MD_A,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Maryland,A,2,40,3,2,12,242
MRC_02_MD_B,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Maryland,B,2,8,1,2,8,265
MRC_02_MD_C,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Maryland,C,2,34,3,2,6,259
MRC_02_MD_D,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Maryland,D,4,68,5,4,12,274
MRC_02_MD_E,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Maryland,E,5,49,4,5,7,267
MRC_02_NC_C,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,North_Carolina,C,4,68,5,4,12,273
MRC_02_NC_E,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,North_Carolina,E,5,21,2,5,7,210
MRC_02_VT_C,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Vermont,C,5,35,3,5,7,294
MRC_02_VT_D,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Vermont,D,6,63,5,6,7,256
MRC_02_VT_E,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Vermont,E,2,20,2,2,6,291
MRC_02_VT_B,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,Vermont,B,2,54,4,2,12,253
MRC_02_NC_A,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,North_Carolina,A,6,63,5,6,7,273
MRC_02_NC_B,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,North_Carolina,B,2,48,4,2,6,276
MRC_02_NC_D,MRC_02,MRC,VA,Edge,36.672274,81.506,1600,North_Carolina,D,2,26,2,2,12,283
MRC_07_VT_B,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Vermont,B,2,58,5,2,2,291
MRC_07_VT_C,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Vermont,C,5,62,5,5,6,263
MRC_07_VT_D,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Vermont,D,3,26,2,3,12,249
MRC_07_VT_E,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Vermont,E,2,60,5,2,4,288
MRC_07_NC_C,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,North_Carolina,C,3,58,5,3,2,206
MRC_07_NC_E,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,North_Carolina,E,5,62,5,5,6,273
MRC_07_NC_B,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,North_Carolina,B,6,11,1,6,11,241
MRC_07_NC_A,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,North_Carolina,A,3,54,4,3,12,259
MRC_07_VT_A,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Vermont,A,5,13,1,5,13,294
MRC_07_MD_C,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Maryland,C,6,11,1,6,11,263
MRC_07_MD_A,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Maryland,A,6,13,1,6,13,260
MRC_07_MD_E,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Maryland,E,5,62,5,5,6,267
MRC_07_MD_D,MRC_07,MRC,VA,Edge,36.6625,81.516944,1569,Maryland,D,3,58,5,3,2,204
MRC_08_VT_A,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Vermont,A,2,16,2,2,2,294
MRC_08_MD_B,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Maryland,B,5,43,4,5,1,261
MRC_08_MD_C,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Maryland,C,5,37,3,5,9,268
MRC_08_MD_D,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Maryland,D,2,44,4,2,2,274
MRC_08_MD_E,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Maryland,E,4,58,5,4,2,267
MRC_08_VT_B,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Vermont,B,5,46,4,5,4,260
MRC_08_VT_C,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Vermont,C,4,58,5,4,2,298
MRC_08_VT_E,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Vermont,E,5,23,2,5,9,263
MRC_08_VT_D,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Vermont,D,5,43,4,5,1,288
MRC_08_NC_A,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,North_Carolina,A,5,15,2,5,1,254
MRC_08_NC_E,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,North_Carolina,E,4,58,5,4,2,269
MRC_08_NC_B,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,North_Carolina,B,5,51,4,5,9,269
MRC_08_MD_A,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,Maryland,A,5,32,3,5,4,242
MRC_08_NC_D,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,North_Carolina,D,5,18,2,5,4,269
MRC_08_NC_C,MRC_08,MRC,VA,Edge,36.6625,81.516111,1554,North_Carolina,C,2,30,3,2,2,273
MRC_16_MD_A,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Maryland,A,5,52,4,5,10,260
MRC_16_VT_A,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Vermont,A,4,65,5,4,9,246
MRC_16_MD_B,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Maryland,B,4,11,1,4,11,265
MRC_16_MD_C,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Maryland,C,4,25,2,4,11,282
MRC_16_MD_D,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Maryland,D,4,6,1,4,6,274
MRC_16_MD_E,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Maryland,E,3,68,5,3,12,267
MRC_16_VT_D,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Vermont,D,4,60,5,4,4,294
MRC_16_VT_E,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Vermont,E,4,39,3,4,11,291
MRC_16_VT_B,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Vermont,B,5,24,2,5,10,267
MRC_16_VT_C,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,Vermont,C,3,68,5,3,12,298
MRC_16_NC_B,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,North_Carolina,B,4,25,2,4,11,259
MRC_16_NC_A,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,North_Carolina,A,4,60,5,4,4,266
MRC_16_NC_E,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,North_Carolina,E,3,68,5,3,12,283
MRC_16_NC_C,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,North_Carolina,C,4,6,1,4,6,252
MRC_16_NC_D,MRC_16,MRC,VA,Edge,36.65629,81.54009,1616,North_Carolina,D,5,52,4,5,10,288
MRC_18_VT_E,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Vermont,E,6,60,5,6,4,298
MRC_18_VT_B,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Vermont,B,5,49,4,5,7,284
MRC_18_VT_D,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Vermont,D,6,57,5,6,1,291
MRC_18_VT_C,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Vermont,C,2,37,3,2,9,294
MRC_18_NC_B,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,North_Carolina,B,2,11,1,2,11,266
MRC_18_NC_C,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,North_Carolina,C,5,39,3,5,11,252
MRC_18_MD_A,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Maryland,A,5,35,3,5,7,220
MRC_18_NC_E,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,North_Carolina,E,2,23,2,2,9,273
MRC_18_NC_A,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,North_Carolina,A,6,57,5,6,1,276
MRC_18_NC_D,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,North_Carolina,D,5,21,2,5,7,269
MRC_18_VT_A,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Vermont,A,5,25,2,5,11,294
MRC_18_MD_E,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Maryland,E,2,51,4,2,9,242
MRC_18_MD_B,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Maryland,B,2,14,1,2,14,242
MRC_18_MD_C,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Maryland,C,2,11,1,2,11,274
MRC_18_MD_D,MRC_18,MRC,VA,Edge,36.65793,81.53847,1645,Maryland,D,5,53,4,5,11,274
MSK_01_VT_A,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,A,3,23,2,3,9,234
MSK_01_MD_A,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Maryland,A,5,15,2,5,1,260
MSK_01_MD_B,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Maryland,B,4,34,3,4,6,206
MSK_01_MD_C,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Maryland,C,3,47,4,3,5,204
MSK_01_MD_D,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Maryland,D,3,51,4,3,9,274
MSK_01_NC_A,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,North_Carolina,A,4,34,3,4,6,210
MSK_01_VT_B,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,B,5,29,3,5,1,204
MSK_01_VT_D,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,D,4,34,3,4,6,196
MSK_01_VT_E,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,E,3,47,4,3,5,234
MSK_01_VT_C,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,C,4,25,2,4,11,204
MSK_01_MD_E,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Maryland,E,4,39,3,4,11,238
MSK_01_NC_C,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,North_Carolina,C,3,37,3,3,9,197
MSK_01_NC_D,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,North_Carolina,D,5,29,3,5,1,220
MSK_01_NC_E,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,North_Carolina,E,4,53,4,4,11,266
