"","Family","Population","Region","Latitude","Longitude","Elevation","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","BudBreak_cGDD","BudBreak_DOY","BudSet_2019","BudSet_2020","Growth_2019","Growth_2020"
"230","NOR_01","NOR","Core",42.21991,74.04099,919,0.36711596956751,-0.173596125284606,1.26702112678054,1.12963163594056,0.00295755479204071,0.114753469203057,0.0409345796913276,0.119601587277653,-0.0950222356731774,-0.00548448673446483,-0.0150170987475291,28.8013293487614,8.25121980449354,4.47261765277647,4.95779054389308,0.142190786319262,0.960598680160434
"231","NOR_02","NOR","Core",42.22041,74.04166,923,0.372906895000274,-0.149582154858274,1.25946742745738,1.13359518239617,-0.00652290535546177,0.11903672436846,0.0557098364006199,0.119607688482687,-0.108389760842931,0.00141191766219158,0.0125041885504408,23.5933815863225,8.78197380830434,3.80972148877709,6.42627176955228,0.0973607382015754,1.24832727431722
"232","NOR_03","NOR","Core",42.22059,74.04261,935,0.398701865757875,-0.0915143988976342,1.2536792759718,1.13496667376049,-0.00623376324085861,0.141189889940885,0.0712049260268998,0.0964059900020788,-0.0833919467468545,0.0153089909070111,-0.00446859842506392,24.4857317501806,8.65932180880332,2.51626628792986,6.0456227500023,0.145820889695,1.12404898265436
"233","NOR_04","NOR","Core",42.21969,74.04345,937,0.371945457511728,-0.0792795484985082,1.2350113477226,1.13703408001538,0.0369479881389131,0.110568773002333,0.0545523048672923,0.0544199378683873,-0.0789722197853126,0.025978337453882,-0.000960870494349928,31.4172465714927,7.87612800291004,2.73362664476946,5.42776736446795,0.21753205550351,0.879463197598654
"234","NOR_05","NOR","Core",42.21886,74.04497,961,0.402643610433999,0.0334708732313773,1.2151077261256,1.13006127843257,0.0267354208117376,0.0659419109907847,0.103780389330642,-0.00909742307064754,-0.0657676397399909,0.0546942880731769,-0.00723847813307832,28.2255118012751,8.16991602823981,3.25853070630391,6.40743875947982,0.06174101807243,0.922950814015401
"235","NOR_06","NOR","Core",42.21925,74.04668,962,0.397595023931284,0.0641738417500478,1.21158266013933,1.12767464111643,0.0673315697137346,0.0234594037388655,0.0957968366215897,-0.0148906257579283,-0.0717533314258571,0.0610305035664567,-0.00267811625189179,23.1748989235141,8.77380900429804,3.71898415337789,6.0351846444606,0.0707577389147345,1.2336888355642
"236","OCT_01","OCT","Core",42.36216,73.15527,582,-0.0459535917956513,-0.667399405452744,0.643496749462651,0.169856331630327,-0.356059194742092,-0.231490435527438,-0.0303405905927776,-0.154268074607907,-0.129957793146086,0.144705946306141,0.0863213290027582,23.9775977789757,8.69805883955449,3.23567234870774,6.2359881956671,0.0014728726470267,0.825986639710884
"237","OCT_02","OCT","Core",42.36126,73.15881,576,-0.0578694679993066,-0.678461720365598,0.639395286709943,0.172150034583997,-0.345368807682262,-0.221972366179381,-0.043814655465407,-0.159087186346491,-0.124462379195757,0.143952831351837,0.0835524712355516,18.5109451910372,9.36400920078786,2.45085116904439,5.72208238292285,0.00340218194526243,0.96833240576133
"238","OCT_03","OCT","Core",42.35426,73.17902,571,-0.122983513376994,-0.805483920542185,0.635534655528795,0.181803055850677,-0.321384353953529,-0.231546183791037,-0.0796806691946308,-0.18875831596935,-0.107971866768674,0.122443287195414,0.0789945521666479,25.9315669239604,8.43863517214902,2.29339530004961,5.42147889267297,0.0972319657208502,0.556757846584916
"239","OCT_04","OCT","Core",42.34901,73.19077,549,-0.259431142796867,-0.969258676526863,0.602129161928717,0.191358494010787,-0.315375766943057,-0.229015212464505,-0.111896637519354,-0.274300007167267,-0.0706879362074656,0.0829121473395739,0.0566061628849963,26.1790084792658,8.40978820537144,2.47813474541551,6.5683971017354,0.199358053555568,0.825875283542048
"240","OCT_06","OCT","Core",42.361,73.15971,586,-0.0371401500412448,-0.659970489318279,0.640052111470288,0.161810270257097,-0.355575707455742,-0.227633656958979,-0.0373196885284762,-0.168332835194462,-0.128947889749299,0.155333074376569,0.0919994885914987,22.3669978423796,8.9633896808714,3.63884986447302,5.65519979513077,0.0294198191745544,0.825001812330508
"241","OCT_08","OCT","Core",42.36194,73.15504,592,-0.0259223044290521,-0.626811108150606,0.645369084842946,0.177852439272627,-0.336073426117908,-0.201740906105612,-0.0152327402003556,-0.168633726874591,-0.10981987127435,0.150064954975881,0.0648913592669726,29.1141118837394,8.13807115829131,2.85700350706075,6.148268690446,0.0766918175969274,0.252966408217711
"242","OKE_01","OKE","Core",43.41356,72.74883,812,2.64994642136654,-0.27087841164066,-0.831478665523437,-0.11852210993454,-0.300206509522976,0.545944962634691,0.41152705078785,0.13975081714411,-0.0460497723546962,0.0838848564997173,0.0016579020342827,32.0835161286062,7.72057311543684,2.7926054687214,5.58991602584292,0.177755787142404,1.25952892912286
"243","OKE_02","OKE","Core",43.41016,72.75069,910,2.88015601895186,0.19183379936407,-0.593821910392811,-0.111000887209369,-0.314577247249955,0.66720981370387,0.427268760851814,0.0220066929978361,-0.0350404495441302,-0.013803200713167,0.0274577217271959,27.0438099216815,8.43670869634111,4.06129183594914,6.06288770220779,0.00162408828248195,1.05751694314562
"244","OKE_03","OKE","Core",43.409,72.74791,935,2.89496120078996,0.354048021134723,-0.33001554452336,-0.0470580526559983,-0.309212374168794,0.728508656587693,0.367150202674025,-0.0491438519674279,-0.00791537701127468,-0.0760561643841187,0.0368698308298886,24.5269271239509,8.66978990671786,2.77284221127852,5.88850907290035,0.00141179536737079,0.792744457319593
