"","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","initial_ht","Height_Fall2019","Growth"
"2072","HUN_01_VT_C","HUN_01","HUN","NY","Core",42.17801,74.22929,1221,"VT_C","Vermont","C",4,38,3,4,10,19,29,10
"2073","HUN_01_VT_E","HUN_01","HUN","NY","Core",42.17801,74.22929,1221,"VT_E","Vermont","E",5,4,1,5,4,11.5,19.5,8
"2074","HUN_02_MD_A","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"MD_A","Maryland","A",2,42,3,2,14,23,33,10
"2075","HUN_02_MD_B","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"MD_B","Maryland","B",6,25,2,6,9,13,23.5,10.5
"2076","HUN_02_MD_C","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"MD_C","Maryland","C",4,52,4,4,10,12.5,22.5,10
"2077","HUN_02_MD_D","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"MD_D","Maryland","D",3,40,3,3,12,22,30,8
"2078","HUN_02_MD_E","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"MD_E","Maryland","E",6,50,4,6,8,17,18,1
"2079","HUN_02_NC_A","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"NC_A","North_Carolina","A",6,51,4,6,9,10,22,12
"2080","HUN_02_NC_B","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"NC_B","North_Carolina","B",4,38,3,4,10,27,41.5,14.5
"2081","HUN_02_NC_C","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"NC_C","North_Carolina","C",3,54,4,3,12,17.5,27,9.5
"2082","HUN_02_NC_D","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"NC_D","North_Carolina","D",2,28,2,2,14,15.5,30,14.5
"2083","HUN_02_VT_A","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"VT_A","Vermont","A",3,54,4,3,12,22,24,2
"2084","HUN_02_VT_B","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"VT_B","Vermont","B",2,57,4,2,14,16.5,18,1.5
"2085","HUN_02_VT_C","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"VT_C","Vermont","C",6,36,3,6,8,11.5,31,19.5
"2086","HUN_02_VT_D","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"VT_D","Vermont","D",6,23,2,6,9,15,24,9
"2087","HUN_02_VT_E","HUN_02","HUN","NY","Core",42.17772,74.2286,1198,"VT_E","Vermont","E",4,52,4,4,10,26,40,14
"2088","HUN_03_MD_A","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"MD_A","Maryland","A",2,30,3,2,2,18,34,16
"2089","HUN_03_MD_B","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"MD_B","Maryland","B",6,52,4,6,8,14.5,31.5,17
"2090","HUN_03_MD_C","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"MD_C","Maryland","C",4,26,2,4,12,18,37,19
"2091","HUN_03_MD_D","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"MD_D","Maryland","D",4,20,2,4,6,9,18.5,9.5
"2092","HUN_03_NC_A","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"NC_A","North_Carolina","A",6,22,2,6,8,4.5,11,6.5
"2093","HUN_03_NC_B","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"NC_B","North_Carolina","B",4,26,2,4,12,6,15,9
"2094","HUN_03_NC_D","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"NC_D","North_Carolina","D",2,16,2,2,2,8,12,4
"2095","HUN_03_VT_A","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"VT_A","Vermont","A",4,34,3,4,6,16,21,5
"2096","HUN_03_VT_B","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"VT_B","Vermont","B",2,45,4,2,2,13,20,7
"2097","HUN_03_VT_D","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"VT_D","Vermont","D",6,50,4,6,8,16,40,24
"2098","HUN_03_VT_E","HUN_03","HUN","NY","Core",42.17778,74.23087,1219,"VT_E","Vermont","E",4,40,3,4,12,10,22,12
"2099","HUN_04_MD_A","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"MD_A","Maryland","A",4,7,1,4,7,13,19,6
"2100","HUN_04_MD_B","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"MD_B","Maryland","B",5,34,3,5,4,10,18.5,8.5
"2101","HUN_04_MD_C","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"MD_C","Maryland","C",3,34,3,3,6,8,17.5,9.5
"2102","HUN_04_MD_D","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"MD_D","Maryland","D",4,62,5,4,6,19.5,24,4.5
"2103","HUN_04_MD_E","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"MD_E","Maryland","E",4,23,2,4,9,12,34,22
"2104","HUN_04_NC_A","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"NC_A","North_Carolina","A",5,32,3,5,4,9.5,12,2.5
"2105","HUN_04_NC_B","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"NC_B","North_Carolina","B",3,48,4,3,6,5.5,12.5,7
"2106","HUN_04_NC_C","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"NC_C","North_Carolina","C",4,62,5,4,6,17.5,33.5,16
"2107","HUN_04_NC_D","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"NC_D","North_Carolina","D",4,7,1,4,7,8.5,13,4.5
"2108","HUN_04_NC_E","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"NC_E","North_Carolina","E",4,37,3,4,9,10.5,16.5,6
"2109","HUN_04_VT_A","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"VT_A","Vermont","A",4,9,1,4,9,7.5,18,10.5
"2110","HUN_04_VT_B","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"VT_B","Vermont","B",4,65,5,4,8,5.5,9,3.5
"2111","HUN_04_VT_C","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"VT_C","Vermont","C",4,51,4,4,9,4.5,17,12.5
"2112","HUN_04_VT_D","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"VT_D","Vermont","D",5,32,3,5,4,11,8,-3
"2113","HUN_04_VT_E","HUN_04","HUN","NY","Core",42.17897,74.2295,1203,"VT_E","Vermont","E",3,20,2,3,6,12.5,29.5,17
"2114","HUN_05_MD_A","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"MD_A","Maryland","A",2,53,4,2,11,23.5,30.5,7
"2115","HUN_05_MD_B","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"MD_B","Maryland","B",3,61,5,3,3,9,13.5,4.5
"2116","HUN_05_MD_C","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"MD_C","Maryland","C",2,29,3,2,1,21,28,7
"2117","HUN_05_MD_D","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"MD_D","Maryland","D",3,22,2,3,8,14.5,28.5,14
"2118","HUN_05_MD_E","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"MD_E","Maryland","E",4,46,4,4,4,6.5,14,7.5
"2119","HUN_05_NC_A","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"NC_A","North_Carolina","A",5,12,1,5,12,15.5,24.5,9
"2120","HUN_05_NC_B","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"NC_B","North_Carolina","B",2,43,4,2,1,15,21,6
"2121","HUN_05_NC_C","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"NC_C","North_Carolina","C",3,22,2,3,8,10,22.5,12.5
"2122","HUN_05_NC_D","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"NC_D","North_Carolina","D",2,53,4,2,11,20.5,24.5,4
"2123","HUN_05_VT_A","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"VT_A","Vermont","A",3,36,3,3,8,24,26.5,2.5
"2124","HUN_05_VT_B","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"VT_B","Vermont","B",2,26,2,2,11,15,16.5,1.5
"2125","HUN_05_VT_C","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"VT_C","Vermont","C",4,32,3,4,4,8,21,13
"2126","HUN_05_VT_D","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"VT_D","Vermont","D",5,12,1,5,12,10.5,21,10.5
"2127","HUN_05_VT_E","HUN_05","HUN","NY","Core",42.17995,74.22938,1189,"VT_E","Vermont","E",2,15,2,2,1,20.5,26,5.5
"2128","HUN_06_MD_A","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"MD_A","Maryland","A",6,42,3,6,14,14.5,25.5,11
"2129","HUN_06_MD_B","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"MD_B","Maryland","B",6,64,5,6,6,10,26,16
"2130","HUN_06_MD_C","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"MD_C","Maryland","C",2,39,3,2,11,14.5,43,28.5
"2131","HUN_06_MD_D","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"MD_D","Maryland","D",6,29,3,6,1,14,38.5,24.5
"2132","HUN_06_MD_E","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"MD_E","Maryland","E",2,12,1,2,12,12,22,10
"2133","HUN_06_NC_A","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"NC_A","North_Carolina","A",2,9,1,2,9,14,31,17
"2134","HUN_06_NC_B","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"NC_B","North_Carolina","B",2,53,4,2,11,13,28.5,15.5
"2135","HUN_06_NC_C","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"NC_C","North_Carolina","C",6,43,4,6,1,20.5,33,12.5
"2136","HUN_06_NC_D","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"NC_D","North_Carolina","D",6,28,2,6,14,8,21.5,13.5
"2137","HUN_06_VT_A","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"VT_A","Vermont","A",6,43,4,6,1,8,17.5,9.5
"2138","HUN_06_VT_B","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"VT_B","Vermont","B",6,58,4,6,14,6,26,20
"2139","HUN_06_VT_C","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"VT_C","Vermont","C",2,12,1,2,12,14,27,13
"2140","HUN_06_VT_D","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"VT_D","Vermont","D",2,9,1,2,9,11,17.5,6.5
"2141","HUN_06_VT_E","HUN_06","HUN","NY","Core",42.19198,74.23504,1029,"VT_E","Vermont","E",2,25,2,2,11,13.5,35,21.5
"2142","HUN_07_MD_A","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"MD_A","Maryland","A",2,9,1,2,9,12.5,25.5,13
"2143","HUN_07_MD_B","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"MD_B","Maryland","B",2,58,5,2,1,12.5,17,4.5
"2144","HUN_07_MD_C","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"MD_C","Maryland","C",3,54,4,3,12,13.5,22.5,9
"2145","HUN_07_MD_D","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"MD_D","Maryland","D",4,30,3,4,2,13,23.5,10.5
"2146","HUN_07_MD_E","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"MD_E","Maryland","E",5,16,2,5,2,8,21,13
"2147","HUN_07_NC_A","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"NC_A","North_Carolina","A",6,14,1,6,14,15,30.5,15.5
"2148","HUN_07_NC_B","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"NC_B","North_Carolina","B",3,40,3,3,12,17,32,15
"2149","HUN_07_NC_C","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"NC_C","North_Carolina","C",4,44,4,4,2,10,14,4
"2150","HUN_07_NC_D","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"NC_D","North_Carolina","D",2,9,1,2,9,8.5,17,8.5
"2151","HUN_07_VT_A","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"VT_A","Vermont","A",4,44,4,4,2,9,18,9
"2152","HUN_07_VT_B","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"VT_B","Vermont","B",6,64,5,6,6,13,34,21
"2153","HUN_07_VT_C","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"VT_C","Vermont","C",5,44,4,5,2,5.5,20,14.5
"2154","HUN_07_VT_D","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"VT_D","Vermont","D",6,14,1,6,14,9.5,25,15.5
"2155","HUN_07_VT_E","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"VT_E","Vermont","E",3,54,4,3,12,7,18,11
"2156","IND_01_MD_A","IND_01","IND","NY","Core",42.16541,74.20158,646,"MD_A","Maryland","A",4,23,2,4,9,10.5,15.5,5
"2157","IND_01_MD_B","IND_01","IND","NY","Core",42.16541,74.20158,646,"MD_B","Maryland","B",4,37,3,4,7,16,28,12
"2158","IND_01_MD_C","IND_01","IND","NY","Core",42.16541,74.20158,646,"MD_C","Maryland","C",6,36,3,6,8,14,29,15
"2159","IND_01_MD_D","IND_01","IND","NY","Core",42.16541,74.20158,646,"MD_D","Maryland","D",4,54,4,4,12,10.5,25,14.5
"2160","IND_01_MD_E","IND_01","IND","NY","Core",42.16541,74.20158,646,"MD_E","Maryland","E",5,56,4,5,14,22,34.5,12.5
"2161","IND_01_NC_A","IND_01","IND","NY","Core",42.16541,74.20158,646,"NC_A","North_Carolina","A",4,35,3,4,7,10,28.5,18.5
"2162","IND_01_NC_B","IND_01","IND","NY","Core",42.16541,74.20158,646,"NC_B","North_Carolina","B",6,50,4,6,8,15,26,11
"2163","IND_01_NC_C","IND_01","IND","NY","Core",42.16541,74.20158,646,"NC_C","North_Carolina","C",4,40,3,4,12,23.5,36,12.5
"2164","IND_01_NC_D","IND_01","IND","NY","Core",42.16541,74.20158,646,"NC_D","North_Carolina","D",4,37,3,4,9,33,42,9
"2165","IND_01_VT_A","IND_01","IND","NY","Core",42.16541,74.20158,646,"VT_A","Vermont","A",4,26,2,4,12,15,24.5,9.5
"2166","IND_01_VT_B","IND_01","IND","NY","Core",42.16541,74.20158,646,"VT_B","Vermont","B",4,39,3,4,9,19,35,16
"2167","IND_01_VT_C","IND_01","IND","NY","Core",42.16541,74.20158,646,"VT_C","Vermont","C",5,42,3,5,14,24,36,12
"2168","IND_01_VT_D","IND_01","IND","NY","Core",42.16541,74.20158,646,"VT_D","Vermont","D",4,35,3,4,7,16,38,22
"2169","IND_01_VT_E","IND_01","IND","NY","Core",42.16541,74.20158,646,"VT_E","Vermont","E",6,22,2,6,8,15,21,6
"2170","IND_02_MD_A","IND_02","IND","NY","Core",42.16542,74.20212,652,"MD_A","Maryland","A",6,25,2,6,11,17,22.5,5.5
"2171","IND_02_MD_B","IND_02","IND","NY","Core",42.16542,74.20212,652,"MD_B","Maryland","B",3,40,3,3,10,10,13.5,3.5
"2172","IND_02_MD_C","IND_02","IND","NY","Core",42.16542,74.20212,652,"MD_C","Maryland","C",2,25,2,2,11,18,23,5
"2173","IND_02_MD_D","IND_02","IND","NY","Core",42.16542,74.20212,652,"MD_D","Maryland","D",2,40,3,2,12,10,19,9
"2174","IND_02_MD_E","IND_02","IND","NY","Core",42.16542,74.20212,652,"MD_E","Maryland","E",5,24,2,5,10,8,21,13
"2175","IND_02_NC_A","IND_02","IND","NY","Core",42.16542,74.20212,652,"NC_A","North_Carolina","A",3,38,3,3,10,7,14,7
"2176","IND_02_NC_B","IND_02","IND","NY","Core",42.16542,74.20212,652,"NC_B","North_Carolina","B",2,25,2,2,11,20.5,32,11.5
"2177","IND_02_NC_C","IND_02","IND","NY","Core",42.16542,74.20212,652,"NC_C","North_Carolina","C",2,54,4,2,12,12,18.5,6.5
"2178","IND_02_NC_D","IND_02","IND","NY","Core",42.16542,74.20212,652,"NC_D","North_Carolina","D",6,39,3,6,11,10.5,15.5,5
"2179","IND_02_NC_E","IND_02","IND","NY","Core",42.16542,74.20212,652,"NC_E","North_Carolina","E",5,38,3,5,10,4,10,6
"2180","IND_02_VT_A","IND_02","IND","NY","Core",42.16542,74.20212,652,"VT_A","Vermont","A",2,54,4,2,12,25,45.5,20.5
"2181","IND_02_VT_B","IND_02","IND","NY","Core",42.16542,74.20212,652,"VT_B","Vermont","B",6,41,3,6,11,17,18.5,1.5
"2182","IND_02_VT_C","IND_02","IND","NY","Core",42.16542,74.20212,652,"VT_C","Vermont","C",5,52,4,5,10,10,25.5,15.5
"2183","IND_02_VT_D","IND_02","IND","NY","Core",42.16542,74.20212,652,"VT_D","Vermont","D",3,38,3,3,10,16.5,31,14.5
"2184","IND_02_VT_E","IND_02","IND","NY","Core",42.16542,74.20212,652,"VT_E","Vermont","E",2,39,3,2,11,15.5,38.5,23
"2185","IND_03_MD_A","IND_03","IND","NY","Core",42.16714,74.2009,633,"MD_A","Maryland","A",6,34,3,6,6,17.5,17.5,0
"2186","IND_03_MD_B","IND_03","IND","NY","Core",42.16714,74.2009,633,"MD_B","Maryland","B",3,3,1,3,3,19,32,13
"2187","IND_03_MD_C","IND_03","IND","NY","Core",42.16714,74.2009,633,"MD_C","Maryland","C",3,52,4,3,10,18.5,30,11.5
"2188","IND_03_MD_D","IND_03","IND","NY","Core",42.16714,74.2009,633,"MD_D","Maryland","D",6,34,3,6,6,17.5,18.5,1
"2189","IND_03_MD_E","IND_03","IND","NY","Core",42.16714,74.2009,633,"MD_E","Maryland","E",4,64,5,4,8,11,27,16
"2190","IND_03_NC_A","IND_03","IND","NY","Core",42.16714,74.2009,633,"NC_A","North_Carolina","A",5,68,5,5,12,19,32.5,13.5
"2191","IND_03_NC_B","IND_03","IND","NY","Core",42.16714,74.2009,633,"NC_B","North_Carolina","B",3,38,3,3,10,27,39,12
"2192","IND_03_NC_C","IND_03","IND","NY","Core",42.16714,74.2009,633,"NC_C","North_Carolina","C",6,48,4,6,6,25,34,9
"2193","IND_03_NC_D","IND_03","IND","NY","Core",42.16714,74.2009,633,"NC_D","North_Carolina","D",6,20,2,6,6,20,28.5,8.5
"2194","IND_03_NC_E","IND_03","IND","NY","Core",42.16714,74.2009,633,"NC_E","North_Carolina","E",4,64,5,4,8,32,49,17
"2195","IND_03_VT_A","IND_03","IND","NY","Core",42.16714,74.2009,633,"VT_A","Vermont","A",6,48,4,6,6,21.5,32.5,11
"2196","IND_03_VT_B","IND_03","IND","NY","Core",42.16714,74.2009,633,"VT_B","Vermont","B",6,50,4,6,6,16,23,7
"2197","IND_03_VT_C","IND_03","IND","NY","Core",42.16714,74.2009,633,"VT_C","Vermont","C",4,64,5,4,8,21,38,17
"2198","IND_03_VT_D","IND_03","IND","NY","Core",42.16714,74.2009,633,"VT_D","Vermont","D",5,68,5,5,12,14,35,21
"2199","IND_03_VT_E","IND_03","IND","NY","Core",42.16714,74.2009,633,"VT_E","Vermont","E",3,52,4,3,10,34.5,40,5.5
"2200","IND_04_MD_A","IND_04","IND","NY","Core",42.16395,74.20231,641,"MD_A","Maryland","A",4,9,1,4,9,17.5,37.5,20
"2201","IND_04_MD_B","IND_04","IND","NY","Core",42.16395,74.20231,641,"MD_B","Maryland","B",5,39,3,5,9,12.5,30,17.5
"2202","IND_04_MD_C","IND_04","IND","NY","Core",42.16395,74.20231,641,"MD_C","Maryland","C",4,49,4,4,7,7.5,18,10.5
"2203","IND_04_MD_D","IND_04","IND","NY","Core",42.16395,74.20231,641,"MD_D","Maryland","D",4,13,1,4,13,9,17,8
"2204","IND_04_MD_E","IND_04","IND","NY","Core",42.16395,74.20231,641,"MD_E","Maryland","E",4,2,1,4,2,20,38.5,18.5
"2205","IND_04_NC_A","IND_04","IND","NY","Core",42.16395,74.20231,641,"NC_A","North_Carolina","A",5,37,3,5,9,10.5,20,9.5
"2206","IND_04_NC_B","IND_04","IND","NY","Core",42.16395,74.20231,641,"NC_B","North_Carolina","B",4,35,3,4,7,13,28.5,15.5
"2207","IND_04_NC_C","IND_04","IND","NY","Core",42.16395,74.20231,641,"NC_C","North_Carolina","C",4,13,1,4,13,11.5,25.5,14
"2208","IND_04_NC_D","IND_04","IND","NY","Core",42.16395,74.20231,641,"NC_D","North_Carolina","D",4,9,1,4,9,16,22.5,6.5
"2209","IND_04_VT_A","IND_04","IND","NY","Core",42.16395,74.20231,641,"VT_A","Vermont","A",4,58,5,4,2,23.5,28.5,5
"2210","IND_04_VT_B","IND_04","IND","NY","Core",42.16395,74.20231,641,"VT_B","Vermont","B",4,63,5,4,6,7.5,16,8.5
"2211","IND_04_VT_C","IND_04","IND","NY","Core",42.16395,74.20231,641,"VT_C","Vermont","C",4,2,1,4,2,15,26.5,11.5
"2212","IND_04_VT_D","IND_04","IND","NY","Core",42.16395,74.20231,641,"VT_D","Vermont","D",5,37,3,5,9,17.5,28,10.5
"2213","IND_04_VT_E","IND_04","IND","NY","Core",42.16395,74.20231,641,"VT_E","Vermont","E",4,49,4,4,7,13.5,23.5,10
"2214","IND_05_MD_A","IND_05","IND","NY","Core",42.16349,74.20258,636,"MD_A","Maryland","A",4,39,3,4,11,17.5,34,16.5
"2215","IND_05_MD_B","IND_05","IND","NY","Core",42.16349,74.20258,636,"MD_B","Maryland","B",6,58,4,6,14,9.5,31,21.5
"2216","IND_05_MD_C","IND_05","IND","NY","Core",42.16349,74.20258,636,"MD_C","Maryland","C",3,41,3,3,13,10,23.5,13.5
"2217","IND_05_MD_D","IND_05","IND","NY","Core",42.16349,74.20258,636,"MD_D","Maryland","D",5,58,5,5,2,17,16.5,-0.5
"2218","IND_05_MD_E","IND_05","IND","NY","Core",42.16349,74.20258,636,"MD_E","Maryland","E",2,44,4,2,2,8,9.5,1.5
"2219","IND_05_NC_A","IND_05","IND","NY","Core",42.16349,74.20258,636,"NC_A","North_Carolina","A",6,28,2,6,14,15.5,28,12.5
"2220","IND_05_NC_B","IND_05","IND","NY","Core",42.16349,74.20258,636,"NC_B","North_Carolina","B",3,55,4,3,13,10.5,26,15.5
"2221","IND_05_NC_C","IND_05","IND","NY","Core",42.16349,74.20258,636,"NC_C","North_Carolina","C",5,58,5,5,2,9,22.5,13.5
"2222","IND_05_NC_D","IND_05","IND","NY","Core",42.16349,74.20258,636,"NC_D","North_Carolina","D",4,25,2,4,11,8,9,1
"2223","IND_05_VT_A","IND_05","IND","NY","Core",42.16349,74.20258,636,"VT_A","Vermont","A",3,13,1,3,13,18,24,6
"2224","IND_05_VT_B","IND_05","IND","NY","Core",42.16349,74.20258,636,"VT_B","Vermont","B",4,55,4,4,11,7,14,7
"2225","IND_05_VT_C","IND_05","IND","NY","Core",42.16349,74.20258,636,"VT_C","Vermont","C",2,30,3,2,2,8,20.5,12.5
"2226","IND_05_VT_D","IND_05","IND","NY","Core",42.16349,74.20258,636,"VT_D","Vermont","D",6,56,4,6,14,10.5,28,17.5
"2227","IND_05_VT_E","IND_05","IND","NY","Core",42.16349,74.20258,636,"VT_E","Vermont","E",3,27,2,3,13,6.5,21,14.5
"2228","IND_06_MD_A","IND_06","IND","NY","Core",42.16228,74.20313,637,"MD_A","Maryland","A",6,48,4,6,6,18.5,39,20.5
"2229","IND_06_MD_B","IND_06","IND","NY","Core",42.16228,74.20313,637,"MD_B","Maryland","B",5,25,2,5,9,12.5,31,18.5
"2230","IND_06_MD_C","IND_06","IND","NY","Core",42.16228,74.20313,637,"MD_C","Maryland","C",2,67,5,2,11,9,15,6
"2231","IND_06_MD_D","IND_06","IND","NY","Core",42.16228,74.20313,637,"MD_D","Maryland","D",2,11,1,2,11,20.5,32,11.5
"2232","IND_06_MD_E","IND_06","IND","NY","Core",42.16228,74.20313,637,"MD_E","Maryland","E",6,10,1,6,10,17,37.5,20.5
"2233","IND_06_NC_A","IND_06","IND","NY","Core",42.16228,74.20313,637,"NC_A","North_Carolina","A",5,51,4,5,9,15,23.5,8.5
"2234","IND_06_NC_B","IND_06","IND","NY","Core",42.16228,74.20313,637,"NC_B","North_Carolina","B",2,67,5,2,11,16,35,19
"2235","IND_06_NC_C","IND_06","IND","NY","Core",42.16228,74.20313,637,"NC_C","North_Carolina","C",2,11,1,2,11,19,30,11
"2236","IND_06_NC_D","IND_06","IND","NY","Core",42.16228,74.20313,637,"NC_D","North_Carolina","D",6,48,4,6,6,30,35,5
"2237","IND_06_VT_A","IND_06","IND","NY","Core",42.16228,74.20313,637,"VT_A","Vermont","A",6,60,5,6,4,11.5,33.5,22
"2238","IND_06_VT_B","IND_06","IND","NY","Core",42.16228,74.20313,637,"VT_B","Vermont","B",6,22,2,6,6,23,33,10
"2239","IND_06_VT_C","IND_06","IND","NY","Core",42.16228,74.20313,637,"VT_C","Vermont","C",6,10,1,6,10,15.5,36.5,21
"2240","IND_06_VT_D","IND_06","IND","NY","Core",42.16228,74.20313,637,"VT_D","Vermont","D",5,23,2,5,9,14,23.5,9.5
"2241","IND_06_VT_E","IND_06","IND","NY","Core",42.16228,74.20313,637,"VT_E","Vermont","E",6,4,1,6,4,12.5,30.5,18
"2242","JAY_01_MD_A","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"MD_A","Maryland","A",5,16,2,5,2,17.5,18,0.5
"2243","JAY_01_MD_B","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"MD_B","Maryland","B",3,18,2,3,2,13,20.5,7.5
"2244","JAY_01_MD_C","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"MD_C","Maryland","C",4,46,4,4,4,3.5,10,6.5
"2245","JAY_01_MD_D","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"MD_D","Maryland","D",5,65,5,5,9,19,28,9
"2246","JAY_01_MD_E","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"MD_E","Maryland","E",5,30,3,5,2,19,23,4
"2247","JAY_01_NC_A","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"NC_A","North_Carolina","A",3,44,4,3,2,15.5,18.5,3
"2248","JAY_01_NC_B","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"NC_B","North_Carolina","B",4,32,3,4,4,13,27,14
"2249","JAY_01_NC_C","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"NC_C","North_Carolina","C",5,65,5,5,9,12,16.5,4.5
"2250","JAY_01_NC_D","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"NC_D","North_Carolina","D",5,30,3,5,2,5,7.5,2.5
"2251","JAY_01_NC_E","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"NC_E","North_Carolina","E",5,44,4,5,2,23,28.5,5.5
"2252","JAY_01_VT_A","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"VT_A","Vermont","A",3,6,1,3,6,15.5,17.5,2
"2253","JAY_01_VT_B","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"VT_B","Vermont","B",5,32,3,5,2,18,24.5,6.5
"2254","JAY_01_VT_C","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"VT_C","Vermont","C",5,16,2,5,2,6,9.5,3.5
"2255","JAY_01_VT_D","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"VT_D","Vermont","D",3,16,2,3,2,14.5,15.5,1
"2256","JAY_01_VT_E","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"VT_E","Vermont","E",4,46,4,4,4,14,15,1
"2257","JAY_02_MD_A","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"MD_A","Maryland","A",2,37,3,2,9,31.5,37,5.5
"2258","JAY_02_MD_B","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"MD_B","Maryland","B",2,47,4,2,4,20,24,4
