"","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","initial_ht","Height_Fall2019","Growth"
"182","APP_03_VT_D","APP_03","APP","VT","Core",44.22097,72.92639,896,"VT_D","Vermont","D",3,25,2,3,11,5.5,14.5,9
"183","APP_03_VT_E","APP_03","APP","VT","Core",44.22097,72.92639,896,"VT_E","Vermont","E",4,59,5,4,3,16.5,20,3.5
"184","APP_04_MD_A","APP_04","APP","VT","Core",44.2114,72.93122,741,"MD_A","Maryland","A",4,17,2,4,3,25.5,26,0.5
"185","APP_04_MD_B","APP_04","APP","VT","Core",44.2114,72.93122,741,"MD_B","Maryland","B",2,61,5,2,4,19,25,6
"186","APP_04_MD_C","APP_04","APP","VT","Core",44.2114,72.93122,741,"MD_C","Maryland","C",5,44,4,5,2,12,24,12
"187","APP_04_MD_D","APP_04","APP","VT","Core",44.2114,72.93122,741,"MD_D","Maryland","D",6,33,3,6,5,22.5,25.5,3
"188","APP_04_MD_E","APP_04","APP","VT","Core",44.2114,72.93122,741,"MD_E","Maryland","E",4,21,2,4,7,21,27,6
"189","APP_04_NC_A","APP_04","APP","VT","Core",44.2114,72.93122,741,"NC_A","North_Carolina","A",6,11,1,6,11,20,30,10
"190","APP_04_NC_B","APP_04","APP","VT","Core",44.2114,72.93122,741,"NC_B","North_Carolina","B",5,30,3,5,2,35,40.5,5.5
"191","APP_04_NC_C","APP_04","APP","VT","Core",44.2114,72.93122,741,"NC_C","North_Carolina","C",6,47,4,6,5,25,30,5
"192","APP_04_NC_D","APP_04","APP","VT","Core",44.2114,72.93122,741,"NC_D","North_Carolina","D",4,31,3,4,3,23,28,5
"193","APP_04_NC_E","APP_04","APP","VT","Core",44.2114,72.93122,741,"NC_E","North_Carolina","E",4,35,3,4,7,17.5,22,4.5
"194","APP_04_VT_A","APP_04","APP","VT","Core",44.2114,72.93122,741,"VT_A","Vermont","A",6,47,4,6,5,23.5,43,19.5
"195","APP_04_VT_B","APP_04","APP","VT","Core",44.2114,72.93122,741,"VT_B","Vermont","B",4,33,3,4,3,14.5,16.5,2
"196","APP_04_VT_C","APP_04","APP","VT","Core",44.2114,72.93122,741,"VT_C","Vermont","C",4,49,4,4,7,18.5,22.5,4
"197","APP_04_VT_D","APP_04","APP","VT","Core",44.2114,72.93122,741,"VT_D","Vermont","D",6,11,1,6,11,8.5,24.5,16
"198","APP_04_VT_D","APP_04","APP","VT","Core",44.2114,72.93122,741,"VT_D","Vermont","D",6,11,1,6,11,22.5,24.5,2
"199","APP_04_VT_E","APP_04","APP","VT","Core",44.2114,72.93122,741,"VT_E","Vermont","E",5,44,4,5,2,25.5,29.5,4
"200","APP_05_MD_A","APP_05","APP","VT","Core",44.21034,72.93051,733,"MD_A","Maryland","A",6,31,3,6,3,15.5,25.5,10
"201","APP_05_MD_B","APP_05","APP","VT","Core",44.21034,72.93051,733,"MD_B","Maryland","B",6,43,3,6,13,15,29,14
"202","APP_05_MD_C","APP_05","APP","VT","Core",44.21034,72.93051,733,"MD_C","Maryland","C",2,10,1,2,10,12,19.5,7.5
"203","APP_05_MD_D","APP_05","APP","VT","Core",44.21034,72.93051,733,"MD_D","Maryland","D",6,27,2,6,13,19.5,21.5,2
"204","APP_05_MD_E","APP_05","APP","VT","Core",44.21034,72.93051,733,"MD_E","Maryland","E",5,55,4,5,13,8.5,16.5,8
"205","APP_05_NC_A","APP_05","APP","VT","Core",44.21034,72.93051,733,"NC_A","North_Carolina","A",6,41,3,6,13,9,31.5,22.5
"206","APP_05_NC_B","APP_05","APP","VT","Core",44.21034,72.93051,733,"NC_B","North_Carolina","B",2,69,1,2,10,5,7.5,2.5
"207","APP_05_NC_C","APP_05","APP","VT","Core",44.21034,72.93051,733,"NC_C","North_Carolina","C",6,27,2,6,13,10,22,12
"208","APP_05_NC_D","APP_05","APP","VT","Core",44.21034,72.93051,733,"NC_D","North_Carolina","D",6,17,2,6,3,25,28.5,3.5
"209","APP_05_VT_A","APP_05","APP","VT","Core",44.21034,72.93051,733,"VT_A","Vermont","A",6,41,3,6,13,7,10.2,3.2
"210","APP_05_VT_B","APP_05","APP","VT","Core",44.21034,72.93051,733,"VT_B","Vermont","B",6,47,4,6,3,19,32.5,13.5
"211","APP_05_VT_C","APP_05","APP","VT","Core",44.21034,72.93051,733,"VT_C","Vermont","C",5,41,3,5,13,23,41.5,18.5
"212","APP_05_VT_D","APP_05","APP","VT","Core",44.21034,72.93051,733,"VT_D","Vermont","D",6,41,3,6,13,14,16.5,2.5
"213","APP_05_VT_E","APP_05","APP","VT","Core",44.21034,72.93051,733,"VT_E","Vermont","E",6,61,5,6,5,16,30,14
"214","APP_06_MD_A","APP_06","APP","VT","Core",44.21235,72.93502,658,"MD_A","Maryland","A",5,53,4,5,11,18,20.5,2.5
"215","APP_06_MD_B","APP_06","APP","VT","Core",44.21235,72.93502,658,"MD_B","Maryland","B",4,31,3,4,1,28,36,8
"216","APP_06_MD_C","APP_06","APP","VT","Core",44.21235,72.93502,658,"MD_C","Maryland","C",6,48,4,6,6,22,29.5,7.5
"217","APP_06_MD_D","APP_06","APP","VT","Core",44.21235,72.93502,658,"MD_D","Maryland","D",5,36,3,5,8,12,41.5,29.5
"218","APP_06_MD_E","APP_06","APP","VT","Core",44.21235,72.93502,658,"MD_E","Maryland","E",3,35,3,3,7,18.5,27.5,9
"219","APP_06_NC_A","APP_06","APP","VT","Core",44.21235,72.93502,658,"NC_A","North_Carolina","A",4,29,3,4,1,12.5,31.5,19
"220","APP_06_NC_B","APP_06","APP","VT","Core",44.21235,72.93502,658,"NC_B","North_Carolina","B",6,34,3,6,6,21,30.5,9.5
"221","APP_06_NC_C","APP_06","APP","VT","Core",44.21235,72.93502,658,"NC_C","North_Carolina","C",5,50,4,5,8,10,15,5
"222","APP_06_NC_D","APP_06","APP","VT","Core",44.21235,72.93502,658,"NC_D","North_Carolina","D",5,53,4,5,11,20,29,9
"223","APP_06_NC_E","APP_06","APP","VT","Core",44.21235,72.93502,658,"NC_E","North_Carolina","E",3,49,4,3,7,23.5,28,4.5
"224","APP_06_VT_A","APP_06","APP","VT","Core",44.21235,72.93502,658,"VT_A","Vermont","A",5,50,4,5,8,31,36,5
"225","APP_06_VT_B","APP_06","APP","VT","Core",44.21235,72.93502,658,"VT_B","Vermont","B",5,27,2,5,11,15.5,31,15.5
"226","APP_06_VT_C","APP_06","APP","VT","Core",44.21235,72.93502,658,"VT_C","Vermont","C",3,21,2,3,7,25.5,29,3.5
"227","APP_06_VT_D","APP_06","APP","VT","Core",44.21235,72.93502,658,"VT_D","Vermont","D",4,29,3,4,1,8,21,13
"228","APP_06_VT_E","APP_06","APP","VT","Core",44.21235,72.93502,658,"VT_E","Vermont","E",6,48,4,6,6,23.5,38,14.5
"229","ASC_01_MD_A","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"MD_A","Maryland","A",2,14,1,2,14,7.5,7.5,0
"230","ASC_01_MD_B","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"MD_B","Maryland","B",6,3,1,6,2,20,40,20
"231","ASC_01_MD_C","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"MD_C","Maryland","C",3,64,5,3,8,14,29,15
"232","ASC_01_MD_D","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"MD_D","Maryland","D",5,43,4,5,1,14.5,20,5.5
"233","ASC_01_MD_E","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"MD_E","Maryland","E",5,50,4,5,8,12,29,17
"234","ASC_01_NC_A","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"NC_A","North_Carolina","A",2,69,5,2,13,11,21,10
"235","ASC_01_NC_B","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"NC_B","North_Carolina","B",3,64,5,3,8,24.5,41,16.5
"236","ASC_01_NC_C","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"NC_C","North_Carolina","C",5,29,3,5,1,4,11,7
"237","ASC_01_NC_D","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"NC_D","North_Carolina","D",2,14,1,2,14,15.5,27.5,12
"238","ASC_01_VT_A","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"VT_A","Vermont","A",5,15,2,5,1,18,20,2
"239","ASC_01_VT_B","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"VT_B","Vermont","B",6,59,5,6,1,25.5,27.5,2
"240","ASC_01_VT_C","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"VT_C","Vermont","C",5,36,3,5,8,12.5,26.5,14
"241","ASC_01_VT_D","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"VT_D","Vermont","D",2,69,5,2,13,14,18,4
"242","ASC_01_VT_E","ASC_01","ASC","VT","Core",43.43787,72.45218,883,"VT_E","Vermont","E",5,7,1,5,7,29,31.5,2.5
"243","ASC_02_MD_A","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"MD_A","Maryland","A",3,57,5,3,1,30,42,12
"244","ASC_02_MD_B","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"MD_B","Maryland","B",2,48,4,2,5,22,27.5,5.5
"245","ASC_02_MD_D","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"MD_D","Maryland","D",3,54,4,3,12,17,31.5,14.5
"246","ASC_02_MD_E","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"MD_E","Maryland","E",2,32,3,2,4,26,28,2
"247","ASC_02_NC_A","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"NC_A","North_Carolina","A",2,19,2,2,5,11,34.5,23.5
"248","ASC_02_NC_B","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"NC_B","North_Carolina","B",2,65,1,2,6,19.5,25,5.5
"249","ASC_02_NC_C","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"NC_C","North_Carolina","C",3,40,3,3,12,22.5,33.5,11
"250","ASC_02_NC_D","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"NC_D","North_Carolina","D",3,57,5,3,1,8,15,7
"251","ASC_02_NC_E","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"NC_E","North_Carolina","E",2,46,4,2,4,25.5,34,8.5
"252","ASC_02_VT_A","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"VT_A","Vermont","A",3,26,2,3,12,22.5,32,9.5
"253","ASC_02_VT_B","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"VT_B","Vermont","B",5,16,1,5,14,5.5,17.5,12
"254","ASC_02_VT_B","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"VT_B","Vermont","B",5,16,1,5,14,14,17.5,3.5
"255","ASC_02_VT_C","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"VT_C","Vermont","C",2,18,2,2,4,31,40.5,9.5
"256","ASC_02_VT_D","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"VT_D","Vermont","D",2,47,4,2,5,22.5,32.5,10
"257","ASC_02_VT_E","ASC_02","ASC","VT","Core",43.43983,72.45328,847,"VT_E","Vermont","E",6,65,5,6,9,20,28,8
"258","ASC_03_MD_A","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"MD_A","Maryland","A",2,41,3,2,13,17,17,0
"259","ASC_03_MD_B","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"MD_B","Maryland","B",3,2,1,3,2,4.5,16.5,12
"260","ASC_03_MD_C","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"MD_C","Maryland","C",2,63,5,2,7,12,15.5,3.5
"261","ASC_03_MD_D","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"MD_D","Maryland","D",5,16,2,5,2,17.5,19.5,2
"262","ASC_03_MD_E","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"MD_E","Maryland","E",5,57,5,5,1,6,13,7
"263","ASC_03_NC_A","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"NC_A","North_Carolina","A",5,69,5,5,13,16.5,26,9.5
"264","ASC_03_NC_B","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"NC_B","North_Carolina","B",2,63,5,2,7,20,31,11
"265","ASC_03_NC_C","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"NC_C","North_Carolina","C",5,16,2,5,2,11,23,12
"266","ASC_03_NC_D","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"NC_D","North_Carolina","D",2,27,2,2,13,3.5,9.5,6
"267","ASC_03_NC_E","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"NC_E","North_Carolina","E",5,57,5,5,1,17,31,14
"268","ASC_03_VT_A","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"VT_A","Vermont","A",5,30,3,5,2,10.5,18,7.5
"269","ASC_03_VT_B","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"VT_B","Vermont","B",2,56,4,2,13,13,17,4
"270","ASC_03_VT_C","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"VT_C","Vermont","C",5,57,5,5,1,15.5,25,9.5
"271","ASC_03_VT_D","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"VT_D","Vermont","D",5,69,5,5,13,23.5,33,9.5
"272","ASC_03_VT_E","ASC_03","ASC","VT","Core",43.44192,72.45589,861,"VT_E","Vermont","E",6,8,1,6,8,9.5,20.5,11
"273","ASC_04_MD_A","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"MD_A","Maryland","A",2,15,2,2,1,18.5,18.5,0
"274","ASC_04_MD_B","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"MD_B","Maryland","B",6,22,2,6,6,11,27.5,16.5
"275","ASC_04_MD_C","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"MD_C","Maryland","C",5,50,4,5,8,11.5,16,4.5
"276","ASC_04_MD_D","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"MD_D","Maryland","D",2,69,5,2,13,19,20.5,1.5
"277","ASC_04_MD_E","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"MD_E","Maryland","E",6,17,2,6,3,13,19,6
"278","ASC_04_NC_A","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"NC_A","North_Carolina","A",6,48,4,6,6,13,25.5,12.5
"279","ASC_04_NC_B","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"NC_B","North_Carolina","B",5,36,3,5,8,19,33.5,14.5
"280","ASC_04_NC_C","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"NC_C","North_Carolina","C",2,69,5,2,13,13,18,5
"281","ASC_04_NC_D","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"NC_D","North_Carolina","D",2,29,3,2,1,12.5,30,17.5
"282","ASC_04_VT_A","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"VT_A","Vermont","A",6,2,1,6,2,17.5,32,14.5
"283","ASC_04_VT_B","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"VT_B","Vermont","B",2,30,3,2,1,11.5,14,2.5
"284","ASC_04_VT_C","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"VT_C","Vermont","C",6,45,4,6,3,11,26.5,15.5
"285","ASC_04_VT_D","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"VT_D","Vermont","D",6,20,2,6,6,19,34,15
"286","ASC_04_VT_E","ASC_04","ASC","VT","Core",43.4426,72.45713,870,"VT_E","Vermont","E",5,50,4,5,8,28.5,38,9.5
"287","ASC_05_MD_A","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"MD_A","Maryland","A",2,24,2,2,10,17,19,2
"288","ASC_05_MD_B","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"MD_B","Maryland","B",2,52,4,2,9,15,28,13
"289","ASC_05_MD_C","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"MD_C","Maryland","C",2,4,1,2,4,27,34.5,7.5
"290","ASC_05_MD_D","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"MD_D","Maryland","D",6,46,4,6,4,18,37.5,19.5
"291","ASC_05_MD_E","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"MD_E","Maryland","E",5,39,3,5,11,21.5,28.5,7
"292","ASC_05_NC_A","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"NC_A","North_Carolina","A",2,23,2,2,9,10.5,16,5.5
"293","ASC_05_NC_B","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"NC_B","North_Carolina","B",2,63,1,2,4,26,37,11
"294","ASC_05_NC_C","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"NC_C","North_Carolina","C",6,32,3,6,4,10.5,18,7.5
"295","ASC_05_NC_D","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"NC_D","North_Carolina","D",2,38,3,2,10,19.5,30,10.5
"296","ASC_05_NC_E","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"NC_E","North_Carolina","E",5,53,4,5,11,12,16,4
"297","ASC_05_VT_A","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"VT_A","Vermont","A",6,18,2,6,4,9.5,21,11.5
"298","ASC_05_VT_B","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"VT_B","Vermont","B",2,39,3,2,10,18.5,27.5,9
"299","ASC_05_VT_C","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"VT_C","Vermont","C",5,25,2,5,11,10.5,10.5,0
"300","ASC_05_VT_D","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"VT_D","Vermont","D",2,51,4,2,9,14.5,31,16.5
"301","ASC_05_VT_E","ASC_05","ASC","VT","Core",43.44376,72.45867,879,"VT_E","Vermont","E",6,67,5,6,11,15.5,32,16.5
"302","ASC_06_MD_A","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"MD_A","Maryland","A",2,62,5,2,6,10,20,10
"303","ASC_06_MD_B","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"MD_B","Maryland","B",4,49,4,4,5,15,23.5,8.5
"304","ASC_06_MD_C","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"MD_C","Maryland","C",3,30,3,3,2,22,29,7
"305","ASC_06_MD_D","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"MD_D","Maryland","D",2,15,2,2,1,9.5,18.5,9
"306","ASC_06_MD_E","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"MD_E","Maryland","E",5,11,1,5,11,12,20.5,8.5
"307","ASC_06_NC_A","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"NC_A","North_Carolina","A",4,19,2,4,5,12,22.5,10.5
"308","ASC_06_NC_B","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"NC_B","North_Carolina","B",3,44,4,3,2,17,25,8
"309","ASC_06_NC_C","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"NC_C","North_Carolina","C",2,15,2,2,1,4,8.5,4.5
"310","ASC_06_NC_D","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"NC_D","North_Carolina","D",2,62,5,2,6,12,23.5,11.5
"311","ASC_06_VT_A","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"VT_A","Vermont","A",2,29,3,2,1,14.5,14.5,0
"312","ASC_06_VT_B","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"VT_B","Vermont","B",6,11,1,6,9,12,28,16
"313","ASC_06_VT_C","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"VT_C","Vermont","C",5,11,1,5,11,26.5,38,11.5
"314","ASC_06_VT_D","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"VT_D","Vermont","D",4,47,4,4,5,13.5,18,4.5
"315","ASC_06_VT_E","ASC_06","ASC","VT","Core",43.44379,72.45434,967,"VT_E","Vermont","E",3,16,2,3,2,7,14.5,7.5
"316","B_02_MD_A","B_02","B","VT","Core",44.10929,73.0714,311,"MD_A","Maryland","A",6,18,2,6,4,14,15,1
"317","B_02_MD_B","B_02","B","VT","Core",44.10929,73.0714,311,"MD_B","Maryland","B",6,49,4,6,5,15,21.5,6.5
"318","B_02_MD_C","B_02","B","VT","Core",44.10929,73.0714,311,"MD_C","Maryland","C",5,54,4,5,12,9.5,27.5,18
"319","B_02_MD_D","B_02","B","VT","Core",44.10929,73.0714,311,"MD_D","Maryland","D",4,43,4,4,1,10.5,29.5,19
"320","B_02_MD_E","B_02","B","VT","Core",44.10929,73.0714,311,"MD_E","Maryland","E",6,43,4,6,1,19.5,49,29.5
"321","B_02_NC_A","B_02","B","VT","Core",44.10929,73.0714,311,"NC_A","North_Carolina","A",6,19,2,6,5,19.5,31,11.5
"322","B_02_NC_B","B_02","B","VT","Core",44.10929,73.0714,311,"NC_B","North_Carolina","B",5,40,3,5,12,29,43,14
"323","B_02_NC_C","B_02","B","VT","Core",44.10929,73.0714,311,"NC_C","North_Carolina","C",4,29,3,4,1,12.5,22.5,10
"324","B_02_NC_D","B_02","B","VT","Core",44.10929,73.0714,311,"NC_D","North_Carolina","D",6,32,3,6,4,22,28,6
"325","B_02_VT_A","B_02","B","VT","Core",44.10929,73.0714,311,"VT_A","Vermont","A",4,15,2,4,1,12.5,15.5,3
"326","B_02_VT_B","B_02","B","VT","Core",44.10929,73.0714,311,"VT_B","Vermont","B",6,34,3,6,4,18,20,2
"327","B_02_VT_C","B_02","B","VT","Core",44.10929,73.0714,311,"VT_C","Vermont","C",6,29,3,6,1,23,27.5,4.5
"328","B_02_VT_D","B_02","B","VT","Core",44.10929,73.0714,311,"VT_D","Vermont","D",6,47,4,6,5,11.5,29,17.5
"329","B_02_VT_E","B_02","B","VT","Core",44.10929,73.0714,311,"VT_E","Vermont","E",5,54,4,5,12,18,20.5,2.5
"330","B_03_MD_A","B_03","B","VT","Core",44.10897,73.0712,325,"MD_A","Maryland","A",2,5,1,2,5,18,35,17
"331","B_03_MD_B","B_03","B","VT","Core",44.10897,73.0712,325,"MD_B","Maryland","B",4,68,5,4,12,11.5,25,13.5
"332","B_03_MD_C","B_03","B","VT","Core",44.10897,73.0712,325,"MD_C","Maryland","C",4,48,4,4,6,12,26.5,14.5
"333","B_03_MD_D","B_03","B","VT","Core",44.10897,73.0712,325,"MD_D","Maryland","D",4,12,1,4,12,18,32.5,14.5
"334","B_03_MD_E","B_03","B","VT","Core",44.10897,73.0712,325,"MD_E","Maryland","E",2,55,4,2,13,12.5,23.5,11
"335","B_03_NC_A","B_03","B","VT","Core",44.10897,73.0712,325,"NC_A","North_Carolina","A",4,3,1,4,3,13,21,8
"336","B_03_NC_B","B_03","B","VT","Core",44.10897,73.0712,325,"NC_B","North_Carolina","B",4,34,3,4,6,24.5,31.5,7
"337","B_03_NC_C","B_03","B","VT","Core",44.10897,73.0712,325,"NC_C","North_Carolina","C",4,12,1,4,12,16.5,21.5,5
"338","B_03_NC_D","B_03","B","VT","Core",44.10897,73.0712,325,"NC_D","North_Carolina","D",2,5,1,2,5,17.5,28,10.5
"339","B_03_VT_A","B_03","B","VT","Core",44.10897,73.0712,325,"VT_A","Vermont","A",4,59,5,4,3,14.5,14.5,0
"340","B_03_VT_B","B_03","B","VT","Core",44.10897,73.0712,325,"VT_B","Vermont","B",6,67,5,6,10,11.5,20,8.5
"341","B_03_VT_C","B_03","B","VT","Core",44.10897,73.0712,325,"VT_C","Vermont","C",2,41,3,2,13,13,27.5,14.5
"342","B_03_VT_D","B_03","B","VT","Core",44.10897,73.0712,325,"VT_D","Vermont","D",4,3,1,4,3,11.5,13,1.5
"343","B_03_VT_E","B_03","B","VT","Core",44.10897,73.0712,325,"VT_E","Vermont","E",4,48,4,4,6,21.5,31,9.5
"344","B_04_MD_A","B_04","B","VT","Core",44.10908,73.0713,328,"MD_A","Maryland","A",4,19,2,4,5,29.5,28,-1.5
"345","B_04_MD_B","B_04","B","VT","Core",44.10908,73.0713,328,"MD_B","Maryland","B",6,45,4,6,1,31,33,2
"346","B_04_MD_C","B_04","B","VT","Core",44.10908,73.0713,328,"MD_C","Maryland","C",5,30,3,5,2,26.5,34.5,8
"347","B_04_MD_D","B_04","B","VT","Core",44.10908,73.0713,328,"MD_D","Maryland","D",3,65,5,3,9,35,50,15
"348","B_04_MD_E","B_04","B","VT","Core",44.10908,73.0713,328,"MD_E","Maryland","E",4,56,4,4,14,16,35,19
"349","B_04_NC_A","B_04","B","VT","Core",44.10908,73.0713,328,"NC_A","North_Carolina","A",6,15,2,6,1,19.5,31.5,12
"350","B_04_NC_B","B_04","B","VT","Core",44.10908,73.0713,328,"NC_B","North_Carolina","B",5,44,4,5,2,20.5,45,24.5
"351","B_04_NC_C","B_04","B","VT","Core",44.10908,73.0713,328,"NC_C","North_Carolina","C",3,65,5,3,9,23,31,8
"352","B_04_NC_D","B_04","B","VT","Core",44.10908,73.0713,328,"NC_D","North_Carolina","D",4,33,3,4,5,28.5,33,4.5
"353","B_04_VT_A","B_04","B","VT","Core",44.10908,73.0713,328,"VT_A","Vermont","A",5,6,1,5,6,12.5,14.5,2
"354","B_04_VT_B","B_04","B","VT","Core",44.10908,73.0713,328,"VT_B","Vermont","B",4,35,3,4,5,32,37,5
"355","B_04_VT_C","B_04","B","VT","Core",44.10908,73.0713,328,"VT_C","Vermont","C",4,42,3,4,14,23,26.5,3.5
"356","B_04_VT_D","B_04","B","VT","Core",44.10908,73.0713,328,"VT_D","Vermont","D",6,43,4,6,1,17.5,40.5,23
"357","B_04_VT_E","B_04","B","VT","Core",44.10908,73.0713,328,"VT_E","Vermont","E",5,16,2,5,2,27,30,3
"358","B_05_MD_A","B_05","B","VT","Core",44.10836,73.0715,310,"MD_A","Maryland","A",2,45,4,2,3,22.5,31.5,9
"359","B_05_MD_B","B_05","B","VT","Core",44.10836,73.0715,310,"MD_B","Maryland","B",4,53,4,4,9,12,30.5,18.5
"360","B_05_MD_C","B_05","B","VT","Core",44.10836,73.0715,310,"MD_C","Maryland","C",6,45,4,6,3,16,30.5,14.5
"361","B_05_MD_D","B_05","B","VT","Core",44.10836,73.0715,310,"MD_D","Maryland","D",6,26,2,6,12,23,28.5,5.5
"362","B_05_MD_E","B_05","B","VT","Core",44.10836,73.0715,310,"MD_E","Maryland","E",4,44,4,4,2,17.5,34,16.5
"363","B_05_NC_A","B_05","B","VT","Core",44.10836,73.0715,310,"NC_A","North_Carolina","A",4,23,2,4,9,20.5,27,6.5
"364","B_05_NC_B","B_05","B","VT","Core",44.10836,73.0715,310,"NC_B","North_Carolina","B",6,31,3,6,3,20,37.5,17.5
"365","B_05_NC_C","B_05","B","VT","Core",44.10836,73.0715,310,"NC_C","North_Carolina","C",6,26,2,6,12,17.5,28,10.5
"366","B_05_NC_D","B_05","B","VT","Core",44.10836,73.0715,310,"NC_D","North_Carolina","D",2,45,4,2,3,12,14.5,2.5
"367","B_05_VT_A","B_05","B","VT","Core",44.10836,73.0715,310,"VT_A","Vermont","A",6,40,3,6,12,9,19,10
"368","B_05_VT_B","B_05","B","VT","Core",44.10836,73.0715,310,"VT_B","Vermont","B",2,18,2,2,3,27.5,27,-0.5
"369","B_05_VT_C","B_05","B","VT","Core",44.10836,73.0715,310,"VT_C","Vermont","C",4,30,3,4,2,25.5,35,9.5
"370","B_05_VT_D","B_05","B","VT","Core",44.10836,73.0715,310,"VT_D","Vermont","D",4,51,4,4,9,6,18,12
"371","B_05_VT_E","B_05","B","VT","Core",44.10836,73.0715,310,"VT_E","Vermont","E",6,45,4,6,3,32.5,50.5,18
"372","B_06_MD_A","B_06","B","VT","Core",44.10889,73.0714,321,"MD_A","Maryland","A",3,24,2,3,10,14,27.5,13.5
"373","B_06_MD_B","B_06","B","VT","Core",44.10889,73.0714,321,"MD_B","Maryland","B",3,50,4,3,6,7.5,15.5,8
"374","B_06_MD_C","B_06","B","VT","Core",44.10889,73.0714,321,"MD_C","Maryland","C",2,65,5,2,9,15,18,3
