"X","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","FinalHT","Height_Fall2019","Growth","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
3609,"SPR_02_MD_D","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Maryland_D","Maryland","D",5,2,1,5,2,61,32.5,28.5,-0.888397454150114,-1.53140118075475,-4.79104440324931,-3.53774746780395,35.6,650,36.4,282.5
3610,"SPR_02_MD_E","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Maryland_E","Maryland","E",4,43,4,4,1,66.5,39.5,27,-0.888397454150114,-1.53140118075475,-4.79104440324931,-3.53774746780395,35.6,650,36.4,282.5
3611,"SPR_02_NC_A","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"North_Carolina_A","North_Carolina","A",2,6,1,2,6,37,24.5,12.5,-0.888397454150114,-1.53140118075475,-9.85361058869086,-5.01016433622286,35.6,650,37.75,53.5
3612,"SPR_02_NC_B","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"North_Carolina_B","North_Carolina","B",6,63,5,6,7,44,25,19,-0.888397454150114,-1.53140118075475,-9.85361058869086,-5.01016433622286,35.6,650,37.75,53.5
3613,"SPR_02_NC_C","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"North_Carolina_C","North_Carolina","C",5,2,1,5,2,47,39,8,-0.888397454150114,-1.53140118075475,-9.85361058869086,-5.01016433622286,35.6,650,37.75,53.5
3614,"SPR_02_NC_D","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"North_Carolina_D","North_Carolina","D",3,47,4,3,5,46,34,12,-0.888397454150114,-1.53140118075475,-9.85361058869086,-5.01016433622286,35.6,650,37.75,53.5
3615,"SPR_02_NC_E","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"North_Carolina_E","North_Carolina","E",4,15,2,4,1,67,41,26,-0.888397454150114,-1.53140118075475,-9.85361058869086,-5.01016433622286,35.6,650,37.75,53.5
3616,"SPR_02_VT_A","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Vermont_A","Vermont","A",3,69,5,3,13,69,42.5,26.5,-0.888397454150114,-1.53140118075475,-3.44541897005897,-5.80837560984597,35.6,650,39.25,531.5
3617,"SPR_02_VT_B","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Vermont_B","Vermont","B",3,19,2,3,5,73,48,25,-0.888397454150114,-1.53140118075475,-3.44541897005897,-5.80837560984597,35.6,650,39.25,531.5
3618,"SPR_02_VT_C","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Vermont_C","Vermont","C",4,29,3,4,1,52,30.5,21.5,-0.888397454150114,-1.53140118075475,-3.44541897005897,-5.80837560984597,35.6,650,39.25,531.5
3619,"SPR_02_VT_D","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Vermont_D","Vermont","D",2,6,1,2,6,28,15,13,-0.888397454150114,-1.53140118075475,-3.44541897005897,-5.80837560984597,35.6,650,39.25,531.5
3620,"SPR_02_VT_E","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"Vermont_E","Vermont","E",2,8,1,2,8,61,34,27,-0.888397454150114,-1.53140118075475,-3.44541897005897,-5.80837560984597,35.6,650,39.25,531.5
3621,"SPR_03_MD_A","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Maryland_A","Maryland","A",5,46,4,5,4,60.7,39,21.7,-0.841066581224066,-1.42782045606297,-4.79104440324931,-3.53774746780395,35.4,653,36.4,282.5
3622,"SPR_03_MD_B","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Maryland_B","Maryland","B",6,16,2,6,2,83.5,58,25.5,-0.841066581224066,-1.42782045606297,-4.79104440324931,-3.53774746780395,35.4,653,36.4,282.5
3623,"SPR_03_MD_C","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Maryland_C","Maryland","C",3,50,4,3,8,14.5,8.5,6,-0.841066581224066,-1.42782045606297,-4.79104440324931,-3.53774746780395,35.4,653,36.4,282.5
3624,"SPR_03_MD_D","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Maryland_D","Maryland","D",6,59,5,6,3,69.5,48.5,21,-0.841066581224066,-1.42782045606297,-4.79104440324931,-3.53774746780395,35.4,653,36.4,282.5
3625,"SPR_03_MD_E","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Maryland_E","Maryland","E",5,28,2,5,14,62.5,41,21.5,-0.841066581224066,-1.42782045606297,-4.79104440324931,-3.53774746780395,35.4,653,36.4,282.5
3626,"SPR_03_NC_A","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"North_Carolina_A","North_Carolina","A",6,44,4,6,2,63.5,43.5,20,-0.841066581224066,-1.42782045606297,-9.85361058869086,-5.01016433622286,35.4,653,37.75,53.5
3627,"SPR_03_NC_B","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"North_Carolina_B","North_Carolina","B",3,36,3,3,8,57.5,37.5,20,-0.841066581224066,-1.42782045606297,-9.85361058869086,-5.01016433622286,35.4,653,37.75,53.5
3628,"SPR_03_NC_C","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"North_Carolina_C","North_Carolina","C",6,59,5,6,3,59.5,38.5,21,-0.841066581224066,-1.42782045606297,-9.85361058869086,-5.01016433622286,35.4,653,37.75,53.5
3629,"SPR_03_NC_D","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"North_Carolina_D","North_Carolina","D",5,46,4,5,4,33,31,2,-0.841066581224066,-1.42782045606297,-9.85361058869086,-5.01016433622286,35.4,653,37.75,53.5
3630,"SPR_03_NC_E","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"North_Carolina_E","North_Carolina","E",5,42,3,5,14,59,42.5,16.5,-0.841066581224066,-1.42782045606297,-9.85361058869086,-5.01016433622286,35.4,653,37.75,53.5
3631,"SPR_03_VT_A","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Vermont_A","Vermont","A",2,12,1,2,12,39.5,28.5,11,-0.841066581224066,-1.42782045606297,-3.44541897005897,-5.80837560984597,35.4,653,39.25,531.5
3632,"SPR_03_VT_B","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Vermont_B","Vermont","B",5,18,2,5,4,36,28,8,-0.841066581224066,-1.42782045606297,-3.44541897005897,-5.80837560984597,35.4,653,39.25,531.5
3633,"SPR_03_VT_C","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Vermont_C","Vermont","C",5,56,4,5,14,62.5,44,18.5,-0.841066581224066,-1.42782045606297,-3.44541897005897,-5.80837560984597,35.4,653,39.25,531.5
3634,"SPR_03_VT_D","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Vermont_D","Vermont","D",6,16,2,6,2,43.5,29,14.5,-0.841066581224066,-1.42782045606297,-3.44541897005897,-5.80837560984597,35.4,653,39.25,531.5
3635,"SPR_03_VT_E","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"Vermont_E","Vermont","E",3,50,4,3,8,53,31,22,-0.841066581224066,-1.42782045606297,-3.44541897005897,-5.80837560984597,35.4,653,39.25,531.5
3636,"SPR_04_MD_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Maryland_A","Maryland","A",5,63,5,5,7,58.5,32,26.5,-0.82611108111295,-1.43526244905233,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3637,"SPR_04_MD_B","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Maryland_B","Maryland","B",4,16,2,4,2,82,53.5,28.5,-0.82611108111295,-1.43526244905233,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3638,"SPR_04_MD_C","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Maryland_C","Maryland","C",4,27,2,4,13,55.5,30,25.5,-0.82611108111295,-1.43526244905233,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3639,"SPR_04_MD_D","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Maryland_D","Maryland","D",6,11,1,6,11,60,35,25,-0.82611108111295,-1.43526244905233,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3640,"SPR_04_NC_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"North_Carolina_A","North_Carolina","A",4,44,4,4,2,56,27,29,-0.82611108111295,-1.43526244905233,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3641,"SPR_04_NC_B","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"North_Carolina_B","North_Carolina","B",4,27,2,4,13,68,49,19,-0.82611108111295,-1.43526244905233,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3642,"SPR_04_NC_C","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"North_Carolina_C","North_Carolina","C",6,11,1,6,11,58.5,40,18.5,-0.82611108111295,-1.43526244905233,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3643,"SPR_04_NC_D","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"North_Carolina_D","North_Carolina","D",5,63,5,5,7,69,42.5,26.5,-0.82611108111295,-1.43526244905233,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3644,"SPR_04_NC_E","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"North_Carolina_E","North_Carolina","E",2,45,4,2,3,74.5,45,29.5,-0.82611108111295,-1.43526244905233,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3645,"SPR_04_VT_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Vermont_A","Vermont","A",2,60,5,2,4,64.5,39,25.5,-0.82611108111295,-1.43526244905233,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3646,"SPR_04_VT_B","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Vermont_B","Vermont","B",3,8,1,3,8,94,55.5,38.5,-0.82611108111295,-1.43526244905233,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3647,"SPR_04_VT_C","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Vermont_C","Vermont","C",2,17,2,2,3,51.5,29.5,22,-0.82611108111295,-1.43526244905233,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3648,"SPR_04_VT_D","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"Vermont_D","Vermont","D",4,16,2,4,2,68,44.5,23.5,-0.82611108111295,-1.43526244905233,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3649,"SPR_05_MD_A","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Maryland_A","Maryland","A",4,47,4,4,5,62,37,25,-0.800777096370911,-1.45758992010449,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3650,"SPR_05_MD_B","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Maryland_B","Maryland","B",2,63,5,2,7,76,53.5,22.5,-0.800777096370911,-1.45758992010449,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3651,"SPR_05_MD_C","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Maryland_C","Maryland","C",5,18,2,5,4,54.5,36.5,18,-0.800777096370911,-1.45758992010449,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3652,"SPR_05_MD_D","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Maryland_D","Maryland","D",2,35,3,2,7,69.5,39.5,30,-0.800777096370911,-1.45758992010449,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3653,"SPR_05_MD_E","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Maryland_E","Maryland","E",3,37,3,3,9,50.5,30,20.5,-0.800777096370911,-1.45758992010449,-4.79104440324931,-3.53774746780395,35.4,656,36.4,282.5
3654,"SPR_05_NC_A","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"North_Carolina_A","North_Carolina","A",6,8,1,6,8,49,34.5,14.5,-0.800777096370911,-1.45758992010449,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3655,"SPR_05_NC_B","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"North_Carolina_B","North_Carolina","B",5,18,2,5,4,41,30,11,-0.800777096370911,-1.45758992010449,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3656,"SPR_05_NC_C","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"North_Carolina_C","North_Carolina","C",2,49,4,2,7,74,49,25,-0.800777096370911,-1.45758992010449,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3657,"SPR_05_NC_D","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"North_Carolina_D","North_Carolina","D",4,47,4,4,5,48.5,31.5,17,-0.800777096370911,-1.45758992010449,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3658,"SPR_05_NC_E","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"North_Carolina_E","North_Carolina","E",3,51,4,3,9,58,43,15,-0.800777096370911,-1.45758992010449,-9.85361058869086,-5.01016433622286,35.4,656,37.75,53.5
3659,"SPR_05_VT_A","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Vermont_A","Vermont","A",2,49,4,2,7,54.5,31,23.5,-0.800777096370911,-1.45758992010449,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3660,"SPR_05_VT_B","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Vermont_B","Vermont","B",4,19,2,4,5,45,42,3,-0.800777096370911,-1.45758992010449,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3661,"SPR_05_VT_C","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Vermont_C","Vermont","C",3,23,2,3,9,71,51.5,19.5,-0.800777096370911,-1.45758992010449,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3662,"SPR_05_VT_D","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Vermont_D","Vermont","D",6,8,1,6,8,65.5,45.5,20,-0.800777096370911,-1.45758992010449,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3663,"SPR_05_VT_E","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"Vermont_E","Vermont","E",5,32,3,5,4,50.5,30.5,20,-0.800777096370911,-1.45758992010449,-3.44541897005897,-5.80837560984597,35.4,656,39.25,531.5
3664,"TWI_02_MD_A","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"Maryland_A","Maryland","A",3,56,4,3,14,42,26.5,15.5,0.927877993635466,0.761776510933881,-4.79104440324931,-3.53774746780395,33.2,883,36.4,282.5
3665,"TWI_02_MD_B","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"Maryland_B","Maryland","B",3,68,5,3,12,28,16.5,11.5,0.927877993635466,0.761776510933881,-4.79104440324931,-3.53774746780395,33.2,883,36.4,282.5
3666,"TWI_02_MD_D","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"Maryland_D","Maryland","D",6,53,4,6,11,28,12.5,15.5,0.927877993635466,0.761776510933881,-4.79104440324931,-3.53774746780395,33.2,883,36.4,282.5
3667,"TWI_02_MD_E","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"Maryland_E","Maryland","E",5,7,1,5,7,70.5,35.5,35,0.927877993635466,0.761776510933881,-4.79104440324931,-3.53774746780395,33.2,883,36.4,282.5
3668,"TWI_02_NC_C","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"North_Carolina_C","North_Carolina","C",6,39,3,6,11,33.5,26,7.5,0.927877993635466,0.761776510933881,-9.85361058869086,-5.01016433622286,33.2,883,37.75,53.5
3669,"TWI_02_NC_D","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"North_Carolina_D","North_Carolina","D",3,56,4,3,14,35.5,25,10.5,0.927877993635466,0.761776510933881,-9.85361058869086,-5.01016433622286,33.2,883,37.75,53.5
3670,"TWI_02_NC_E","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"North_Carolina_E","North_Carolina","E",5,7,1,5,7,50,36.5,13.5,0.927877993635466,0.761776510933881,-9.85361058869086,-5.01016433622286,33.2,883,37.75,53.5
3671,"TWI_02_VT_A","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"Vermont_A","Vermont","A",6,25,2,6,11,45,23,22,0.927877993635466,0.761776510933881,-3.44541897005897,-5.80837560984597,33.2,883,39.25,531.5
3672,"TWI_02_VT_D","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"Vermont_D","Vermont","D",5,3,1,5,3,22,15,7,0.927877993635466,0.761776510933881,-3.44541897005897,-5.80837560984597,33.2,883,39.25,531.5
3673,"TWI_03_MD_A","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Maryland_A","Maryland","A",3,28,2,3,14,39.5,22.5,17,0.925102961154426,0.715050886811904,-4.79104440324931,-3.53774746780395,33.2,877,36.4,282.5
3674,"TWI_03_MD_B","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Maryland_B","Maryland","B",3,53,4,3,11,20,9.5,10.5,0.925102961154426,0.715050886811904,-4.79104440324931,-3.53774746780395,33.2,877,36.4,282.5
3675,"TWI_03_MD_C","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Maryland_C","Maryland","C",2,12,1,2,12,63,43.5,19.5,0.925102961154426,0.715050886811904,-4.79104440324931,-3.53774746780395,33.2,877,36.4,282.5
3676,"TWI_03_MD_D","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Maryland_D","Maryland","D",3,12,1,3,12,37.5,21,16.5,0.925102961154426,0.715050886811904,-4.79104440324931,-3.53774746780395,33.2,877,36.4,282.5
3677,"TWI_03_MD_E","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Maryland_E","Maryland","E",2,66,5,2,10,26.5,13.5,13,0.925102961154426,0.715050886811904,-4.79104440324931,-3.53774746780395,33.2,877,36.4,282.5
3678,"TWI_03_NC_A","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"North_Carolina_A","North_Carolina","A",3,25,2,3,11,16,14,2,0.925102961154426,0.715050886811904,-9.85361058869086,-5.01016433622286,33.2,877,37.75,53.5
3679,"TWI_03_NC_B","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"North_Carolina_B","North_Carolina","B",2,12,1,2,12,11,7.5,3.5,0.925102961154426,0.715050886811904,-9.85361058869086,-5.01016433622286,33.2,877,37.75,53.5
3680,"TWI_03_NC_C","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"North_Carolina_C","North_Carolina","C",3,12,1,3,12,41,27,14,0.925102961154426,0.715050886811904,-9.85361058869086,-5.01016433622286,33.2,877,37.75,53.5
3681,"TWI_03_NC_D","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"North_Carolina_D","North_Carolina","D",3,42,3,3,14,21,13,8,0.925102961154426,0.715050886811904,-9.85361058869086,-5.01016433622286,33.2,877,37.75,53.5
3682,"TWI_03_NC_E","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"North_Carolina_E","North_Carolina","E",2,66,5,2,10,38,26,12,0.925102961154426,0.715050886811904,-9.85361058869086,-5.01016433622286,33.2,877,37.75,53.5
3683,"TWI_03_VT_B","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Vermont_B","Vermont","B",3,42,3,3,14,44.5,25,19.5,0.925102961154426,0.715050886811904,-3.44541897005897,-5.80837560984597,33.2,877,39.25,531.5
3684,"TWI_03_VT_C","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Vermont_C","Vermont","C",2,66,5,2,10,46.5,32,14.5,0.925102961154426,0.715050886811904,-3.44541897005897,-5.80837560984597,33.2,877,39.25,531.5
3685,"TWI_03_VT_D","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Vermont_D","Vermont","D",3,53,4,3,11,43,27,16,0.925102961154426,0.715050886811904,-3.44541897005897,-5.80837560984597,33.2,877,39.25,531.5
3686,"TWI_03_VT_E","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"Vermont_E","Vermont","E",6,59,5,6,3,52,38,14,0.925102961154426,0.715050886811904,-3.44541897005897,-5.80837560984597,33.2,877,39.25,531.5
3687,"TWI_04_MD_A","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Maryland_A","Maryland","A",4,15,2,4,1,35.2,22,13.2,0.922043664505763,0.71398360312969,-4.79104440324931,-3.53774746780395,33.2,878,36.4,282.5
3688,"TWI_04_MD_B","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Maryland_B","Maryland","B",5,15,2,5,1,41,24,17,0.922043664505763,0.71398360312969,-4.79104440324931,-3.53774746780395,33.2,878,36.4,282.5
3689,"TWI_04_MD_C","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Maryland_C","Maryland","C",4,58,5,4,2,38.5,37,1.5,0.922043664505763,0.71398360312969,-4.79104440324931,-3.53774746780395,33.2,878,36.4,282.5
3690,"TWI_04_MD_D","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Maryland_D","Maryland","D",3,47,4,3,5,34.5,21.5,13,0.922043664505763,0.71398360312969,-4.79104440324931,-3.53774746780395,33.2,878,36.4,282.5
3691,"TWI_04_NC_A","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"North_Carolina_A","North_Carolina","A",5,43,4,5,1,62,32.5,29.5,0.922043664505763,0.71398360312969,-9.85361058869086,-5.01016433622286,33.2,878,37.75,53.5
3692,"TWI_04_NC_B","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"North_Carolina_B","North_Carolina","B",4,58,5,4,2,28,15,13,0.922043664505763,0.71398360312969,-9.85361058869086,-5.01016433622286,33.2,878,37.75,53.5
3693,"TWI_04_NC_C","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"North_Carolina_C","North_Carolina","C",3,33,3,3,5,50,33.5,16.5,0.922043664505763,0.71398360312969,-9.85361058869086,-5.01016433622286,33.2,878,37.75,53.5
3694,"TWI_04_NC_D","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"North_Carolina_D","North_Carolina","D",4,29,3,4,1,42,41.5,0.5,0.922043664505763,0.71398360312969,-9.85361058869086,-5.01016433622286,33.2,878,37.75,53.5
3695,"TWI_04_NC_E","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"North_Carolina_E","North_Carolina","E",5,65,5,5,9,39,25,14,0.922043664505763,0.71398360312969,-9.85361058869086,-5.01016433622286,33.2,878,37.75,53.5
3696,"TWI_04_VT_A","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Vermont_A","Vermont","A",3,19,2,3,5,40,25.5,14.5,0.922043664505763,0.71398360312969,-3.44541897005897,-5.80837560984597,33.2,878,39.25,531.5
3697,"TWI_04_VT_B","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Vermont_B","Vermont","B",4,29,3,4,1,39.5,25,14.5,0.922043664505763,0.71398360312969,-3.44541897005897,-5.80837560984597,33.2,878,39.25,531.5
3698,"TWI_04_VT_C","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Vermont_C","Vermont","C",5,65,5,5,9,40,23,17,0.922043664505763,0.71398360312969,-3.44541897005897,-5.80837560984597,33.2,878,39.25,531.5
3699,"TWI_04_VT_D","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Vermont_D","Vermont","D",5,15,2,5,1,45.5,31,14.5,0.922043664505763,0.71398360312969,-3.44541897005897,-5.80837560984597,33.2,878,39.25,531.5
3700,"TWI_04_VT_E","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"Vermont_E","Vermont","E",4,13,1,4,13,35,23.5,11.5,0.922043664505763,0.71398360312969,-3.44541897005897,-5.80837560984597,33.2,878,39.25,531.5
3701,"TWI_05_MD_B","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"Maryland_B","Maryland","B",2,27,2,2,13,26,14,12,0.95153357670455,0.695464386564219,-4.79104440324931,-3.53774746780395,33.2,881,36.4,282.5
3702,"TWI_05_MD_E","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"Maryland_E","Maryland","E",2,47,4,2,5,64.5,38.5,26,0.95153357670455,0.695464386564219,-4.79104440324931,-3.53774746780395,33.2,881,36.4,282.5
3703,"TWI_05_NC_A","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"North_Carolina_A","North_Carolina","A",2,55,4,2,13,25,18,7,0.95153357670455,0.695464386564219,-9.85361058869086,-5.01016433622286,33.2,881,37.75,53.5
3704,"TWI_05_NC_B","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"North_Carolina_B","North_Carolina","B",5,62,5,5,6,16,16.5,-0.5,0.95153357670455,0.695464386564219,-9.85361058869086,-5.01016433622286,33.2,881,37.75,53.5
3705,"TWI_05_NC_C","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"North_Carolina_C","North_Carolina","C",5,66,5,5,10,26,19,7,0.95153357670455,0.695464386564219,-9.85361058869086,-5.01016433622286,33.2,881,37.75,53.5
3706,"TWI_05_NC_D","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"North_Carolina_D","North_Carolina","D",5,48,4,5,6,24,14,10,0.95153357670455,0.695464386564219,-9.85361058869086,-5.01016433622286,33.2,881,37.75,53.5
3707,"TWI_05_NC_E","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"North_Carolina_E","North_Carolina","E",2,19,2,2,5,18.5,10.5,8,0.95153357670455,0.695464386564219,-9.85361058869086,-5.01016433622286,33.2,881,37.75,53.5
3708,"TWI_05_VT_B","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"Vermont_B","Vermont","B",5,20,2,5,6,41.5,25.5,16,0.95153357670455,0.695464386564219,-3.44541897005897,-5.80837560984597,33.2,881,39.25,531.5
3709,"TWI_05_VT_C","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"Vermont_C","Vermont","C",2,33,3,2,5,32.5,19,13.5,0.95153357670455,0.695464386564219,-3.44541897005897,-5.80837560984597,33.2,881,39.25,531.5
3710,"TWI_05_VT_D","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"Vermont_D","Vermont","D",2,27,2,2,13,35,22,13,0.95153357670455,0.695464386564219,-3.44541897005897,-5.80837560984597,33.2,881,39.25,531.5
3711,"TWI_05_VT_E","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"Vermont_E","Vermont","E",3,9,1,3,9,27,16,11,0.95153357670455,0.695464386564219,-3.44541897005897,-5.80837560984597,33.2,881,39.25,531.5
3712,"TWI_06_MD_A","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"Maryland_A","Maryland","A",6,17,2,6,3,49.5,27.5,22,0.940374541942495,0.831002405103489,-4.79104440324931,-3.53774746780395,33.1,885,36.4,282.5
3713,"TWI_06_MD_B","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"Maryland_B","Maryland","B",5,60,5,5,4,42.5,26.5,16,0.940374541942495,0.831002405103489,-4.79104440324931,-3.53774746780395,33.1,885,36.4,282.5
3714,"TWI_06_MD_C","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"Maryland_C","Maryland","C",2,61,5,2,5,29.5,28.5,1,0.940374541942495,0.831002405103489,-4.79104440324931,-3.53774746780395,33.1,885,36.4,282.5
3715,"TWI_06_MD_D","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"Maryland_D","Maryland","D",2,24,2,2,10,41.5,27,14.5,0.940374541942495,0.831002405103489,-4.79104440324931,-3.53774746780395,33.1,885,36.4,282.5
3716,"TWI_06_MD_E","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"Maryland_E","Maryland","E",3,25,2,3,11,53.5,30.5,23,0.940374541942495,0.831002405103489,-4.79104440324931,-3.53774746780395,33.1,885,36.4,282.5
