plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudSet
WA_418_NC_B,WA_418,WA,NC,Edge,35.3378,83.35202,1264,North_Carolina,B,3,56,4,3,14,221
WA_418_MD_D,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Maryland,D,3,50,4,3,8,202
WA_418_MD_E,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Maryland,E,5,2,1,5,2,207
WA_418_NC_C,WA_418,WA,NC,Edge,35.3378,83.35202,1264,North_Carolina,C,3,36,3,3,8,221
WA_418_NC_D,WA_418,WA,NC,Edge,35.3378,83.35202,1264,North_Carolina,D,4,45,4,4,3,202
WA_418_VT_A,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Vermont,A,3,22,2,3,8,209
WA_418_VT_B,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Vermont,B,4,17,2,4,3,195
WA_418_MD_A,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Maryland,A,4,45,4,4,3,199
WA_418_MD_B,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Maryland,B,2,44,4,2,2,216
WA_418_MD_C,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Maryland,C,3,42,3,3,14,224
WA_419_VT_A,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,A,3,52,4,3,10,244
WA_419_VT_B,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,B,2,46,4,2,4,209
WA_419_VT_C,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,C,6,38,3,6,10,209
WA_419_VT_D,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,D,6,33,3,6,5,249
WA_419_VT_E,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,E,6,33,3,6,5,271
WA_419_MD_A,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,A,2,32,3,2,4,237
WA_419_MD_C,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,C,6,19,2,6,5,205
WA_419_MD_D,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,D,3,38,3,3,10,202
WA_419_NC_A,WA_419,WA,NC,Edge,35.34348,83.35368,1277,North_Carolina,A,6,33,3,6,5,200
WA_419_NC_D,WA_419,WA,NC,Edge,35.34348,83.35368,1277,North_Carolina,D,2,18,2,2,4,247
WA_419_MD_E,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,E,6,52,4,6,10,228
WCA_01_MD_D,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,D,2,5,1,2,5,212
WCA_01_MD_E,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,E,6,56,4,6,14,251
WCA_01_NC_E,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,E,6,28,2,6,14,202
WCA_01_VT_A,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,A,6,66,5,6,10,244
WCA_01_VT_B,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,B,3,58,5,3,2,271
WCA_01_VT_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,C,6,42,3,6,14,271
WCA_01_VT_D,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,D,3,43,4,3,1,197
WCA_01_VT_E,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,E,4,47,4,4,5,244
WCA_01_MD_B,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,B,3,43,4,3,1,245
WCA_01_MD_A,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,A,5,13,1,5,13,204
WCA_01_MD_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,C,4,47,4,4,5,238
WCA_01_NC_A,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,A,3,15,2,3,1,241
WCA_01_NC_B,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,B,4,33,3,4,5,234
WCA_01_NC_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,C,2,5,1,2,5,234
WCA_02_VT_D,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,D,6,48,4,6,6,236
WCA_02_VT_B,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,B,6,16,2,6,2,222
WCA_02_VT_C,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,C,2,31,3,2,3,236
WCA_02_VT_E,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,E,3,26,2,3,12,244
WCA_02_MD_A,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,A,6,44,4,6,2,228
WCA_02_MD_B,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,B,6,48,4,6,6,204
WCA_02_NC_B,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,B,3,54,4,3,12,227
WCA_02_NC_C,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,C,5,19,2,5,5,241
WCA_02_NC_D,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,D,6,44,4,6,2,206
WCA_02_MD_C,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,C,3,40,3,3,12,210
WCA_02_MD_D,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,D,5,19,2,5,5,202
WCA_02_NC_E,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,E,2,17,2,2,3,197
WCA_02_VT_A,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,A,5,33,3,5,5,236
WCA_02_MD_E,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,E,2,45,4,2,3,203
WCA_03_VT_A,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,A,6,9,1,6,9,215
WCA_03_MD_D,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,D,2,62,5,2,6,217
WCA_03_MD_E,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,E,4,69,5,4,13,240
WCA_03_NC_C,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,C,2,62,5,2,6,196
WCA_03_NC_D,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,D,5,22,2,5,8,202
WCA_03_VT_B,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,B,5,50,4,5,8,244
WCA_03_VT_C,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,C,4,69,5,4,13,209
WCA_03_VT_D,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,D,4,19,2,4,5,209
WCA_03_VT_E,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,E,2,44,4,2,2,271
WCA_03_NC_A,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,A,4,47,4,4,5,195
WCA_03_NC_E,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,E,4,69,5,4,13,197
WCA_03_MD_B,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,B,4,19,2,4,5,199
WCA_03_MD_C,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,C,2,44,4,2,2,217
WCA_03_NC_B,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,B,2,30,3,2,2,196
WCA_04_MD_D,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,D,6,61,5,6,5,212
WCA_04_MD_E,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,E,2,68,5,2,12,203
WCA_04_NC_C,WCA_04,WCA,NY,Core,42.48974,74.5986,566,North_Carolina,C,6,61,5,6,5,196
WCA_04_NC_D,WCA_04,WCA,NY,Core,42.48974,74.5986,566,North_Carolina,D,6,55,4,6,13,197
WCA_04_VT_A,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,A,2,10,1,2,10,271
WCA_04_VT_B,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,B,6,27,2,6,13,278
WCA_04_VT_C,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,C,2,68,5,2,12,236
WCA_04_VT_D,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,D,5,21,2,5,7,249
WCA_04_VT_E,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,E,5,20,2,5,6,188
WCA_05_VT_D,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,D,4,58,5,4,2,195
WCA_05_VT_E,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,E,6,18,2,6,4,244
WCA_05_VT_A,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,A,4,43,4,4,1,244
WCA_05_VT_B,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,B,2,24,2,2,10,278
WCA_05_NC_D,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,D,2,52,4,2,10,206
WCA_05_NC_E,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,E,2,8,1,2,8,221
WCA_05_MD_A,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,A,2,52,4,2,10,199
WCA_05_MD_B,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,B,4,13,1,4,13,199
WCA_05_MD_C,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,C,6,32,3,6,4,210
WCA_05_NC_A,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,A,4,58,5,4,2,213
WCA_05_MD_D,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,D,4,29,3,4,1,202
WCA_05_MD_E,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,E,2,8,1,2,8,203
WCA_05_NC_C,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,C,4,43,4,4,1,234
WCA_07_VT_A,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,A,2,13,1,2,13,215
WCA_07_MD_C,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,C,3,55,4,3,13,202
WCA_07_MD_D,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,D,6,58,5,6,2,202
WCA_07_MD_E,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,E,4,26,2,4,12,203
WCA_07_NC_A,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,A,6,47,4,6,5,200
WCA_07_NC_B,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,B,3,41,3,3,13,196
WCA_07_VT_C,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,C,4,54,4,4,12,228
WCA_07_VT_D,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,D,6,19,2,6,5,236
WCA_07_VT_E,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,E,3,55,4,3,13,236
WCA_07_NC_C,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,C,6,58,5,6,2,196
WCA_07_NC_D,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,D,4,17,2,4,3,247
WCA_07_MD_A,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,A,4,31,3,4,3,243
WCA_07_MD_B,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,B,6,19,2,6,5,199
WCA_07_NC_E,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,E,4,40,3,4,12,198
WHI_01_VT_E,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,E,4,2,1,4,2,209
WHI_01_MD_A,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,A,3,66,5,3,10,204
WHI_01_MD_D,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,D,4,2,1,4,2,235
WHI_01_MD_E,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,E,2,15,2,2,1,207
WHI_01_NC_C,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,C,4,2,1,4,2,196
WHI_01_NC_E,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,E,2,29,3,2,1,197
WHI_01_VT_A,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,A,4,69,5,4,13,236
WHI_01_MD_B,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,B,5,30,3,5,2,199
WHI_01_VT_B,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,B,5,5,1,5,5,215
WHI_01_VT_C,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,C,2,43,4,2,1,249
WHI_01_VT_D,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,D,5,30,3,5,2,188
WHI_01_MD_C,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,C,4,69,5,4,13,238
WHI_01_NC_B,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,B,4,69,5,4,13,196
WHI_03_VT_A,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,A,3,34,3,3,6,215
WHI_03_VT_B,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,B,6,10,1,6,10,244
WHI_03_VT_C,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,C,6,55,4,6,13,215
WHI_03_VT_E,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,E,4,26,2,4,12,188
WHI_03_MD_A,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,A,2,61,5,2,5,204
WHI_03_MD_B,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,B,3,67,5,3,11,204
WHI_03_MD_C,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,C,4,40,3,4,12,232
WHI_03_MD_D,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,D,3,20,2,3,6,202
WHI_03_NC_A,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,A,5,4,1,5,4,200
WHI_03_NC_B,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,B,4,54,4,4,12,196
WHI_03_NC_D,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,D,2,61,5,2,5,197
WHI_03_MD_E,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,E,6,27,2,6,13,203
WHI_03_NC_E,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,E,6,41,3,6,13,198
WHI_04_NC_C,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,C,6,23,2,6,9,196
WHI_04_NC_E,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,E,3,41,3,3,13,206
WHI_04_VT_A,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,A,6,37,3,6,9,228
WHI_04_VT_B,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,B,2,19,2,2,5,256
WHI_04_VT_C,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,C,3,55,4,3,13,271
WHI_04_VT_E,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,E,4,24,2,4,10,195
WHI_04_MD_B,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Maryland,B,2,9,1,2,9,199
WHI_04_NC_B,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,B,4,52,4,4,10,234
WHI_05_VT_C,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,C,3,38,3,3,10,271
WHI_05_VT_D,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,D,6,64,5,6,8,249
WHI_05_VT_E,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,E,4,43,4,4,1,236
WHI_05_MD_B,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,B,2,7,1,2,7,204
WHI_05_MD_C,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,C,4,43,4,4,1,202
WHI_05_MD_D,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,D,6,36,3,6,8,202
WHI_05_MD_E,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,E,3,52,4,3,10,219
WHI_05_NC_A,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,A,6,64,5,6,8,206
WHI_05_VT_A,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,A,6,50,4,6,8,222
WHI_05_NC_B,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,B,4,29,3,4,1,206
WHI_05_NC_C,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,C,6,50,4,6,8,196
WHI_05_NC_E,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,E,3,24,2,3,10,202
WHI_05_VT_B,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,B,6,33,3,6,5,256
WHI_05_MD_A,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,A,6,19,2,6,5,221
WHI_07_VT_A,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,A,2,22,2,2,8,278
WHI_07_VT_B,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,B,3,23,2,3,9,278
WHI_07_MD_A,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,A,3,51,4,3,9,216
WHI_07_VT_C,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,C,3,54,4,3,12,249
WHI_07_VT_D,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,D,2,19,2,2,5,271
WHI_07_VT_E,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,E,2,6,1,2,6,197
WHI_07_MD_B,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,B,2,19,2,2,5,204
WHI_07_MD_C,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,C,6,65,5,6,9,202
WHI_07_MD_D,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,D,2,50,4,2,8,235
WHI_07_MD_E,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,E,3,26,2,3,12,203
WHI_07_NC_A,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,A,2,47,4,2,5,195
WHI_07_NC_B,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,B,6,65,5,6,9,196
WHI_12_VT_E,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,E,3,61,5,3,5,236
WHI_12_MD_E,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,E,5,20,2,5,6,240
WHI_12_NC_D,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,D,3,49,4,3,7,197
WHI_12_NC_E,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,E,5,34,3,5,6,206
WHI_12_MD_A,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,A,3,49,4,3,7,199
WHI_12_VT_A,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,A,3,21,2,3,7,236
WHI_12_VT_B,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,B,3,21,2,3,7,222
WHI_12_VT_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,C,5,48,4,5,6,236
WHI_12_VT_D,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,D,5,38,3,5,10,244
WHI_12_MD_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,C,5,10,1,5,10,232
WHI_12_MD_B,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,B,5,38,3,5,10,209
WHI_12_MD_D,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,D,3,49,4,3,7,202
WHI_12_NC_A,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,A,5,38,3,5,10,195
WHI_12_NC_B,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,B,5,10,1,5,10,196
WHI_12_NC_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,C,3,35,3,3,7,200
XBM_02_VT_B,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,B,3,64,5,3,8,256
XBM_02_VT_C,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,C,4,63,5,4,7,222
XBM_02_VT_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,D,4,20,2,4,6,271
XBM_02_VT_E,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,E,5,11,1,5,11,244
XBM_02_MD_A,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,A,5,7,1,5,7,243
XBM_02_MD_B,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,B,4,20,2,4,6,245
XBM_02_MD_C,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,C,3,60,5,3,4,238
XBM_02_MD_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,D,5,50,4,5,8,224
XBM_02_NC_A,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,A,4,48,4,4,6,213
XBM_02_NC_B,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,B,3,60,5,3,4,250
XBM_02_MD_E,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,E,4,63,5,4,7,240
XBM_02_NC_C,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,C,5,36,3,5,8,196
XBM_02_NC_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,D,5,7,1,5,7,247
XBM_02_NC_E,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,E,4,63,5,4,7,202
XBM_03_VT_A,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,A,3,39,3,3,11,244
XBM_03_VT_B,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,B,6,29,3,6,1,285
XBM_03_VT_C,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,C,4,11,1,4,11,249
XBM_03_VT_D,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,D,6,39,3,6,11,271
XBM_03_VT_E,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,E,6,39,3,6,11,219
XBM_03_MD_A,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,A,6,15,2,6,1,228
XBM_03_MD_B,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,B,6,39,3,6,11,251
XBM_03_MD_C,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,C,6,25,2,6,11,210
XBM_03_MD_D,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,D,3,25,2,3,11,205
XBM_03_NC_A,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,A,6,39,3,6,11,241
XBM_03_NC_B,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,B,6,25,2,6,11,241
XBM_03_MD_E,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,E,4,11,1,4,11,214
XBM_03_NC_C,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,C,3,25,2,3,11,241
XBM_03_NC_D,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,D,6,29,3,6,1,234
XBM_03_NC_E,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,E,4,11,1,4,11,221
XBM_04_VT_D,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Vermont,D,5,64,5,5,8,249
XBM_04_VT_E,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Vermont,E,5,59,5,5,3,249
XBM_04_MD_C,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Maryland,C,3,12,1,3,12,217
XBM_04_MD_D,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Maryland,D,2,68,5,2,12,235
XBM_04_MD_E,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Maryland,E,2,61,5,2,5,214
XBM_04_NC_A,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,North_Carolina,A,5,64,5,5,8,241
XBM_04_NC_B,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,North_Carolina,B,3,12,1,3,12,241
XBM_04_NC_C,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,North_Carolina,C,2,68,5,2,12,247
XBM_04_NC_D,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,North_Carolina,D,3,22,2,3,8,247
XBM_04_NC_E,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,North_Carolina,E,2,61,5,2,5,221
XBM_04_VT_A,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Vermont,A,6,3,1,6,3,236
XBM_04_VT_B,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Vermont,B,3,50,4,3,8,271
XBM_04_VT_C,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Vermont,C,2,61,5,2,5,244
XBM_04_MD_A,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Maryland,A,3,36,3,3,8,243
XBM_04_MD_B,XBM_04,XBM,PA,Margin,40.73425,77.75865,556,Maryland,B,3,7,1,3,7,224
XBM_05_VT_A,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Vermont,A,6,63,5,6,7,278
XBM_05_VT_B,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Vermont,B,2,64,5,2,8,271
XBM_05_VT_C,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Vermont,C,3,30,3,3,2,263
XBM_05_NC_E,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,North_Carolina,E,3,16,2,3,2,202
XBM_05_VT_D,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Vermont,D,5,66,5,5,10,215
XBM_05_VT_E,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Vermont,E,2,32,3,2,4,278
XBM_05_MD_E,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Maryland,E,3,44,4,3,2,203
XBM_05_NC_A,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,North_Carolina,A,5,66,5,5,10,200
XBM_05_NC_B,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,North_Carolina,B,2,18,2,2,4,196
XBM_05_MD_A,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Maryland,A,6,7,1,6,7,197
XBM_05_MD_B,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Maryland,B,3,5,1,3,5,245
XBM_05_MD_C,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Maryland,C,2,18,2,2,4,210
XBM_05_MD_D,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,Maryland,D,2,8,1,2,8,202
XBM_05_NC_C,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,North_Carolina,C,2,8,1,2,8,196
XBM_05_NC_D,XBM_05,XBM,PA,Margin,40.73351,77.75858,555,North_Carolina,D,6,7,1,6,7,247
XBM_06_NC_A,XBM_06,XBM,PA,Margin,40.73287,77.75868,553,North_Carolina,A,3,19,2,3,5,241
XBM_06_VT_A,XBM_06,XBM,PA,Margin,40.73287,77.75868,553,Vermont,A,5,5,1,5,5,278
XBM_06_VT_B,XBM_06,XBM,PA,Margin,40.73287,77.75868,553,Vermont,B,5,2,1,5,2,271
XBM_06_MD_A,XBM_06,XBM,PA,Margin,40.73287,77.75868,553,Maryland,A,3,69,5,3,13,243
