"plant_ID","Family","Population","Region","Latitude","Longitude","Elevation","Bed","mBed","Garden","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0","cGDD","BudSet","Growth"
"WCA_04_MD_E","WCA_04","WCA","Core",42.48974,74.5986,566,"E","Maryland_E","Maryland",-0.489413529234441,-2.72061712418119,-4.79104440324931,-3.53774746780395,35.2,743,36.4,282.5,662.4,203,10.5
"WCA_04_VT_E","WCA_04","WCA","Core",42.48974,74.5986,566,"E","Vermont_E","Vermont",-0.489413529234441,-2.72061712418119,-3.44541897005897,-5.80837560984597,35.2,743,39.25,531.5,591.2,188,9.5
"WCA_04_VT_A","WCA_04","WCA","Core",42.48974,74.5986,566,"A","Vermont_A","Vermont",-0.489413529234441,-2.72061712418119,-3.44541897005897,-5.80837560984597,35.2,743,39.25,531.5,554.55,271,14
"WCA_04_VT_E","WCA_04","WCA","Core",42.48974,74.5986,566,"E","Vermont_E","Vermont",-0.489413529234441,-2.72061712418119,-3.44541897005897,-5.80837560984597,35.2,743,39.25,531.5,554.55,188,9.5
"WCA_05_VT_D","WCA_05","WCA","Core",42.48933,74.59966,568,"D","Vermont_D","Vermont",-0.487631726515937,-2.7207584123754,-3.44541897005897,-5.80837560984597,35.2,744,39.25,531.5,591.2,195,18
"WCA_05_MD_A","WCA_05","WCA","Core",42.48933,74.59966,568,"A","Maryland_A","Maryland",-0.487631726515937,-2.7207584123754,-4.79104440324931,-3.53774746780395,35.2,744,36.4,282.5,703.95,199,20
"WCA_05_VT_E","WCA_05","WCA","Core",42.48933,74.59966,568,"E","Vermont_E","Vermont",-0.487631726515937,-2.7207584123754,-3.44541897005897,-5.80837560984597,35.2,744,39.25,531.5,554.55,244,20.5
"WCA_05_NC_A","WCA_05","WCA","Core",42.48933,74.59966,568,"A","North_Carolina_A","North_Carolina",-0.487631726515937,-2.7207584123754,-9.85361058869086,-5.01016433622286,35.2,744,37.75,53.5,626.35,213,28.5
"WCA_05_NC_C","WCA_05","WCA","Core",42.48933,74.59966,568,"C","North_Carolina_C","North_Carolina",-0.487631726515937,-2.7207584123754,-9.85361058869086,-5.01016433622286,35.2,744,37.75,53.5,725.5,234,31.5
"WCA_05_VT_A","WCA_05","WCA","Core",42.48933,74.59966,568,"A","Vermont_A","Vermont",-0.487631726515937,-2.7207584123754,-3.44541897005897,-5.80837560984597,35.2,744,39.25,531.5,601.1,244,14.5
"WCA_05_MD_E","WCA_05","WCA","Core",42.48933,74.59966,568,"E","Maryland_E","Maryland",-0.487631726515937,-2.7207584123754,-4.79104440324931,-3.53774746780395,35.2,744,36.4,282.5,662.4,203,12
"WCA_05_MD_C","WCA_05","WCA","Core",42.48933,74.59966,568,"C","Maryland_C","Maryland",-0.487631726515937,-2.7207584123754,-4.79104440324931,-3.53774746780395,35.2,744,36.4,282.5,696.9,210,16
"WCA_05_NC_D","WCA_05","WCA","Core",42.48933,74.59966,568,"D","North_Carolina_D","North_Carolina",-0.487631726515937,-2.7207584123754,-9.85361058869086,-5.01016433622286,35.2,744,37.75,53.5,750.9,206,12
"WCA_05_MD_D","WCA_05","WCA","Core",42.48933,74.59966,568,"D","Maryland_D","Maryland",-0.487631726515937,-2.7207584123754,-4.79104440324931,-3.53774746780395,35.2,744,36.4,282.5,696.9,202,21
"WCA_05_NC_E","WCA_05","WCA","Core",42.48933,74.59966,568,"E","North_Carolina_E","North_Carolina",-0.487631726515937,-2.7207584123754,-9.85361058869086,-5.01016433622286,35.2,744,37.75,53.5,750.9,221,12.5
"WCA_05_MD_B","WCA_05","WCA","Core",42.48933,74.59966,568,"B","Maryland_B","Maryland",-0.487631726515937,-2.7207584123754,-4.79104440324931,-3.53774746780395,35.2,744,36.4,282.5,696.9,199,15
"WCA_07_VT_A","WCA_07","WCA","Core",42.49206,74.64082,571,"A","Vermont_A","Vermont",-0.61975624002249,-2.73881892453233,-3.44541897005897,-5.80837560984597,35.3,726,39.25,531.5,591.2,215,13.5
"WCA_07_VT_C","WCA_07","WCA","Core",42.49206,74.64082,571,"C","Vermont_C","Vermont",-0.61975624002249,-2.73881892453233,-3.44541897005897,-5.80837560984597,35.3,726,39.25,531.5,591.2,228,17
"WCA_07_MD_D","WCA_07","WCA","Core",42.49206,74.64082,571,"D","Maryland_D","Maryland",-0.61975624002249,-2.73881892453233,-4.79104440324931,-3.53774746780395,35.3,726,36.4,282.5,662.4,202,16
"WCA_07_VT_D","WCA_07","WCA","Core",42.49206,74.64082,571,"D","Vermont_D","Vermont",-0.61975624002249,-2.73881892453233,-3.44541897005897,-5.80837560984597,35.3,726,39.25,531.5,554.55,236,11.5
"WCA_07_MD_C","WCA_07","WCA","Core",42.49206,74.64082,571,"C","Maryland_C","Maryland",-0.61975624002249,-2.73881892453233,-4.79104440324931,-3.53774746780395,35.3,726,36.4,282.5,696.9,202,24
"WCA_07_NC_C","WCA_07","WCA","Core",42.49206,74.64082,571,"C","North_Carolina_C","North_Carolina",-0.61975624002249,-2.73881892453233,-9.85361058869086,-5.01016433622286,35.3,726,37.75,53.5,684.95,196,17.5
"WCA_07_MD_B","WCA_07","WCA","Core",42.49206,74.64082,571,"B","Maryland_B","Maryland",-0.61975624002249,-2.73881892453233,-4.79104440324931,-3.53774746780395,35.3,726,36.4,282.5,642.5,199,14.5
"WCA_07_NC_E","WCA_07","WCA","Core",42.49206,74.64082,571,"E","North_Carolina_E","North_Carolina",-0.61975624002249,-2.73881892453233,-9.85361058869086,-5.01016433622286,35.3,726,37.75,53.5,750.9,198,15
"WCA_07_NC_B","WCA_07","WCA","Core",42.49206,74.64082,571,"B","North_Carolina_B","North_Carolina",-0.61975624002249,-2.73881892453233,-9.85361058869086,-5.01016433622286,35.3,726,37.75,53.5,750.9,196,14.5
"WCA_07_NC_D","WCA_07","WCA","Core",42.49206,74.64082,571,"D","North_Carolina_D","North_Carolina",-0.61975624002249,-2.73881892453233,-9.85361058869086,-5.01016433622286,35.3,726,37.75,53.5,725.5,247,31.5
"WCA_07_MD_E","WCA_07","WCA","Core",42.49206,74.64082,571,"E","Maryland_E","Maryland",-0.61975624002249,-2.73881892453233,-4.79104440324931,-3.53774746780395,35.3,726,36.4,282.5,693.8,203,22.5
"WCA_07_MD_A","WCA_07","WCA","Core",42.49206,74.64082,571,"A","Maryland_A","Maryland",-0.61975624002249,-2.73881892453233,-4.79104440324931,-3.53774746780395,35.3,726,36.4,282.5,613.55,243,26.5
"WHI_01_MD_B","WHI_01","WHI","Core",44.39593,73.90094,893,"B","Maryland_B","Maryland",2.17141420658816,-0.810405240866518,-4.79104440324931,-3.53774746780395,33.7,1174,36.4,282.5,674.8,199,14.5
"WHI_01_MD_A","WHI_01","WHI","Core",44.39593,73.90094,893,"A","Maryland_A","Maryland",2.17141420658816,-0.810405240866518,-4.79104440324931,-3.53774746780395,33.7,1174,36.4,282.5,657.5,204,15
"WHI_01_VT_C","WHI_01","WHI","Core",44.39593,73.90094,893,"C","Vermont_C","Vermont",2.17141420658816,-0.810405240866518,-3.44541897005897,-5.80837560984597,33.7,1174,39.25,531.5,523.95,249,10.5
"WHI_01_MD_C","WHI_01","WHI","Core",44.39593,73.90094,893,"C","Maryland_C","Maryland",2.17141420658816,-0.810405240866518,-4.79104440324931,-3.53774746780395,33.7,1174,36.4,282.5,665.65,238,33
"WHI_01_NC_E","WHI_01","WHI","Core",44.39593,73.90094,893,"E","North_Carolina_E","North_Carolina",2.17141420658816,-0.810405240866518,-9.85361058869086,-5.01016433622286,33.7,1174,37.75,53.5,684.95,197,20.5
"WHI_01_NC_C","WHI_01","WHI","Core",44.39593,73.90094,893,"C","North_Carolina_C","North_Carolina",2.17141420658816,-0.810405240866518,-9.85361058869086,-5.01016433622286,33.7,1174,37.75,53.5,684.95,196,8
"WHI_01_VT_B","WHI_01","WHI","Core",44.39593,73.90094,893,"B","Vermont_B","Vermont",2.17141420658816,-0.810405240866518,-3.44541897005897,-5.80837560984597,33.7,1174,39.25,531.5,568.5,215,16
"WHI_01_VT_A","WHI_01","WHI","Core",44.39593,73.90094,893,"A","Vermont_A","Vermont",2.17141420658816,-0.810405240866518,-3.44541897005897,-5.80837560984597,33.7,1174,39.25,531.5,568.5,236,11.5
"WHI_01_VT_E","WHI_01","WHI","Core",44.39593,73.90094,893,"E","Vermont_E","Vermont",2.17141420658816,-0.810405240866518,-3.44541897005897,-5.80837560984597,33.7,1174,39.25,531.5,554.55,209,16
"WHI_01_NC_B","WHI_01","WHI","Core",44.39593,73.90094,893,"B","North_Carolina_B","North_Carolina",2.17141420658816,-0.810405240866518,-9.85361058869086,-5.01016433622286,33.7,1174,37.75,53.5,634.4,196,13
"WHI_01_VT_A","WHI_01","WHI","Core",44.39593,73.90094,893,"A","Vermont_A","Vermont",2.17141420658816,-0.810405240866518,-3.44541897005897,-5.80837560984597,33.7,1174,39.25,531.5,538.3,236,11.5
"WHI_01_MD_D","WHI_01","WHI","Core",44.39593,73.90094,893,"D","Maryland_D","Maryland",2.17141420658816,-0.810405240866518,-4.79104440324931,-3.53774746780395,33.7,1174,36.4,282.5,674.8,235,6
"WHI_01_MD_E","WHI_01","WHI","Core",44.39593,73.90094,893,"E","Maryland_E","Maryland",2.17141420658816,-0.810405240866518,-4.79104440324931,-3.53774746780395,33.7,1174,36.4,282.5,642.5,207,19
"WHI_01_VT_D","WHI_01","WHI","Core",44.39593,73.90094,893,"D","Vermont_D","Vermont",2.17141420658816,-0.810405240866518,-3.44541897005897,-5.80837560984597,33.7,1174,39.25,531.5,554.55,188,16.5
"WHI_03_VT_B","WHI_03","WHI","Core",44.39735,73.89967,881,"B","Vermont_B","Vermont",2.12571572499953,-0.850049515165028,-3.44541897005897,-5.80837560984597,33.7,1168,39.25,531.5,538.3,244,14.5
"WHI_03_NC_D","WHI_03","WHI","Core",44.39735,73.89967,881,"D","North_Carolina_D","North_Carolina",2.12571572499953,-0.850049515165028,-9.85361058869086,-5.01016433622286,33.7,1168,37.75,53.5,634.4,197,17
"WHI_03_VT_C","WHI_03","WHI","Core",44.39735,73.89967,881,"C","Vermont_C","Vermont",2.12571572499953,-0.850049515165028,-3.44541897005897,-5.80837560984597,33.7,1168,39.25,531.5,554.55,215,13.5
"WHI_03_NC_E","WHI_03","WHI","Core",44.39735,73.89967,881,"E","North_Carolina_E","North_Carolina",2.12571572499953,-0.850049515165028,-9.85361058869086,-5.01016433622286,33.7,1168,37.75,53.5,684.95,198,17
"WHI_03_VT_E","WHI_03","WHI","Core",44.39735,73.89967,881,"E","Vermont_E","Vermont",2.12571572499953,-0.850049515165028,-3.44541897005897,-5.80837560984597,33.7,1168,39.25,531.5,554.55,188,17
"WHI_03_MD_D","WHI_03","WHI","Core",44.39735,73.89967,881,"D","Maryland_D","Maryland",2.12571572499953,-0.850049515165028,-4.79104440324931,-3.53774746780395,33.7,1168,36.4,282.5,662.4,202,12
"WHI_03_MD_A","WHI_03","WHI","Core",44.39735,73.89967,881,"A","Maryland_A","Maryland",2.12571572499953,-0.850049515165028,-4.79104440324931,-3.53774746780395,33.7,1168,36.4,282.5,657.5,204,16
"WHI_03_VT_A","WHI_03","WHI","Core",44.39735,73.89967,881,"A","Vermont_A","Vermont",2.12571572499953,-0.850049515165028,-3.44541897005897,-5.80837560984597,33.7,1168,39.25,531.5,568.5,215,10
"WHI_03_MD_B","WHI_03","WHI","Core",44.39735,73.89967,881,"B","Maryland_B","Maryland",2.12571572499953,-0.850049515165028,-4.79104440324931,-3.53774746780395,33.7,1168,36.4,282.5,613.55,204,28.5
"WHI_03_MD_E","WHI_03","WHI","Core",44.39735,73.89967,881,"E","Maryland_E","Maryland",2.12571572499953,-0.850049515165028,-4.79104440324931,-3.53774746780395,33.7,1168,36.4,282.5,662.4,203,20
"WHI_03_NC_B","WHI_03","WHI","Core",44.39735,73.89967,881,"B","North_Carolina_B","North_Carolina",2.12571572499953,-0.850049515165028,-9.85361058869086,-5.01016433622286,33.7,1168,37.75,53.5,626.35,196,10
"WHI_03_MD_C","WHI_03","WHI","Core",44.39735,73.89967,881,"C","Maryland_C","Maryland",2.12571572499953,-0.850049515165028,-4.79104440324931,-3.53774746780395,33.7,1168,36.4,282.5,629.9,232,16
"WHI_03_NC_A","WHI_03","WHI","Core",44.39735,73.89967,881,"A","North_Carolina_A","North_Carolina",2.12571572499953,-0.850049515165028,-9.85361058869086,-5.01016433622286,33.7,1168,37.75,53.5,684.95,200,12.5
"WHI_04_VT_E","WHI_04","WHI","Core",44.39754,73.89878,877,"E","Vermont_E","Vermont",2.12581321089819,-0.858813938987684,-3.44541897005897,-5.80837560984597,33.7,1167,39.25,531.5,554.55,195,14.5
"WHI_04_MD_B","WHI_04","WHI","Core",44.39754,73.89878,877,"B","Maryland_B","Maryland",2.12581321089819,-0.858813938987684,-4.79104440324931,-3.53774746780395,33.7,1167,36.4,282.5,683.5,199,15.5
"WHI_04_NC_C","WHI_04","WHI","Core",44.39754,73.89878,877,"C","North_Carolina_C","North_Carolina",2.12581321089819,-0.858813938987684,-9.85361058869086,-5.01016433622286,33.7,1167,37.75,53.5,750.9,196,9
"WHI_04_NC_E","WHI_04","WHI","Core",44.39754,73.89878,877,"E","North_Carolina_E","North_Carolina",2.12581321089819,-0.858813938987684,-9.85361058869086,-5.01016433622286,33.7,1167,37.75,53.5,750.9,206,15
"WHI_04_VT_A","WHI_04","WHI","Core",44.39754,73.89878,877,"A","Vermont_A","Vermont",2.12581321089819,-0.858813938987684,-3.44541897005897,-5.80837560984597,33.7,1167,39.25,531.5,538.3,228,18
"WHI_04_VT_B","WHI_04","WHI","Core",44.39754,73.89878,877,"B","Vermont_B","Vermont",2.12581321089819,-0.858813938987684,-3.44541897005897,-5.80837560984597,33.7,1167,39.25,531.5,554.55,256,9
"WHI_04_NC_B","WHI_04","WHI","Core",44.39754,73.89878,877,"B","North_Carolina_B","North_Carolina",2.12581321089819,-0.858813938987684,-9.85361058869086,-5.01016433622286,33.7,1167,37.75,53.5,626.35,234,12
"WHI_05_MD_D","WHI_05","WHI","Core",44.3988,73.8951,852,"D","Maryland_D","Maryland",2.02654030714191,-0.958490535646343,-4.79104440324931,-3.53774746780395,33.8,1159,36.4,282.5,674.8,202,13
"WHI_05_VT_E","WHI_05","WHI","Core",44.3988,73.8951,852,"E","Vermont_E","Vermont",2.02654030714191,-0.958490535646343,-3.44541897005897,-5.80837560984597,33.8,1159,39.25,531.5,591.2,236,13
"WHI_05_NC_A","WHI_05","WHI","Core",44.3988,73.8951,852,"A","North_Carolina_A","North_Carolina",2.02654030714191,-0.958490535646343,-9.85361058869086,-5.01016433622286,33.8,1159,37.75,53.5,626.35,206,16
"WHI_05_MD_E","WHI_05","WHI","Core",44.3988,73.8951,852,"E","Maryland_E","Maryland",2.02654030714191,-0.958490535646343,-4.79104440324931,-3.53774746780395,33.8,1159,36.4,282.5,662.4,219,13
"WHI_05_VT_D","WHI_05","WHI","Core",44.3988,73.8951,852,"D","Vermont_D","Vermont",2.02654030714191,-0.958490535646343,-3.44541897005897,-5.80837560984597,33.8,1159,39.25,531.5,538.3,249,15.5
"WHI_05_VT_A","WHI_05","WHI","Core",44.3988,73.8951,852,"A","Vermont_A","Vermont",2.02654030714191,-0.958490535646343,-3.44541897005897,-5.80837560984597,33.8,1159,39.25,531.5,568.5,222,22.5
"WHI_05_MD_B","WHI_05","WHI","Core",44.3988,73.8951,852,"B","Maryland_B","Maryland",2.02654030714191,-0.958490535646343,-4.79104440324931,-3.53774746780395,33.8,1159,36.4,282.5,665.65,204,18.5
"WHI_05_NC_C","WHI_05","WHI","Core",44.3988,73.8951,852,"C","North_Carolina_C","North_Carolina",2.02654030714191,-0.958490535646343,-9.85361058869086,-5.01016433622286,33.8,1159,37.75,53.5,684.95,196,11.5
"WHI_05_MD_A","WHI_05","WHI","Core",44.3988,73.8951,852,"A","Maryland_A","Maryland",2.02654030714191,-0.958490535646343,-4.79104440324931,-3.53774746780395,33.8,1159,36.4,282.5,642.5,221,4.6
"WHI_05_NC_E","WHI_05","WHI","Core",44.3988,73.8951,852,"E","North_Carolina_E","North_Carolina",2.02654030714191,-0.958490535646343,-9.85361058869086,-5.01016433622286,33.8,1159,37.75,53.5,750.9,202,9
"WHI_05_MD_C","WHI_05","WHI","Core",44.3988,73.8951,852,"C","Maryland_C","Maryland",2.02654030714191,-0.958490535646343,-4.79104440324931,-3.53774746780395,33.8,1159,36.4,282.5,642.5,202,17.5
"WHI_05_NC_B","WHI_05","WHI","Core",44.3988,73.8951,852,"B","North_Carolina_B","North_Carolina",2.02654030714191,-0.958490535646343,-9.85361058869086,-5.01016433622286,33.8,1159,37.75,53.5,750.9,206,15
"WHI_05_VT_B","WHI_05","WHI","Core",44.3988,73.8951,852,"B","Vermont_B","Vermont",2.02654030714191,-0.958490535646343,-3.44541897005897,-5.80837560984597,33.8,1159,39.25,531.5,538.3,256,16.5
"WHI_07_MD_C","WHI_07","WHI","Core",44.37091,73.90691,1208,"C","Maryland_C","Maryland",3.34456821806578,0.321176704397041,-4.79104440324931,-3.53774746780395,32.4,1323,36.4,282.5,665.65,202,12.5
"WHI_07_NC_B","WHI_07","WHI","Core",44.37091,73.90691,1208,"B","North_Carolina_B","North_Carolina",3.34456821806578,0.321176704397041,-9.85361058869086,-5.01016433622286,32.4,1323,37.75,53.5,684.95,196,5.5
"WHI_07_NC_A","WHI_07","WHI","Core",44.37091,73.90691,1208,"A","North_Carolina_A","North_Carolina",3.34456821806578,0.321176704397041,-9.85361058869086,-5.01016433622286,32.4,1323,37.75,53.5,626.35,195,8
"WHI_07_MD_B","WHI_07","WHI","Core",44.37091,73.90691,1208,"B","Maryland_B","Maryland",3.34456821806578,0.321176704397041,-4.79104440324931,-3.53774746780395,32.4,1323,36.4,282.5,657.5,204,18.5
"WHI_07_MD_A","WHI_07","WHI","Core",44.37091,73.90691,1208,"A","Maryland_A","Maryland",3.34456821806578,0.321176704397041,-4.79104440324931,-3.53774746780395,32.4,1323,36.4,282.5,674.8,216,23
"WHI_07_VT_C","WHI_07","WHI","Core",44.37091,73.90691,1208,"C","Vermont_C","Vermont",3.34456821806578,0.321176704397041,-3.44541897005897,-5.80837560984597,32.4,1323,39.25,531.5,538.3,249,17
"WHI_07_MD_E","WHI_07","WHI","Core",44.37091,73.90691,1208,"E","Maryland_E","Maryland",3.34456821806578,0.321176704397041,-4.79104440324931,-3.53774746780395,32.4,1323,36.4,282.5,679.3,203,14
"WHI_07_VT_E","WHI_07","WHI","Core",44.37091,73.90691,1208,"E","Vermont_E","Vermont",3.34456821806578,0.321176704397041,-3.44541897005897,-5.80837560984597,32.4,1323,39.25,531.5,554.55,197,13
"WHI_07_MD_D","WHI_07","WHI","Core",44.37091,73.90691,1208,"D","Maryland_D","Maryland",3.34456821806578,0.321176704397041,-4.79104440324931,-3.53774746780395,32.4,1323,36.4,282.5,629.9,235,26
"WHI_12_MD_A","WHI_12","WHI","Core",44.39975,73.85603,573,"A","Maryland_A","Maryland",1.21655942273336,-2.39445171900468,-4.79104440324931,-3.53774746780395,35,1055,36.4,282.5,657.5,199,10.5
"WHI_12_NC_D","WHI_12","WHI","Core",44.39975,73.85603,573,"D","North_Carolina_D","North_Carolina",1.21655942273336,-2.39445171900468,-9.85361058869086,-5.01016433622286,35,1055,37.75,53.5,684.95,197,11.5
"WHI_12_VT_D","WHI_12","WHI","Core",44.39975,73.85603,573,"D","Vermont_D","Vermont",1.21655942273336,-2.39445171900468,-3.44541897005897,-5.80837560984597,35,1055,39.25,531.5,591.2,244,12
"WHI_12_NC_B","WHI_12","WHI","Core",44.39975,73.85603,573,"B","North_Carolina_B","North_Carolina",1.21655942273336,-2.39445171900468,-9.85361058869086,-5.01016433622286,35,1055,37.75,53.5,750.9,196,12
"WHI_12_VT_A","WHI_12","WHI","Core",44.39975,73.85603,573,"A","Vermont_A","Vermont",1.21655942273336,-2.39445171900468,-3.44541897005897,-5.80837560984597,35,1055,39.25,531.5,591.2,236,12
"WHI_12_VT_E","WHI_12","WHI","Core",44.39975,73.85603,573,"E","Vermont_E","Vermont",1.21655942273336,-2.39445171900468,-3.44541897005897,-5.80837560984597,35,1055,39.25,531.5,568.5,236,20.5
"WHI_12_NC_A","WHI_12","WHI","Core",44.39975,73.85603,573,"A","North_Carolina_A","North_Carolina",1.21655942273336,-2.39445171900468,-9.85361058869086,-5.01016433622286,35,1055,37.75,53.5,750.9,195,10.5
"WHI_12_VT_C","WHI_12","WHI","Core",44.39975,73.85603,573,"C","Vermont_C","Vermont",1.21655942273336,-2.39445171900468,-3.44541897005897,-5.80837560984597,35,1055,39.25,531.5,554.55,236,9.5
"WHI_12_MD_E","WHI_12","WHI","Core",44.39975,73.85603,573,"E","Maryland_E","Maryland",1.21655942273336,-2.39445171900468,-4.79104440324931,-3.53774746780395,35,1055,36.4,282.5,669.6,240,24
"WHI_12_MD_C","WHI_12","WHI","Core",44.39975,73.85603,573,"C","Maryland_C","Maryland",1.21655942273336,-2.39445171900468,-4.79104440324931,-3.53774746780395,35,1055,36.4,282.5,715.1,232,10.5
"WHI_12_NC_C","WHI_12","WHI","Core",44.39975,73.85603,573,"C","North_Carolina_C","North_Carolina",1.21655942273336,-2.39445171900468,-9.85361058869086,-5.01016433622286,35,1055,37.75,53.5,750.9,200,8.5
"WHI_12_VT_C","WHI_12","WHI","Core",44.39975,73.85603,573,"C","Vermont_C","Vermont",1.21655942273336,-2.39445171900468,-3.44541897005897,-5.80837560984597,35,1055,39.25,531.5,591.2,236,9.5
"WHI_12_MD_B","WHI_12","WHI","Core",44.39975,73.85603,573,"B","Maryland_B","Maryland",1.21655942273336,-2.39445171900468,-4.79104440324931,-3.53774746780395,35,1055,36.4,282.5,696.9,209,13
"WHI_12_VT_B","WHI_12","WHI","Core",44.39975,73.85603,573,"B","Vermont_B","Vermont",1.21655942273336,-2.39445171900468,-3.44541897005897,-5.80837560984597,35,1055,39.25,531.5,591.2,222,15
"WHI_12_MD_D","WHI_12","WHI","Core",44.39975,73.85603,573,"D","Maryland_D","Maryland",1.21655942273336,-2.39445171900468,-4.79104440324931,-3.53774746780395,35,1055,36.4,282.5,696.9,202,23
"XBM_02_VT_C","XBM_02","XBM","Margin",40.73345,77.75672,552,"C","Vermont_C","Vermont",-2.3239965913312,-3.17135701452705,-3.44541897005897,-5.80837560984597,36.3,507,39.25,531.5,554.55,222,22.5
"XBM_02_NC_C","XBM_02","XBM","Margin",40.73345,77.75672,552,"C","North_Carolina_C","North_Carolina",-2.3239965913312,-3.17135701452705,-9.85361058869086,-5.01016433622286,36.3,507,37.75,53.5,777.7,196,15.5
"XBM_02_NC_A","XBM_02","XBM","Margin",40.73345,77.75672,552,"A","North_Carolina_A","North_Carolina",-2.3239965913312,-3.17135701452705,-9.85361058869086,-5.01016433622286,36.3,507,37.75,53.5,604.35,213,27
"XBM_02_VT_E","XBM_02","XBM","Margin",40.73345,77.75672,552,"E","Vermont_E","Vermont",-2.3239965913312,-3.17135701452705,-3.44541897005897,-5.80837560984597,36.3,507,39.25,531.5,554.55,244,37
"XBM_02_MD_A","XBM_02","XBM","Margin",40.73345,77.75672,552,"A","Maryland_A","Maryland",-2.3239965913312,-3.17135701452705,-4.79104440324931,-3.53774746780395,36.3,507,36.4,282.5,613.55,243,54.3
"XBM_02_VT_D","XBM_02","XBM","Margin",40.73345,77.75672,552,"D","Vermont_D","Vermont",-2.3239965913312,-3.17135701452705,-3.44541897005897,-5.80837560984597,36.3,507,39.25,531.5,568.5,271,3.5
"XBM_02_NC_D","XBM_02","XBM","Margin",40.73345,77.75672,552,"D","North_Carolina_D","North_Carolina",-2.3239965913312,-3.17135701452705,-9.85361058869086,-5.01016433622286,36.3,507,37.75,53.5,684.95,247,43
"XBM_02_MD_D","XBM_02","XBM","Margin",40.73345,77.75672,552,"D","Maryland_D","Maryland",-2.3239965913312,-3.17135701452705,-4.79104440324931,-3.53774746780395,36.3,507,36.4,282.5,662.4,224,41.5
"XBM_02_NC_B","XBM_02","XBM","Margin",40.73345,77.75672,552,"B","North_Carolina_B","North_Carolina",-2.3239965913312,-3.17135701452705,-9.85361058869086,-5.01016433622286,36.3,507,37.75,53.5,626.35,250,50.5
"XBM_02_MD_C","XBM_02","XBM","Margin",40.73345,77.75672,552,"C","Maryland_C","Maryland",-2.3239965913312,-3.17135701452705,-4.79104440324931,-3.53774746780395,36.3,507,36.4,282.5,613.55,238,25
"XBM_02_VT_B","XBM_02","XBM","Margin",40.73345,77.75672,552,"B","Vermont_B","Vermont",-2.3239965913312,-3.17135701452705,-3.44541897005897,-5.80837560984597,36.3,507,39.25,531.5,610.9,256,19
"XBM_02_NC_E","XBM_02","XBM","Margin",40.73345,77.75672,552,"E","North_Carolina_E","North_Carolina",-2.3239965913312,-3.17135701452705,-9.85361058869086,-5.01016433622286,36.3,507,37.75,53.5,634.4,202,23
"XBM_02_MD_B","XBM_02","XBM","Margin",40.73345,77.75672,552,"B","Maryland_B","Maryland",-2.3239965913312,-3.17135701452705,-4.79104440324931,-3.53774746780395,36.3,507,36.4,282.5,595.9,245,41
"XBM_02_VT_D","XBM_02","XBM","Margin",40.73345,77.75672,552,"D","Vermont_D","Vermont",-2.3239965913312,-3.17135701452705,-3.44541897005897,-5.80837560984597,36.3,507,39.25,531.5,554.55,271,3.5
"XBM_02_MD_E","XBM_02","XBM","Margin",40.73345,77.75672,552,"E","Maryland_E","Maryland",-2.3239965913312,-3.17135701452705,-4.79104440324931,-3.53774746780395,36.3,507,36.4,282.5,693.8,240,36.5
"XBM_03_VT_E","XBM_03","XBM","Margin",40.73457,77.75919,561,"E","Vermont_E","Vermont",-2.30902863007121,-3.14719189727517,-3.44541897005897,-5.80837560984597,36.2,510,39.25,531.5,554.55,219,30
"XBM_03_NC_E","XBM_03","XBM","Margin",40.73457,77.75919,561,"E","North_Carolina_E","North_Carolina",-2.30902863007121,-3.14719189727517,-9.85361058869086,-5.01016433622286,36.2,510,37.75,53.5,684.95,221,31
"XBM_03_MD_D","XBM_03","XBM","Margin",40.73457,77.75919,561,"D","Maryland_D","Maryland",-2.30902863007121,-3.14719189727517,-4.79104440324931,-3.53774746780395,36.2,510,36.4,282.5,683.5,205,62.5
"XBM_03_MD_A","XBM_03","XBM","Margin",40.73457,77.75919,561,"A","Maryland_A","Maryland",-2.30902863007121,-3.14719189727517,-4.79104440324931,-3.53774746780395,36.2,510,36.4,282.5,657.5,228,26.5
"XBM_03_MD_C","XBM_03","XBM","Margin",40.73457,77.75919,561,"C","Maryland_C","Maryland",-2.30902863007121,-3.14719189727517,-4.79104440324931,-3.53774746780395,36.2,510,36.4,282.5,729,210,24.5
"XBM_03_VT_A","XBM_03","XBM","Margin",40.73457,77.75919,561,"A","Vermont_A","Vermont",-2.30902863007121,-3.14719189727517,-3.44541897005897,-5.80837560984597,36.2,510,39.25,531.5,591.2,244,34.5
"XBM_03_MD_E","XBM_03","XBM","Margin",40.73457,77.75919,561,"E","Maryland_E","Maryland",-2.30902863007121,-3.14719189727517,-4.79104440324931,-3.53774746780395,36.2,510,36.4,282.5,662.4,214,25
"XBM_03_VT_C","XBM_03","XBM","Margin",40.73457,77.75919,561,"C","Vermont_C","Vermont",-2.30902863007121,-3.14719189727517,-3.44541897005897,-5.80837560984597,36.2,510,39.25,531.5,591.2,249,28.5
"XBM_03_VT_D","XBM_03","XBM","Margin",40.73457,77.75919,561,"D","Vermont_D","Vermont",-2.30902863007121,-3.14719189727517,-3.44541897005897,-5.80837560984597,36.2,510,39.25,531.5,591.2,271,35
"XBM_03_NC_A","XBM_03","XBM","Margin",40.73457,77.75919,561,"A","North_Carolina_A","North_Carolina",-2.30902863007121,-3.14719189727517,-9.85361058869086,-5.01016433622286,36.2,510,37.75,53.5,684.95,241,50.5
