"","Family","Pop","Tree","State","Region","Date","lat","lon","Elevation","BudSet2019_Plasticity","BudSet2020_Plasticity","BudBreak2020_Plasticity","growth2019_Plasticity","growth2020_Plasticity"
"25","B_04","B",4,"VT","C",2192016,44.10908,-73.0713,328,0.00969564860236671,0.136581548996954,0.197424172889913,-0.184236611071962,0.232418454044461
"26","B_05","B",5,"VT","C",2192016,44.10836,-73.0715,310,-0.00308115438990763,0.127426313234063,0.213232934956728,0.0744417849865299,0.227217640831272
"27","B_06","B",6,"VT","C",2192016,44.10889,-73.0714,321,0.0549255398921178,0.120458478465314,0.210252345515412,-0.0798152656519525,0.340249745344481
"28","BAL_01","BAL",1,"NY","C",8302017,44.1528,-73.64591,570,0.0399330503949817,0.11807708946608,0.211097240593065,0.105056802490274,0.00243090119941914
"29","BAL_02","BAL",2,"NY","C",8302017,44.1517,-73.65127,620,0.042633651204014,0.110152555617695,0.208371344634309,-0.0658064095628001,0.256869511960954
"30","BAL_03","BAL",3,"NY","C",8302017,44.15337,-73.65371,650,0.107097546079912,0.120591648664826,0.210231270702571,-0.0610810282432052,0.113336746648626
"31","BAL_04","BAL",4,"NY","C",8302017,44.15409,-73.65688,670,0.0674626413622708,0.116290111371461,0.198547908881528,-0.248757361437109,0.0718195189741116
"32","BAL_05","BAL",5,"NY","C",8302017,44.15415,-73.65799,698,0.060324643628709,0.124974322284707,0.235464726374581,0.0656109703132141,0.0132050920918788
"33","BAL_10","BAL",10,"NY","C",8302017,44.16008,-73.66681,918,0.103233031478394,0.122857413508405,0.214536478991474,0.0866080991703117,0.23853073568196
"34","BBE_01","BBE",1,"NH","C",10132017,43.83596,-71.55484,365,0.122662224374975,0.119097998814323,0.209018058719729,0.2200835821484,0.152836249691079
"35","BBE_02","BBE",2,"NH","C",10132017,43.83457,-71.54906,368,0.0917023815608105,0.141352973608494,0.180554588668318,0.0752817801227865,0.294381818461799
"36","BBE_03","BBE",3,"NH","C",10142017,43.83484,-71.53966,373,0.0956622552042653,0.121413344439675,0.207271686647924,-0.127715092371976,0.18407193442476
"37","BBE_04","BBE",4,"NH","C",10142017,43.83367,-71.53963,383,0.0639550505832245,0.111568441003848,0.177518563000773,0.0304119752699174,0.132877128619127
"38","BBE_05","BBE",5,"NH","C",10142017,43.83176,-71.54305,374,0.115310512953333,0.11043286957252,0.205675020819966,0.282885557325045,0.226438169304159
"39","BER_01","BER",1,"ME","C",11262017,44.69079,-70.37595,481,0.113738960986423,0.10738308474387,0.206611515011772,0.198712703598312,0.185467961070478
"40","BER_02","BER",2,"ME","C",11262017,44.69043,-70.37637,487,0.137126811084165,0.110879599508374,0.225047482172754,0.293862644271641,0.249541085647183
"41","BER_03","BER",3,"ME","C",11262017,44.68987,-70.37686,482,0.112047512860893,0.124516730336717,0.196799539109374,0.144299750780758,0.0453995174636812
"42","BER_04","BER",4,"ME","C",11262017,44.68953,-70.37609,487,0.119741702877253,0.145716907289913,0.202814509731437,0.210935378908138,0.0453578324720545
"43","BER_05","BER",5,"ME","C",11262017,44.68899,-70.37624,492,0.0875868210342758,0.126838002540928,0.234438622957773,0.1745753589231,0.180224983275718
"44","BER_06","BER",6,"ME","C",11262017,44.68834,-70.37627,496,0.0383690106119637,0.101715374668937,0.194667171739614,-0.161679527914868,0.077158389048065
"45","BFA_01","BFA",1,"WV","E",9282017,38.4766,-79.7229,1348,0.106191145428677,0.114175219040892,0.204545908536221,0.138391095895428,0.0586548586951141
"46","BFA_02","BFA",2,"WV","E",9282017,38.47666,-79.71849,1325,0.0872682249612828,0.119442407273964,0.195444349482573,-0.00386861059809951,0.149703942175352
"47","BFA_03","BFA",3,"WV","E",9282017,38.47696,-79.71696,1336,0.0956837074155665,0.137563315555616,0.214487643894504,0.244738100906905,0.240141326771172
"48","BFA_04","BFA",4,"WV","E",9282017,38.47797,-79.7165,1333,0.15598326725963,0.0919446691130012,0.208174612513406,0.229415840800585,-0.0724626318415158
"49","BFA_05","BFA",5,"WV","E",9282017,38.47892,-79.71738,1328,0.0876020571348137,0.130110126886477,0.19278710187217,0.000508061876643471,0.0486561037279612
"50","BLA_01","BLA",1,"PA","M",9132017,41.11477,-75.59536,475,0.063790218305555,0.127986433232247,0.221266143019727,-0.157484390613613,0.101796679768936
"51","BLA_02","BLA",2,"PA","M",9132017,41.11296,-75.59274,499,0.0895342044454388,0.111391328995931,0.21231537073111,0.157153061802098,-0.0465422565273774
"52","BLA_03","BLA",3,"PA","M",9132017,41.11094,-75.58869,513,0.111506178631231,0.101459624592414,0.20228305695481,0.100864079651943,-0.244112369145882
"53","BLA_04","BLA",4,"PA","M",9132017,41.11113,-75.58817,513,0.0785081289042976,0.113764607545919,0.237195062366482,0.274903006948172,0.197482299610965
"54","BLA_05","BLA",5,"PA","M",9132017,41.11547,-75.59589,510,0.187894793202675,0.110863742188024,0.243610430900692,0.39761911330501,-0.147223480910497
"55","BRA_01","BRA",1,"PA","M",9132017,41.15817,-75.53619,520,0.0831025095377697,0.136170233889641,0.216817531553299,0.00434090361583079,0.0944395357056161
"56","BRA_02","BRA",2,"PA","M",9132017,41.15854,-75.53651,531,0.0467476958263465,0.119979371863991,0.231398090543488,0.184856470325603,0.211019101082221
"57","BRA_03","BRA",3,"PA","M",9132017,41.16102,-75.53809,528,0.0928280003587995,0.116602317795878,0.217057211019956,0.098637376721962,-0.192632622191599
"58","BRA_04","BRA",4,"PA","M",9132017,41.16406,-75.54375,531,0.0904492612317689,0.106465086701719,0.186201482919635,0.176801327034729,-0.0206511376101771
"59","BRA_05","BRA",5,"PA","M",9132017,41.15577,-75.52876,539,0.101834100475307,0.148254252677516,0.219012311945417,0.374046017686469,0.153273463623558
"60","BRB_01","BRB",1,"WV","E",10022017,39.11781,-79.58277,988,0.112924000459837,0.113213623045891,0.187834904033491,0.162328352600261,0.0836095113646317
"61","BRB_02","BRB",2,"WV","E",10022017,39.11853,-79.58482,985,0.0885774826716887,0.11471842833644,0.192153747162696,0.139016806815842,0.292327416933577
"62","BRB_03","BRB",3,"WV","E",10022017,39.11863,-79.58606,983,0.0360432605468511,0.100149123147103,0.204967996225306,-0.0935640484424204,-0.0282294808581499
"63","BRB_04","BRB",4,"WV","E",10022017,39.11602,-79.58139,986,0.104875591529548,0.13878143087,0.205051386336234,0.197631665094067,0.196592628809132
"64","BRU_02","BRU",2,"PA","M",9112017,41.35133,-75.17426,539,0.0179128453494957,0.126092189798442,0.214947957236283,-0.49305603373484,0.0978674538691412
"65","BRU_03","BRU",3,"PA","M",9112017,41.34784,-75.20009,551,0.13952713959411,0.130038433911202,0.219362602034877,0.265701675818516,0.386596185392023
"66","BRU_04","BRU",4,"PA","M",9112017,41.3456,-75.20216,559,0.0948745293791987,0.131477219328354,0.205128078463884,0.254946889470328,0.0479394595661919
"67","BRU_05","BRU",5,"PA","M",9152017,41.34357,-75.20504,570,0.132625706712292,0.149752409439459,0.226398542782221,0.114734855603914,0.146611641398954
"68","BRU_06","BRU",6,"PA","M",9152017,41.34406,-75.20509,570,0.101307893532197,0.147421807454697,0.192951904192585,-0.0715243962102507,0.171910107563116
"69","CAM_01","CAM",1,"VT","C",10112017,44.30394,-72.91039,538,0.131754089956562,0.128278263264845,0.203661808504491,0.11873539415474,0.0742950702880003
"70","CAM_02","CAM",2,"VT","C",10112017,44.31687,-72.90208,808,0.0477195722932147,0.122752902854839,0.236492467228881,0.148488656441819,-0.0184479612104814
"71","CAM_03","CAM",3,"VT","C",10112017,44.32212,-72.88999,1102,0.0177571673084315,0.140079843133982,0.210887478693166,-0.0576571093430591,0.224762841013897
"72","CAM_04","CAM",4,"VT","C",10112017,44.3215,-72.89375,999,0.0220038322615555,0.125943281452815,0.197534242418735,-0.119991874347415,0.167411415159315
"73","CAM_05","CAM",5,"VT","C",10112017,44.32146,-72.89611,927,0.0763824143520448,0.116615253599084,0.219095579341674,0.295410361474166,0.298057901168096
"74","CAM_06","CAM",6,"VT","C",10112017,44.32074,-72.89718,909,0.13881505327879,0.139056086071759,0.190401504244773,0.282177799016917,0.276636048533583
"75","CR_03","CR",3,"NC","E",9002016,35.748862,-82.272246,1819,0.0933125746137274,0.131680825945719,0.198526725882232,0.273821163950266,0.282297726190122
"76","CR_04","CR",4,"NC","E",9002016,35.750184,-82.270068,1811,0.0775546765337828,0.129994225231799,0.206184990425467,0.0944076583584196,0.163777867073503
"77","CR_05","CR",5,"NC","E",9002016,35.75331,-82.270147,1792,0.088863830899393,0.123106953333452,0.189121679387585,0.0806905121669091,0.181439044686916
"78","CR_06","CR",6,"NC","E",9002016,35.755691,-82.269877,1776,0.0994786336749199,0.118328886069956,0.177529937599046,-0.169986916643579,0.305889647971033
"79","CR_07","CR",7,"NC","E",9002016,35.758106,-82.267885,1763,0.0818661773916332,0.100107832085071,0.190762296434169,0.0918582063156523,0.252831860854915
"80","CRA_01","CRA",1,"WV","E",9272017,38.1888,-80.27092,1072,0.132759218000131,0.0958041276992153,0.195660577807465,0.199098721445233,0.0428331109010799
"81","CRA_02","CRA",2,"WV","E",9272017,38.19923,-80.27311,1026,0.0315047632391528,0.112181697228471,0.203115737274856,-0.119019527187501,-0.0723880404172164
"82","CRA_03","CRA",3,"WV","E",9272017,38.19989,-80.27286,1023,0.10942644885071,0.112246693472292,0.173157913055594,-0.0375935510854341,-0.0674322755542902
"83","CRA_04","CRA",4,"WV","E",9272017,38.20064,-80.27233,1023,0.0816126842510935,0.118883075846615,0.196078220071794,0.163499434044202,-0.0504298115113081
"84","CRA_05","CRA",5,"WV","E",9272017,38.20126,-80.27228,1021,0.0935729562193038,0.128145020218249,0.185698360460054,-0.00541934407481896,0.0331914010262302
"85","CRA_06","CRA",6,"WV","E",9272017,38.19853,-80.27083,1026,0.146005260347651,0.130172008463703,0.201691881355536,0.155733531186947,-0.0225261427211602
"86","CRR_01","CRR",1,"PA","M",9122017,41.37048,-76.26347,674,0.0867814575554184,0.125327584792228,0.214871258029129,0.0636613001613665,0.0533397955347437
"87","CRR_02","CRR",2,"PA","M",9122017,41.37093,-76.26328,668,0.126402635094032,0.133584586317652,0.210512474113697,0.0744710869866221,0.0477821630170361
"88","DG_04","DG",4,"NC","E",9002016,35.78115,-82.2597,1955,0.0601687642437473,0.107548613680724,0.202018067383257,-0.335213477564869,0.158095854464054
"89","DG_05","DG",5,"NC","E",9002016,35.78197,-82.25905,1915,0.0554731043918289,0.115555731304701,0.183346033733852,-0.222782469001799,0.151065025475748
"90","DG_06","DG",6,"NC","E",9002016,35.78233,-82.25908,1908,0.0960067212455198,0.111252967052336,0.179415542472975,0.0528968972461513,0.0936653616270788
"91","DG_08","DG",8,"NC","E",9002016,35.78377,-82.25858,1897,0.087885599871762,0.12509075853453,0.204172368113721,0.208826468998695,0.168013391476009
"92","DG_10","DG",10,"NC","E",9002016,35.786327,-82.25755,1922,0.0928117767787589,0.0922637533803012,0.206236309291371,0.24823805615226,0.209628108989462
"93","EQU_01","EQU",1,"VT","C",9212017,43.13636,-73.13577,608,0.0997928178876004,0.0998834271810323,0.222914588041343,0.105692029469143,0.0853084621506182
"94","EQU_02","EQU",2,"VT","C",9212017,43.14051,-73.14051,701,0.0727372058229934,0.145390004311305,0.229119603084594,0.122824769708049,0.0724524567325254
"95","EQU_03","EQU",3,"VT","C",9212017,43.14039,-73.13477,744,0.116110327008933,0.116929400360133,0.196126453318159,0.194989067377252,0.151882002479975
"96","EQU_04","EQU",4,"VT","C",9212017,43.15425,-73.12742,975,0.0780293693946006,0.101911999215129,0.214731780843508,0.0401101138387592,0.0175899800348195
"97","EQU_05","EQU",5,"VT","C",9212017,43.15975,-73.1255,1023,0.0586746414383811,0.124664909273854,0.221109000078551,-0.0464912742291461,0.236073305338096
"98","EQU_06","EQU",6,"VT","C",9212017,43.1619,-73.12386,1063,0.0781791025568118,0.122680565252985,0.17735933997042,-0.0205609001160066,0.332275658982169
"99","ESC_01","ESC",1,"NY","C",9052017,42.19985,-74.03118,678,0.074346580833738,0.0994918511099904,0.22177188887971,0.177677333109613,0.0689810228610291
"100","ESC_02","ESC",2,"NY","C",9052017,42.20077,-74.03092,685,0.0835141909079042,0.118269726753084,0.205131345793641,-0.0338071084025102,0.0658537762576568
"101","ESC_03","ESC",3,"NY","C",9052017,42.20205,-74.02971,694,0.0672966134423054,0.133369545410461,0.226692675576305,-0.226779351089692,0.411768487287405
"102","ESC_04","ESC",4,"NY","C",9052017,42.20549,-74.03112,730,0.0646044149632919,0.117921955157714,0.237692811521021,0.105459640699035,0.0315630981643593
"103","ESC_05","ESC",5,"NY","C",9052017,42.21354,-74.03379,792,0.131004946458428,0.146816386189672,0.217245741388686,0.115344746353888,0.33238978982222
"104","ESC_06","ESC",6,"NY","C",9052017,42.21471,-74.03587,829,0.0560597306460181,0.106490882392666,0.228643824074873,0.231393445933194,0.183748407834901
"105","G13_01","G13",1,"PA","M",9122017,41.41342,-76.29673,641,0.104138185093277,0.139712317569352,0.207545756075775,0.272912283047503,0.258294249568057
"106","G13_02","G13",2,"PA","M",9122017,41.41315,-76.29758,639,0.128012348005882,0.136247007798119,0.204844109334318,0.277929856094999,0.242886179989175
"107","G13_03","G13",3,"PA","M",9122017,41.41275,-76.29931,634,0.0868104040095098,0.130963458703388,0.195813043416101,0.0851693027077738,0.130708106935683
"108","G13_04","G13",4,"PA","M",9122017,41.41232,-76.29998,637,0.134794391590732,0.122805824798119,0.221487421539618,0.284553584930831,-0.0696999846967031
"109","G13_05","G13",5,"PA","M",9122017,41.41286,-76.2958,640,0.111244476915192,0.141902774134998,0.192704337048784,0.0640816793465158,0.0256386613178478
"110","G18_01","G18",1,"PA","M",9132017,41.09564,-75.4884,538,0.0454265727517861,0.105426897445612,0.197024093293647,-0.0211372910029346,-0.0365894437488593
"111","G18_02","G18",2,"PA","M",9132017,41.09326,-75.49049,552,0.0682494540938634,0.135558850044911,0.183700791988592,0.154312157589725,0.243291898962324
"112","G18_03","G18",3,"PA","M",9132017,41.09363,-75.48915,560,0.0328103072874598,0.145370099833645,0.19088436839188,0.0760533016566255,0.145632660700499
"113","G57_01","G57",1,"PA","M",9122017,41.38781,-76.25086,644,0.109308162708325,0.120212800603497,0.190797509759917,-0.0624924202484829,-0.210502547068837
"114","G57_02","G57",2,"PA","M",9122017,41.38786,-76.24996,644,0.0930030877659932,0.144652182279354,0.196487860892326,0.107970044788352,0.297095697738784
"115","G57_03","G57",3,"PA","M",9122017,41.39196,-76.24501,635,0.0933201739761808,0.12598486753667,0.254840028593658,0.229054598820642,-0.137917216505864
"116","G57_04","G57",4,"PA","M",9122017,41.38787,-76.25036,655,0.134612276920355,0.146243520437278,0.224824296366963,0.233586662377741,0.234487332415078
"117","G57_05","G57",5,"PA","M",9122017,41.3885,-76.27803,646,0.085477498141641,0.108925715662691,0.204484155695178,0.0138860467844754,-0.122319184861225
"118","G57_06","G57",6,"PA","M",9122017,41.39518,-76.24475,632,0.11874572734148,0.133850841950501,0.193300093722919,-0.0374205850172454,0.0450820728204909
"119","G57_07","G57",7,"PA","M",9062017,41.41808,-76.16374,647,0.103883295789137,0.105572976619719,0.198790847317055,0.249035146245074,-0.347958151235584
"120","G57_08","G57",8,"PA","M",9062017,41.41875,-76.16496,652,0.0454306230708043,0.0847836871215416,0.219087590416321,0.303974186628538,-0.220154741028454
"121","G57_09","G57",9,"PA","M",9062017,41.41903,-76.16552,652,0.131491693352793,0.121207782290873,0.186240579173147,0.248468143147736,0.042242111939352
"122","G57_10","G57",10,"PA","M",9062017,41.41903,-76.16604,652,0.135401820033976,0.129221123383338,0.213012393057017,0.328560167611713,0.0486731315058779
"123","G57_11","G57",11,"PA","M",9062017,41.41982,-76.16662,652,0.118701750929071,0.0932136030932949,0.216548657090316,0.180969520904647,-0.0146844966407875
"124","GFM_48","GFM",48,"NC","E",NA,36.0898,-81.8383,1425,0.0476800200400766,0.103959133624683,0.181855719085713,0.101667874693343,0.128886651848905
"125","GFM_49","GFM",49,"NC","E",NA,36.0902,-81.8376,1423,-0.00102375612259317,0.0662211678645095,0.205405029835275,-0.136041073125289,0.16898968465493
"126","GFM_50","GFM",50,"NC","E",NA,36.0905,-81.8369,1437,0.0323710574763713,0.124139365124783,0.185458519538354,0.266962171104301,0.240304560688098
"127","GFM_51","GFM",51,"NC","E",NA,36.0911,-81.8365,1444,0.0374508363375093,0.111408957748088,0.186060444478798,0.196243753428788,0.395818806130059
"128","GFM_55","GFM",55,"NC","E",NA,36.0928,-81.8361,1486,0.0888642455942768,0.133230028130751,0.219039867829039,0.245356348037853,0.263629034274976
"129","GPA_01","GPA",1,"WV","E",9292017,38.6156,-79.84402,1363,0.062352877595048,0.136231758829412,0.192728819962763,0.0589974766124511,0.0937440652862035
"130","GPA_02","GPA",2,"WV","E",9292017,38.61929,-79.8956,1339,0.0316588879602471,0.139915421163552,0.186486514972303,-0.0415975888440889,0.306940020511464
"131","GPA_03","GPA",3,"WV","E",9292017,38.61926,-79.84243,1314,0.108401745766435,0.137076332111837,0.188678911388838,0.105229641633942,0.122980122705976
"132","GPA_04","GPA",4,"WV","E",9292017,38.59968,-79.85046,1147,0.0735880632896266,0.113861670362557,0.199137094002405,0.304691530517998,0.138183584835804
"133","GRE_01","GRE",1,"MA","C",9182017,42.6402,-73.17194,929,0.104983446511387,0.131240693098658,0.187818517970532,-0.14500434656411,0.0639684171872567
"134","GRE_03","GRE",3,"MA","C",9182017,42.63586,-73.16558,1055,0.0801890949579631,0.106003928365215,0.20122236795646,0.148974947190409,0.109685169998315
"135","GRE_04","GRE",4,"MA","C",9182017,42.63636,-73.16608,1055,0.074662367752822,0.142181755477244,0.175695355130607,-0.0741614943532793,0.147687352875948
"136","GRE_05","GRE",5,"MA","C",9182017,42.63514,-73.16494,1013,0.0442429837859631,0.136587728657002,0.201040624563004,0.0194411505545797,0.180443978611826
"137","GRE_06","GRE",6,"MA","C",9182017,42.63069,-73.17808,934,0.0375564700903834,0.121179997690152,0.18703736168363,-0.0228164771922628,0.249275403889909
"138","GRE_07","GRE",7,"MA","C",9182017,42.63034,-73.18195,888,0.089811103365753,0.113682354897944,0.175648182191507,0.241347688588121,0.0459292834779532
"139","HR_01","HR",1,"TN","E",9002016,35.5714,-83.17954,1615,0.104617286062716,0.105810386635577,0.1849902502035,0.124326155284084,0.138339996596752
"140","HR_02","HR",2,"TN","E",9002016,35.5716,-83.17953,1624,0.0564757814482719,0.0676864213991626,0.177799933171637,0.154677573439398,0.171711730547921
"141","HR_03","HR",3,"TN","E",9002016,35.56898,-83.17448,1627,0.0767087955716752,0.107863504277405,0.185111764644216,-0.0508462362200438,0.0869854285107359
"142","HR_05","HR",5,"TN","E",9002016,35.57113,-83.1706,1607,0.0800207441654452,0.110882632860867,0.191936493034128,0.125745806494338,0.0953000551827983
"143","HR_06","HR",6,"TN","E",9002016,35.57026,-83.16939,1605,0.0479990781793325,0.0846090125467475,0.178481487667982,0.0716199741985444,-0.0181978686707855
"144","HR_07","HR",7,"TN","E",9002016,35.56706,-83.16762,1595,0.0861182971544548,0.0980481641338155,0.18649061635525,0.33349829575509,0.116575400101658
"145","HR_10","HR",10,"TN","E",9002016,35.61916,-83.20716,1036,0.0512491003530677,0.0878208697688594,0.216382821565507,-0.0819000767828702,-0.200053491198256
"146","HUN_01","HUN",1,"NY","C",9072017,42.17801,-74.22929,1221,0.104741729949184,0.123544596502892,0.250044980972323,0.0978029404557087,0.329042306200919
"147","HUN_02","HUN",2,"NY","C",9072017,42.17772,-74.2286,1198,0.00982566963139106,0.123062954704841,0.220541370486019,-0.0922149884662214,0.266757402508585
"148","HUN_03","HUN",3,"NY","C",9072017,42.17778,-74.23087,1219,0.0763563931762992,NA,0.230936393404737,0.250488290660577,0.411578605181598
"149","HUN_04","HUN",4,"NY","C",9072017,42.17897,-74.2295,1203,0.0784526059691655,0.121114993335953,0.216728064268573,0.095488775140366,0.239336152727971
"150","HUN_05","HUN",5,"NY","C",9072017,42.17995,-74.22938,1189,0.0853211291730673,0.142008368348871,0.218921616091149,-0.0221029951937084,0.257999078610572
"151","HUN_06","HUN",6,"NY","C",9072017,42.19198,-74.23504,1029,0.0955462443259256,0.111882638595381,0.191197820578181,0.0478490456960971,-0.196850833732411
"152","HUN_07","HUN",7,"NY","C",9072017,42.19412,-74.23513,991,0.10333312744434,0.125465296124715,0.201379835176655,0.181344494135899,0.039579843862302
"153","IND_01","IND",1,"NY","C",9062017,42.16541,-74.20158,646,0.0635004632155119,0.125894675017024,0.233581586490831,0.0750780555620897,-0.0327331574570975
"154","IND_02","IND",2,"NY","C",9062017,42.16542,-74.20212,652,0.0814702002982416,0.129981301651137,0.217991592863616,0.329121119027063,0.301437025062705
"155","IND_03","IND",3,"NY","C",9062017,42.16714,-74.2009,633,0.0988951461608932,0.0991559632259696,0.198210757752676,0.0576780727067074,0.0359603791776771
"156","IND_04","IND",4,"NY","C",9062017,42.16395,-74.20231,641,0.0620872835072833,0.126486479581347,0.214393775400536,-0.0453233838738576,-0.190848706958869
"157","IND_05","IND",5,"NY","C",9062017,42.16349,-74.20258,636,0.106570286138857,0.123980036172957,0.241342955256525,0.0908000256596224,0.105240663861422
"158","IND_06","IND",6,"NY","C",9062017,42.16228,-74.20313,637,0.0725781286741668,0.132929549881158,0.212375555137593,0.233366998960456,0.258796861960794
"159","JAY_01","JAY",1,"VT","C",10062017,44.92981,-72.52965,900,-0.00695260278198457,0.15387914717549,0.198338775841034,-0.146984174837585,0.22753382303251
"160","JAY_02","JAY",2,"VT","C",10102017,44.9235,-72.51746,897,0.0468716483819589,0.1436667974524,0.226726674250931,-0.0812521240453777,0.321554244895756
"161","JAY_03","JAY",3,"VT","C",10102017,44.92305,-72.51562,861,0.0151452480743651,0.114590015929186,0.224784439268294,-0.128780820954877,0.273063825470765
"162","KAN_02","KAN",2,"NH","C",10222017,44.02552,-71.495,862,0.0997948273248591,0.096347160420134,0.191773888119459,0.164432961427934,0.144167564075677
"163","KAN_03","KAN",3,"NH","C",10222017,44.02137,-71.47896,785,0.0666667713215849,0.131826164412627,0.185848977750697,0.0466271606704936,0.387117599116302
"164","KAN_04","KAN",4,"NH","C",10222017,44.02144,-71.47961,787,0.104537314345855,0.121336857057955,0.21347011814568,0.236936856266776,0.269898637789047
"165","KAN_05","KAN",5,"NH","C",10222017,44.02235,-71.47746,777,0.134240064541795,0.13808732578187,0.197817898373023,0.24551456004398,0.378813170718984
"166","KAN_06","KAN",6,"NH","C",10222017,44.02168,-71.49196,841,0.0217139646465685,0.132040804313807,0.200468234636286,0.0606362448889096,0.130298009055071
"167","KIL_01","KIL",1,"VT","C",10212017,43.60633,-72.81543,1171,0.138530067293501,0.126723982985733,0.215775777564875,0.16249715565555,0.0962197300059147
"168","KIL_02","KIL",2,"VT","C",10212017,43.60703,-72.81634,1170,0.0656685374126862,0.117326710380806,0.212728210292225,0.15138501699232,0.434330328681822
"169","KIL_03","KIL",3,"VT","C",10212017,43.60837,-72.8176,1145,0.00243843238118188,0.130447595594978,0.209288350222845,-0.021406332187058,0.336914173604833
"170","KIL_04","KIL",4,"VT","C",10212017,43.60933,-72.81762,1115,0.147607658715403,0.142814063115815,0.200470827321325,0.301321174298143,0.143711620512372
"171","KIL_05","KIL",5,"VT","C",10212017,43.61079,-72.81821,1072,0.100357381414736,0.121134131358616,0.230434009692999,0.205802104777133,0.491430913292914
"172","KIL_06","KIL",6,"VT","C",10212017,43.61229,-72.8187,1047,0.055357777860954,0.114723209462141,0.223934791987974,0.0685210724645974,0.182064337039098
"173","KOS_01","KOS",1,"WV","E",9292017,38.69131,-79.53503,1356,0.0826711900382597,0.138177264038596,0.186060444478798,0.284519746656785,0.294068426301294
"174","KOS_02","KOS",2,"WV","E",9292017,38.6894,-79.54405,1419,0.0942946735898167,0.0939312522927724,0.217753994267532,0.27767987121689,0.0279996231257929
